,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.172063002548728,0,0.199208329731848,0,0,0,0,0,0,0,0,0,0,0.0446868774080907,0,0,-0.191357415722515,0,0,0,0,0,-0.292169280769981,0,0.048699645580063,0,0,0.839085729938841,-0.0998408460368358,-0.156479036386923,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749639,0,0,0,0,0.0628711781967742,0,0,0,0,0,0,0.0189531740658785,0,0,0,0.0279017472375037,0,0,0.078908439985269,0.0224639702312629,0,0,0,0,0,0.279069136490736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.131454921999684,0,0,0,0,0,0,0,0,0.18047225476703,0,0,0,0,0,0,0,0.14621856487098,0,0,0,0,0,0,0,0,0,0,0,0.100426906298119,0,0,0,-0.257516174835567,-0.220276452505028,0,0,0.510444501633734,0.173740931572208,0,0,0,0.163681101963943,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.522217882371601,0.146314434252457,0.0308109670065361,0.604097457243787,0,0,0,0,0.473901264260672,-0.0729411904405193,0,0,0,0,0,0,0,-0.408079924949912,0,0,0,0,0,0,0,-0.658963980248879,0,0,0,0,-0.19988436266168,0,0,0,0.330348251301042,0,0,0,0,0.31470405545419,0,0,0,-0.22322257344632,0
X5.HK.EQUITY,-0.0778131796780559,-0.0239158040252126,0,0,0,0,0,0,0,0,0,0,0,0,0.464353434577364,0,0,0,0.449902180073657,0,0,0,0,0.0662345246341446,0.0122420380540674,0,0,0,-0.130459245422758,0,-0.138669160599534,0,0,0,0,0.129661362403086,0,0,0,0,-0.101757280225167,0,0,0.182199435112008,0,0,0,0,-0.130224621660781,0,0,0
X601988.CH.EQUITY,-0.367782255141048,0,0,-0.00475961091740266,0.337047648493152,0,0,0,0,0,0,-0.0529182426577715,0,0,0,0,0,0.167620013029705,0,0,0.792781461678186,0,0,0,0,0,0,0,0,-0.545289245781468,0,0,0,0,0,0,0,0,0,-0.000845741493236486,0.04248505845229,0,0.14736305050338,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.15953720794395,0.543154732918417,-0.0346510452149069,0,0,0,0,-0.0303767420285378,-0.00534756554284797,0.348054832316704,0,0.357872212679287,0,0,0,0,1.73472347597681e-18,0,0,0,-0.131126120479419,-0.174725340521819,0,0,0.232032043564104,0,0,0.0750272170630084,0,0,0.110243474614888,0,0,-0.277553612130852,0,0,0,0,0,0,0,0.215382176037604,0,0.0503232917353502,0,-0.109783481555519,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.110772826226195,0.0113979589817554,0,0,0.133880618224408,0,0,-0.0787778852937155,0,0,0.0291399735801847,0.140046840967362,0,0,0.059913189647681,0,0,0,0,0,0,0.154562796561205,0,0,0,0,0,0.143361973699368,0,0,0,0,0,0,0,0,0,0,0.0229370867215309,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0249145852217788,0,0,0,0,0,0,0,0.0673476911427605,0,0.35996767639963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400242344983443,0,0,0,0,0.276546658171176,0.0535953067463513,0.0705258954410992,-0.0380840381322791,0,0,0,0.019389003007219,0,0,0,0,0,0,8.67361737988404e-19,0,-0.142748029138752
X601328.CH.EQUITY,0,0,0,0,0,0,0.357751720299695,0,0,0,0,0.101176522206452,0,0,0,0,0,0,0,0,0,0,0.0273226275326469,0,0.245338192878,0.168213756838076,0,0,0,0,0,0,0,0,-0.0729445752956614,0,0,0,0,-0.148839974868839,0,0,0,-0.0269757103128744,0.132057520381441,0,0,0,0,0,0,-0.242289988633662
