,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0358379267394779,0,0.0946478662601616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953689461463481,0.453026050570716,0,0.684589783960044,-0.0684362651385306,0,0.151999463916886,0,0,0,0,0,0,0.0173419689700668,-0.250847420445999,0,0,0,0,0,0,0,0,0,0,-0.282922676656823,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.140484765535333,0,0.0064175814851301,0,0,0.0352633547777091,0,0,0,0,0,0,0,0,0,0.444754093261772,0,0,0,0,0,0,0,0,0.145961952771498,0.00515844073390677,0,0,0,0,0,0,0,0,0,0.143696887951994,0,0,0,0,0,0,0,0,0,0,0,0,0.139731571786907
X601939.CH.EQUITY,0,0,0,0.854522118590834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767461926749409,0,0,0,0,0.1006890999718,0,-0.0530275347087641,0,0,0,0,0,-0.0193254668519498,0.0437152428728106,0,0,0,0,0,-0.0415869171705368,0,0,0,0,0.0589547526314324,0.000152231612765778,0,0,0.0391829305441279
X601288.CH.EQUITY,0.0163788765847235,0,0.897123646402315,0,-0.0742866463589059,0,0,0,0,0,0,0,0,0,0.000958567027541107,0,0.0176901831046004,0.128040495764095,0,0,0,0,0,0,0,0,-0.0737023496663342,0.0265030066973987,0,0,0.0316575739985256,0,0,0,0,0,0,0,0,0,-0.100639599784923,0,0,0,0,0,0,0,0,0,-0.0366538178247094,-0.0149852571348355,0
X601628.CH.EQUITY,0,0.0492032776640025,0.0222268549977881,0,0,0,0.294432403818903,0,0,-0.0471104049116852,0,0,0,0,0,0,0,0,0,0,0,0,0.0440908740572023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126932525799499,0,0.133964211542966,0,0,0,-0.0285432962248088,0,0.0579902485338434,0,0.0911706281575959,0,0.105483101675354,0.0872798227089282,0,0.0584510116153821
X601988.CH.EQUITY,0.0725380284983125,0,0,0,-0.278091566524939,0,0,0,0,0,0,0,0,1.07746557108385,0,0,0,0,0,-0.124059996673988,-0.00733056000086961,0,0,0.0266591113057728,0,0,0,0,0,0,0,0,0,-0.179083504400394,0,0,-0.0539433515363699,0,0,0,0,0,0,0,0,0,0,0,0,0.167283785223341,0,0.00312585497892167,0.246563383888282
X600036.CH.EQUITY,0,0,0.306105924930245,0.159614629627965,0,0,0,0.101141847751859,0.0840547901740415,-0.068079177972151,0,0,0,0,2.16840434497101e-19,0.0470048094167425,0,0,0,0.0122010790566409,0,0,0,0,-0.0188572948872525,0,0,0.0184044058806516,0,0,0,0,0,0.254201015351211,0,0,0,-0.0620468216067121,0,0,0,0,0,0,0,0,0,0.0813554454083977,0,0,0.0191141167904025,0,0
X1299.HK.EQUITY,0,0,0,0,0.200493295310286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222381529090293,0.0262303475220546,0,-0.0730550627128973,0,0,0,0,0,0.0416283497660755,0.18046255191856,0,0,0,0,0,0.0729997915618307,0,0,0,0,0,0,0,0,0,0,0.408339793488258,0,0,0.100178400284085,-0.000906342662734934,0.121749151462515
X5.HK.EQUITY,0,0,0,0,-0.178348468924778,0,0,0,0,0.0979217982609385,0,0,0,0,0,0,0.382643898661888,0,0,0,0,0.157474819693909,0,0,0,0.305416704755376,0,0.107500934033265,0,0.0927950337727581,0.021216830985376,0.000521058892463359,0,0,0,0,0,0,-0.153270935833857,0,0,0,0,0.128613650101777,0,0,0,0,0,0,0.0260933182208518,0,-0.120768808145605
X388.HK.EQUITY,0,0.224703567556772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736576706110936,0,0,0,0,0.52140360200543,0.325283861262726,0,0,0,0,0,0.128163085093387,0,-0.254406292408453,0,0,0,0.0630043260703631,0,0,0.101951498777854,0,0,0,0.0208338034336506,0,-0.478152510561293,-0.00499332815687482,-0.112831491720644,0,0,-2.77555756156289e-17,0,0,0,-0.0703896937508571,0.0567801242777238
X601658.CH.Equity,0,0,0,0.230931348546382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22641283344638,0.0502878110062709,0,-0.0929386693064813,0,0,0,0,0,-0.125337574274393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371350758910016,0,0,0.0654856791478618,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.00514069004488155,0,0,0,0,0.236401543668395,0,0.065565079806946,0,0,0,0,0,0,0,0,0,0.0494096178074019,-0.00395684625929772,0,0,0,0,0,0,0.340925519400178,0,0,0.0604671519205347,0,0,0,0.0658408677908347,0,0,0,0,0,0.0036947340820547,0.0929828726412309,0,1.38777878078145e-17,0,0.0150472396114585,0,0
X601066.CH.EQUITY,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0511315309375838,0,0,0.422825901453531,0,0,0,0,0,0,0,-0.0312493815816182,0,0,0,0,0.227260151920397,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0450758105035635,0,0.197295126512357,0.0217493619475414,0,0,0,0,0,0,0.0108589125316568,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.00526006576570983,0,0,0,0.577562278281492,0.00909237504895097,8.67361737988404e-19,0,0,0.0457758829894324,0,0,0,0,0.0934364147177328,0.0761012120983541,0,0,0,0,0,0.0263574189365556,0,0,0,0.0370134277487619,0,0,0,0,0,0,0.0877201217365419,0,0,0,-0.0294881694329217,0,0,0,0,0,0,0,0,0,0,0,0.027015325723476,0,0,0
