,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0871805057876673,0,0.394120922914475,0,0,0.101885089670764,0,0.109135814978878,0,0,0,0,0,0,0.189435811586348,0,0,0,-0.0718584351122768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872440626124972,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.066246950878654,0,0,0,0
X601939.CH.EQUITY,0.223578756542774,0,0,0.0349848839278714,0.0743405085332426,0,0,0,0,0,0,0.0695364293854541,0,0.334367263201187,0,0.206711549797909,0,0,0,0,0,0,0,-0.0514894783023687,0,-0.0868053724235533,0,0,0,0,0,0.0636842097726758,0,0.0262639743861686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.388569910280181,0.0308607713214748,0,0,0.354736246074807,0,0,0,0,0,0.0991266291464767,0,0,0,0,0,0,0.0515266355458497,0,0,0,0,0,0,0,0,0,0,0,0.0195383405626132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322719777851684,0,0,0
X601988.CH.EQUITY,0,0,0,0.271868579666794,0,0,0,0,0,0,0,0,0,0.088296595340451,0,0.100888066543554,0,0,0,0,0.2680483440347,0,0,0,0.00323186219704256,0,0,0,0,0,0.0383751619567307,0.0509425816957434,0,0,0.122837689812461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.183712335594689,0,0,0,0,0.286832604788424,0,0.222376181045763,0,0,0,0,0.322692291581023,0,0,-0.276485493811343,0,0,0,0.0634534182373761,0,0,0,0,0,0,0,0,0,0.135026807270143,0,0,0,0,0,0,0,0,0,-0.137965316864784,-0.0659744190839044
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184938950620159,0,0,0,0,0,0,0,0,0,0,0,0.207089571649343,0,0.130952969648245,0,0,0,0.0961219562277069,0,0,0,0.0762594236187805,0,0,-8.67361737988404e-19,0,0.147015759082742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.0531879070050205,0,0,-0.100065012780126,0,0,0,0,0,0,0,0,0,-0.0122354049127301,-0.0750693394901998,0,0,0,0,0,0,0,0,0,0,0.21793177062387,0,0,0,0,0,0,-0.510141675269115,0,0,0,0.529255400319932,0,0,-0.109220797363013,1.01891646173104,0,0,0,0,0,0,0,0,-0.0855799482342523
