,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.146074626072703,0,0.0862220370256463,0,0,0,-0.0502314979477556,0,0,0,0.413319083861046,0,0,0,-0.0993221871787933,0,0,0,0,0,0,0,0,0,0,0,0,0.124262403977319,0,0,0,0,0,0,0,0,0.169174158075838,0,0,0,0,0.121558576335005,0,0,0,0.0239866429552967,-0.0454012256460262,0,0,0,0,0.0457136977537808
X601318.CH.EQUITY,0,0,0,0,0,0.132559394196043,0,0,0.125691998003682,0,0.0901353916578434,0,0.0570545046007138,-0.110114914403577,0.102213513983089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960964888726192,0,0,0,-0.204880250296071,0.169219545198023,0,0.137481731940965,0.12161564919861,0,0,0,0,0,0.280053200126532,0,0,0
X601939.CH.EQUITY,0.320228576610283,-0.00991547258863886,0,0.205358514304809,0,0.190063675956798,0,0,0,0,0,0,0,0,0.157935875357591,0.0415058145665813,0,0,0,0,0,0,0,0,0.0504275679215801,-0.101613013212021,0,0,0,0,0,-0.0376829086802289,0,0,0,0,0,-0.0779660482148766,0,0.32214001310796,0,0,0,0.00733766001711021,0,0,0,0,0,0.0272312998275501,0,0,0
X601288.CH.EQUITY,0.424983990677012,0,0.141077084160022,0,0,0.186203690910557,0,0,0.0410844870748108,0,0,0,0,0,0,-0.0883271121767049,0.0469785049637391,0,0,0,0,0,-0.0320927352348105,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.164735532730975,0,0,0,0,0,0,0,0,0.204687729628211,0,0,0,0
X5.HK.EQUITY,0,-0.128684800859199,0.0399268903218249,0.296590487831381,0,0,0,-0.253742371898366,0,0,0,0,0.164331272236738,0,0,0,0,0,0,0,0.535790596911637,0,1.0842021724855e-19,0,0,0.281612153044131,0,-0.0241874446673783,0,0,0,0,0,0.024596770604628,0,0,0,0,0,0,0,0,0,0,0,0,0.210465123684076,0,-0.0792452499104282,0,0,0,0
X601988.CH.EQUITY,0.215783059968517,0.00782799513593493,0.246825254357962,0.0354943583465893,0,0,0,0,0.0793524860407675,0,0.0725817492388176,0,0,-0.267167428028642,0,0,0,0,0,0,0,0,0.0572592554054427,0,0.190430582953397,0,0,0.157307058574716,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.131263133011595,0,0,0,0,0,0,0,0,0.0852594985347047
X600036.CH.EQUITY,0,0,0,0,0.111939238258335,-0.0523362194457578,0,0.261137963697168,0,-0.0419721412419268,0.0109502757262178,0,0.345878832604979,0,0.246082770800586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772965982815613,0,0,0,0.0846465920380384,0,0,0.140501334128042,0,0,0.0388384213827892,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0744655292140441,0,0,0,0.233788980472989,0,0,0,-0.162899720489768,0,0,0,0,0,0.443631901889535,0,0.0829677793223776,0,0,0,0,0.239578576104383,0,0.0562103712938902,-0.114255300843615,0,0,0,0,0,0,0,0,0,0,0.0414426287061139,0,0,0,-0.0197848307914982,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.202034809095176,0.317924561860987,0,0,0.0120048527281657,0.0361485492814452,0,0,0,0.0375583234848017,0,0,0,0,0,0,0,0,0.0705559829165561,0,-0.12105958465009,0,0,0,0,0,0,0.0209955472127323,0,0,0,0,0,0,0,0,0,-0.167915481388541,0,0,0,0.0752769581884937,0.151046558601557,0,0,0,0.104632767708278,0,0,-0.107428980363349,0,0,0.104877872843248
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437662082727442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
