,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.107983757526247,0,0.0963109198434793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440079359100746,0,0.448980552453731,0,0.159496550612188,0,0,0,0,-0.145400217650857,0,0,0,0,-0.162091450036689,0,8.67361737988404e-19,0,-0.754566023336392,0,0,0,0,0.0761584548118947,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.401463637941782,0,0,0,0,0.0847691226180706,0,0,0,0,-0.104558973017235,0.161563576088007,0,-0.028117085967833,0,0,0,0,0,0,0,0,0.0862288003780279,0,0,-0.155787960740737,0,0,0,0,0,0,0,0,0,0,0,0.097644081859459,0,0,0,0.0067605896753175,0.330563626505327,0,0,0.0601948065645682,0,-0.0298415683329084,0,0.129492961429366
X601318.CH.EQUITY,0,0,0,0,0.0200257012043164,0.347080873226365,0,0,0,0,0,0,0,0,0.0112636050093919,0,0,0,0,0,0.118915110087503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356401911270757,0.0429500169043656,0,0,0,0.0340890958087244,0,0,0,0,0
X601288.CH.EQUITY,0,0.70578583082,0,0,0.0460105548258627,0,0,0,0,0,0,0.0186004576951475,0.138622189302711,0,0,0,0,0,0,0,0,0.0630472065534976,0,0,0,0,0,0.0188687478021485,0,0,0,-0.0382899502640462,0,0,0,0,0,0,0,0,0,0.049344377756206,0,0,-0.032026989874794,0,0,0,-0.0463550302229337,0,0,0,-0.0561130830290195
X601988.CH.EQUITY,0,0,0,0.434423759535878,0,0,0,0,0,0.212937769610667,0,0,0,0.064464200234793,0,0.305165132663662,0,0,0,0.167687272456015,0,0,0,0,-0.0320237582633506,0,0,0,0,0,0,0,0,0,0,0,-0.488782235512689,0,0,0,0,0,0,0,0.21019964043804,0,0,0,0,0,0,0,0.42658276374566
X600036.CH.EQUITY,0,0.0650058821803475,0,0.0455180388380985,0,0,0.0150158796367169,0.0618767605313191,0,0,0,0,0,0,0,0,0,0,0,0.040255632038304,0.188494119789081,0,0.0313671589975547,0,0,0,0,0,0,0,0,0.105944805370735,0,0,0,0,0,0,0,0,0,0,0,0.15910330465608,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118036801867163,0,0,0,0,0,0.225707882817735,0,0,0,0,0,0,0.0391794989136796,0,0,0,0.0561924324361331,0.0408238322756565,0,0,0,0,0.0444989808392591,0,0,0,0,0,0.131386704906229,0,0.101725029943801,0.241461168507893,0,0,0.0545209926428454,0,0.044895310995265,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.356678457655999,0.0144581987804997,0,0,0,-0.0748580178298435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141477192518053,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.180054104345179,0,0.111357756886163,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144702001260781,-0.13684177701487,0,-0.00287288251172844,0,0,-0.331386200189707,0,0.714948889161494,0.0789005114859104,0.474012718162241,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.105972204797714,0,0,0,0.212415963880347,0.119898047993138,0,0,0,0
X601658.CH.Equity,0,0,0,0.220042474764612,0.00117656256251145,0,0,0,0,0,-0.0305067873713634,0,0,0,0,0,0,0,0.272178243784798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909584128209187,0,0.239986291136191,0,0,0,0,0,-0.0406807192949693,8.67361737988404e-19,0,0.108522294580677,0,0,0,0,0
