,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.238420158008693,0,0,0,0.342680318757694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26329965958662,0,0,0.0170081728211047,0,3.46944695195361e-18,0,0.0119205666660297,0.0790240385552266,0,0.0778367044221849,0,0,0,0,0,0,0,0,0,0,0,0,0.01078659994397,-0.0922708378345192,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.10085874605696,0,0,0,0,0.188838320641917,0,0.0165005421482837,0,0.221920224397653,0.000834947079991544,0,0,0,0,0.086959305052934,0.139423747442484,0,0.0704826060967168,0,0,0,0,0,0.167993106726341,-3.46944695195361e-18,0,0,0.0182664708394222,0,0,0,0,0,0,0,0,0,0,0,0.130646726666453,0,-0.0638633347389974,0.00896793263820116,0.0180986575963885,0,0,0,0,0
X600036.CH.EQUITY,0,0.0113576466034022,0,0,0,0.186656751145843,0,0,0,-0.0755421586522611,0,-0.0629559854508669,0.0983417703182158,0,0,0,0.0955477474866581,0,0.133489238625222,0,0,0,0,0,0,0.413966208849788,0,0,0.0933000692660098,0,0,0,0,0,0,0,0,0,-0.0908248045323702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114765680089022
X601939.CH.EQUITY,0.52570152478766,0.109525932560481,0,0,0,0,0,0,0.12988925441041,0,0.199395737810982,0,0,0,0,0,0,0.147278837563231,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.161628895695659,0,0,0,0.0152846565547346,0,0,0,0.00285149033896592,0,0.0805450574399632,0,0,-0.10934175851923,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0762232202640115,0,0.0748542832352997,0,0,0,0.511662513882607,0,-0.0323747884168344,0,0,0,0,0,0,0,0,0.0629732543698699,0,0,0,0.0677479884263669,0,0.0302883579625914,0,0,0,0.0240284301062974,0,0,0,0.0085458212591323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647628008809323,0.103053599236681,0,0,-0.0340623865094988
X1299.HK.EQUITY,0,0,0,0,-0.0505040829088583,0,0,-0.0715059345864634,0,0.141622365294054,0,0,0,0,0,0.0342685393256988,0,0,0,0,0,0,0.13592838849537,0,0,0,0,0,0,0,0,0,0.0749044314983309,0,0.0122163134623025,0,0,0,0,0.183873696298046,0,0.145515616884509,0.0932342843067558,0,0,0,0,0.0165608384458689,0.298127281495418,0,-0.111772524311763,0,0
X601628.CH.EQUITY,0,0,-0.0640474007367342,0,0,0,0,0,0,0.196346397638626,0,0,0,0,0.0123350405485511,0.0982371235376833,-0.0112951705698499,0,0,0,-0.0627786508793665,0,0.147908117436322,-0.0583568253926445,0,0,0,0,0,-0.0264350479815607,0,0,0,0,0,0,0,0.36964463933687,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0350131060742208,0
X601988.CH.EQUITY,0.104522854748705,0,0,0,0.410390713683403,0,0,0,0,0,0,0.0769434717441483,-0.0165830206303593,0,0,0,0,0.150785688446364,0,0,0,0,0,0,0.0386409475655864,0,0,0,0,0,0,0,-0.131030265878192,0,0,0,0,0,0,0,0,0.120250211009544,0,0.1515845382009,0,-0.029535842759532,0,0,0,0,0,0,-0.0624899394466738
X5.HK.EQUITY,0,0.156537818412822,0,0.0416312544692631,0,0,0,0,0,-0.094963868136443,0.0596977905307495,0.0691824593600054,0,0,0,0,0,0,0,0,0,0,0.108987712509143,0,0,0,0.175426552272825,0,0,0.0853322666068822,0,0,0.0209149893215446,0,0,0,0,0,0.301417739339659,0,0,0,0,0,0,0,0.0401811846710465,0,0,0,0,0,-0.120017007311763
X388.HK.EQUITY,0,0,-0.0803836057768557,0,0,0,-0.095310092644245,0,-0.0720083907981445,0,0,0,0,0,0,0,0,0,0,0,-0.0133776862402414,0,0,0,0,0,0,0,0,0,0,0,-0.200150838289219,0,0,0,0,0.0936282448108633,0,0,0,0,0,0.46460427927382,0.0508691047386146,0,0,0,0.123305687249391,0,0.134248659263636,0,0
