,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.332005918255806,0.0169867400019469,0.337594672760467,0,0.0281410549296719,0,0,0,0,0.041041904272359,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639666360224186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304411320799507,0,0.110695531191527,0,0.0300462428341662,-0.0932421380194359,0
X601939.CH.EQUITY,0.411179701156096,0,0,0.197417154266812,0,0,-0.138738887968473,0,0,0.00622208557419436,0,0,0.164677204141425,0,-0.0652632886923065,0,0,0,0,0,0,0,0,0,-0.00792554635312898,0,0,-0.0304100030687713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272850394038881,0.0131104047984376,0,-0.0863140253265926,0,0
X601318.CH.EQUITY,0,0,0,0,0.216548202182055,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260356148680814,0,1.38777878078145e-17,0,0,0,0,0.181052997352427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258934327253735,0,0,0,0,0.218581635230313,0,0,0,0,0,0,0.110925815828168,0,0,0
X601288.CH.EQUITY,0.500258218922567,0,0,0,0.19859292087956,0,0,0,0,0,0,0,0.0747041682553166,0,0,0,0,0,0.0129484816639629,0,0.11748588775785,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507853170654994,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.381107052630595,0,0,0,0,0,0.264318014194006,0,0,0,0,0,0.355009766134628,0.0873628040019327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.367479523392894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.00225682971411699,0,0,0,0.325081363051901,0,0,0,0,0.0671360318128172,0,0,0,0,0,0,0.00715740332206069,0,0,0,0,0,0.0464748537484672,0.174025954074193,0,0,0.0705208345254607,0,0,0,0,0,0,0,0.180937082704932,0,0,0,0,0.10650602912839,0,0.0171091437510876,0,0,0,0
X1299.HK.EQUITY,0.0759531329020329,0,0,0,0,0,0,0,0.134433130296667,0,0,0,0.101289784360649,0,0,0,0,0,0,0,0,0,0.010237620292551,0,0,0,0.225814149387209,0,0,0,0,0,0,0,0,0.178415679491677,0,0,0,0,0,0,0.0718954663553915,0,0,0,0.106829916131739,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.053843606642027,0,-0.123704227565572,0,0,0,0,0,0,0,0,0,0,-0.00819481375545555,0,0,0,0,0,0,0,-0.592437281138039,1.04203527888139,0,0,0,0,0.499963300467236,0,0,0,0,0,0,0,0,0,0.420848880748182,0,0,0,0,-0.103840803097035,0,0,0,0,0,0,0,-0.0724941791449541,0
X601628.CH.EQUITY,0.0407734736094086,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.146156684567861,0,0,0,0,0.188421600544384,0,0,0.0118640233100352,0,0.135889059944869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843787418725312,0.0863023327171869,0,0,0,0,0.0456952736727597,0.0193003291616913,0,0.0892886686432086,0,0.00604013925097311
X601658.CH.Equity,0,0,0,0.050883548742598,0.158794490383505,0,0,0,0,0,0,0,0.271324831020621,-0.0430525092653788,0,0,0,0,0,0,0,0,0,0,0,0,0.109611441165661,0.203052434652941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374064862835781,0,0,0,0,0
