,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-0.13868431249853,0,0,0,0,0,0,0,-0.0755433285575155,0.582074706028534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.325532718068178,0,0,0,0,0.671677012515681,0.0275449636410507,0,0,-0.0344906076639437,-0.169635326201784,0,-0.0644351750290535,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142448540810481,0,0.00281811613009256,0,0.0256357387862781,0,0,0.039924447772028,0.0761176888108185,0,0.168788086696991,0,0,0,0,0,0.022405282371985,0,0,0,0,0,0.0965056959743854,0,0,0,0,0,0,0,0,0,0,0.492134789533495,0,0,0,-0.0725416628643151,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.202057939297359,0,0,0,0,0,0,0,0.0571233418290479,0,0.0417832507968755,0,0,0,0,0,0,0,0,0,0,0.277302550979846,0,0,0,0,0,0,0,0,0,0,0.0426703135120004,-0.101466490834001,0,0.282101035642133,-0.213057327575155,0,0.147207829818264,0,-0.0458319360750502,0,0,0,0,0,0,0,0.261309364069787,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.246746428600245,0,0,0,0,0,0,0.0858491034615915,0,0,0,0,0,0,0.126493374395392,0,0,-0.0266197901523324,0,0,0,0.125069019138665,0,0,0,0,0,0,-0.0722507655765658,0,0,0,0,0,0.263909223689742,0,0,0.168325684939539,0,0,0,0,0.0834546520627446,0,0,0,-0.0201291507910812
X5.HK.EQUITY,-0.138356022946437,-0.136987890464129,0,0.110681330520486,0,0,0,0,0,0,0,0,0,0.237682051489964,0,0,0,0.238319743398815,0,0,0,0.06629191691375,0,0,0.364760716929525,-0.05818272218164,0,0,-0.0939293892330798,0,0,0,0,-0.234459620430108,0,0,0,0,0,0,0.251281495212779,0,0,-0.143029343472541,0,-0.0275698564007514,0,-0.0534432903249351,0,0,-0.0309340073658407,0
X601988.CH.EQUITY,0.23288306036047,0,0,0.572434884165672,0,0,0,0,0,0.120168868705937,0,0,0.130887537891628,-0.0924194321339701,0,0,0.00971451878648765,0.0989456497297321,0,0,0.0153443981441962,0,0,0,0,0,0,0,0.0218818614250764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478789557028974
X600036.CH.EQUITY,0,0.690388747307509,0.0500512868139609,0,0,0,0,0,-0.162201077612193,0,0,0,-0.121928005738943,0,0,0,0,0,0.0913603010837136,0,0,0,0,0,0,0.0653176465715828,0,0,0.0503293141729853,0,0,0,0.0910595798468558,0,0,0,0,0,0,0,0.240993746263404,0,0,0,0,0,0.0327063978208192,0,0,0,0,0
X1299.HK.EQUITY,0,0.0332773106902881,0,0,0,0,0,0,0,-0.0626523055432095,0,0,0,0,0,0,-0.131328283437716,0.358079201135977,0.115113546148581,0.189375051676705,0,0,0.0726794289892028,0,0,0.185932289333118,0,0,0,0,0,0,0,0,0,0.0695850309806247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100083360940375
X601628.CH.EQUITY,0,0.177407894208373,0,0,0.00984397046069525,0,0,0,0,0,0,0,0.00564283458066018,0,0.291817226618894,0,0,0,0,4.33680868994202e-19,0,0,0.148655949710819,0,0,0,0,0,-0.0526573724359497,0,0,0,0,0,0,0,0,0.114242105049259,0,0.0939772101529755,0,0,0,0,0,0,0,0,0.135053757147033,-4.33680868994202e-19,0,0
X601166.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0.311101278783931,0.0701428680973737,0,0.130054903202451,0,0,0,0,0,0.575166337562397,0,0,0,0,0,0,0,-0.27109777538846,0,-0.0159170693018017,0,0,0,0,0,0,0.378732455849794,0,0,0,0.228252008999329,0,0,0,0,-0.194283703499571,-0.178469186432625,0,0,0,0,0,-0.0453763824958059,0,0,0,-0.0852602429688298
X601328.CH.EQUITY,0,0.0944740340054406,0.0996104682460352,0.37342595152672,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0110074581677476,0.0339984871389848,0,0.0126788474512184,0.0759551131514739,0,0,0,0,0.136511960973764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109623102220572,-0.181985456879848
X600000.CH.EQUITY,0.0402109336120371,0,0,0.181112262258988,0,0,0.287295630196481,0,0,0,0,0,0,0,0.0531795837573875,0,0.0131453229563951,0,-0.0110912246695568,0,0.0471768873939631,0,0,0,0,0.391038839166663,0,0,0,0,0,0,0,0,0,0.0514489200736299,0,0,0.104339883951555,0,0,0,0,-0.0979306098166476,0,0,0.0188892596571988,0,0.119712584972241,0,0,0
X601319.CH.EQUITY,0.0982199391634726,0,0,0,0,0,0,0,0.335149596432466,0,0,0,0,0,0,0,0,0,0.169092478870555,0,0,0.0855144208601387,0,0,0,4.33680868994202e-19,0,0,-0.00135179089783794,0,0.0401248594559415,0,0,0,0,-0.0455901933748159,0,0,0,0,0,0,0,0,0.181391841285167,0.130453971434408,0,0.139141721115388,0,-0.0377174190356916,0,0
