,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.143959599983954,0,0.016625876916958,0,0,0,0,0,0,0.283030691317449,0.244480636558771,0,0,0,-0.096229335866576,0,0,0.0178951415145179,0,0,0,0,0,0,0,0,0,0,0,0,0.265295796486234,0.0253162889364817,0,0,0,0,0,0.0408350158621564,0,0,0.0614810614239364,0,0,0,0.0203443739512148,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595586,0,0,0.261920552151352,0,0,0.372948030809111,0,0,0,0.128649407845367,0,0,0.0383102021704696,-0.0158472064047263,0,0,0,0,0,0,0,0,0,0,0,0,0.0764515356508683,0,0,0,0,0,-0.259359193181008,0,0.0233597321924961,0,0.104863288602521,0,0,0,0,0.0514542950936306,0,0,0,0
X601939.CH.EQUITY,0.473981106389129,0,0,0,0,0.184219974458176,0,0,0,0,0,0,0,0.0612309765227583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370527305281171,-0.115392562913188,0,0,0.0490388751248163,0,0,-0.0446077617421071,0,0,0,0,0,0
X601288.CH.EQUITY,0.523613945169616,0,0.151897512899967,0,0.126317488617733,0.0102436871911581,0,0,0.0835911284721623,0,0,0,0,0,0,-0.055490976254849,0,0,0,0,0,0,0,0,0,0,0.0934054885814462,0,0,0,0,0,0,0.00581443517978791,0,0.0461206998870255,0,0.0699546191962298,0.178644153149684,0,0,0,0,0,0,0.0121102141091247,0,0,0,0,0,-0.0578929148413068
X5.HK.EQUITY,0,0,0.217193522457457,0.07291172368705,0,0,6.93889390390723e-18,-0.108354429215175,0,0,0.100016734171964,0.229466607616257,0,0,0,0,0,0.62500002468728,0,0,0,0,-0.148301632629007,0.0410370249041376,0,0,-0.159232671974936,0,0,0,0,0,0,0,0,0.0335504238930197,0,0,0,0,0,0,0,0,0,0.171690168504085,0,-0.0316111709924414,0,0,0,0
X601988.CH.EQUITY,0.0913498306553661,0,0.134216767067712,0.145911742831241,0,0,0,0,0.144019802058371,0.107999612545697,0.1630001248324,0,-0.325008779963859,0,0,0,0,0,0.000787415436322646,0,0,0.213931459962895,0,0,0,0,0.0698612946092644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024714790927209,0,0,0,0.0180023008922328,0,0,0
X600036.CH.EQUITY,0,0.111108278426365,0,0,0,0,0,0,0,0,0,0.157360528296148,0,0.101471747100611,0,0.248142204626826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197646514458765,0,0,0,0,0,0,0.0393343044610355,0.0358155882382661,0,0,0,0,0,0.106287663488223,0,0,0.0457510991352987,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129118174168066,0,0,0,0,-0.0165926052728624,0,-0.0323931445412315,0,0,0.225679196379543,0.259459200218346,0.197259343448759,0,0,0,0,0,0,0,0.0957907076095932,0,0,0.0238141456550588,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.290523114664688,0.1763460557108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889017059880603,0,0,0,0,0,0,0,0,2.71050543121376e-20,0.150666032233802,0,0,0,0,0,0.0420511900004473,0,0,0,0,0,0,0,0,0,0,0,0.0559100085918702,0,-0.0949188878261302,0,0.274358146958179,0,0.0558982702096121
X601166.CH.EQUITY,0.128708686504858,0,0,0,0,0.0988796171223129,0.313615496700394,0,0,0,0,0,0,0.0940975597524644,0,0.424604888451165,0,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0118628463129453,0,0,0,0,-6.93889390390723e-18,0.0065189130223754,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0461052728311815,0,0,0,0.0720466942620285,0.00538227683414384,0,0,0,0.0202845195985749,0,0.276921941185129,0,0,0,0,0,0,-0.145752557570863,0.0551285339829453,0.185066851111451,0.0567984742162227,0,0,0.088527236741599,0,0,0,0,0,0,0,0.00368374758694286,0,0,0,0,0,0,0,0.0907577080041208,0,0.238198374418403,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0255420904070191,0,0,0,0,0.21936208432153,0,0,0,0.423298161092021,0,0,0.0673008930323127,0,-0.0957600154573671,-0.000843772219440788,0,0,0,0,0,0,0,0,0,0,0.191713576285121,-0.0207171171603557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432115618626331,0.196304497051051,0.0116949891189616,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0694204312244273,0,0,0,0,0,0,0,0,0,0,0.244306504813891,0,0,0,0.0311954636658349,0,0.0355112064751546,0,0,0.016870833227398,0.0545046541029159,0,0,0.361600034729493,0,0,0,0.279013106005218,0,0,0,0,0,0,0,0.00462887929506902,0,0,0.064884374641235,0,0,0.0872516864428754,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0121820867706031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933175919883763,0,0,0,0,0,-0.0532789240090308,0.1977579944034,0,0.208548481026913,0,0,0.121676081378842,0.287599557137294,0,0,0,0,0,0,0,0.15529011301628,0.226564871179764,0,-0.0991994948370364,0,0
X16.HK.EQUITY,0,0,0,0.250408189573933,0,0,0,0.252715834881662,0,0,0,0,0,0,0,0,0.0571814140433007,0.158797313886992,0,0,0,0,0,0.179425918225386,0,0,0.0504669559521014,0,0,0.0266881019813953,0.127465701039755,0,-0.117134762959076,0,0,0,0,0,0,0,0,0.201711256365894,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,-0.138950839832517,0.107928829240814,0,0.210505048330343,0.20276214973636,0,0,0,0,0,0,0.272429047699553,0,0.211089307024324,0,0,0.127477047482826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304257698608158,0,0,0.202624313991346,0,0,0,0,0,-0.071214084973698,-0.0746628492882398,0,0,0,0,0.0943036928908262,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.307598199898379,0,0,0,0,0,0,0.0433504709905163,0.131028162851855,0,0,-0.0296210864090104,0,0,0,-0.131730527956723,0,0,0,0,0,0,0,0.272303481397008,0,0,0,0,0,0,-0.366077012342841,0,0,0,0.309262621069309,0,0.191754533080311,0,-0.0992604448808016,0,0,0,-0.0348348934926326,0,0
X11.HK.EQUITY,0,0,0,0,0.284576652345012,0,0,0.339547432198165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184013221344069,0,-0.095912536831575,0,0,0,0,0,0.163677576825968,0,0,0,0,0,0,-0.104218347056576,-0.131196723020534,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.268323418217529,0.102089621958688,0,0,0,-0.0541267763485975,0.0565924734994828,0,0,0,0.506761015918285,0,0.0542769346627639,0,0,0,0,0,0,0,0,0,0,0,0,0.166897997355917,0,0,0,0,0,-0.0166677005247681,0.0104847288611821,0,0,0,0,0,0.0771467152923204,0,0,0,0.0521524562004403,0,0.0766487604478233
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.234835670402107,0,0,0,0.30177026043965,0,0,0,0,0,0,0.215554080255946,0,0,0,0,0,0,0,-0.0380738436828581,0,0,0,0,0.0205962387225108,0.0327481534857681,0,0,0,0,0,0,-3.46944695195361e-18,-0.168685286628467,0,0,0,0,0,-0.0206933111865498
X601998.CH.EQUITY,0,0,0.0439199985880251,0,0,0,0,0,0,0,0,0.101309062266894,0,0,0,0,0,0,0,0,0,0.181209360749534,0,0,0,0,0,0.135210326077013,0,0.149479002277829,0.0963460514876602,0,0,-0.0404361832196355,0,0,0,0,0,0.0111354296802987,0,0,0,0.244979323866497,0,0,-0.0475181211542341,-0.0428699506253106,0.0735365965913763,-0.080249232809726,0,0
