,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.146949473137882,0,0.0855936205885193,0,0,0,0,0,0,0,0.35813603395513,0.0867299196617017,0,0,0,-0.124586188746362,0,0,0,0,0,0,0,0,0,0,0,0.119460196495351,0,0,0,0,0,0,0.239036689350648,-0.0101592044436605,0,0,0,0,0,0,0.0476948730571804,0,0,0.0544051433838021,0,0,0,0,0,0.0655036835455237
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.126575547524436,0,0,0,0.0550023056994379,-0.177634673639202,0.0747472997602508,0,0.0906057894481148,0,0,0,0,0,-0.012563873123054,0,0,0,0,0,0,0,0,0,0,0.189604857996797,0,0,0,0,0,-0.234829965351908,0,0.372609909692822,0.162157719733101,0.106884841513586,0,0,0,0,0.164201078998967,0,0,-0.0254299013529275,0
X601939.CH.EQUITY,0.250528210989949,0,0,0.232746937829451,0,0.137688805067848,0,-0.0333175156971609,0,0,0,0,0,0,0.0343754465804507,0,0,0,0,0,-0.00631065193409274,0,0.0664948163566933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476118189909016,-0.102209429369254,0,0.0235951505644684,0,0,-0.0427779760763317,0,0,0.0262695687974131,-0.0158952940493136,0,0,0
X601288.CH.EQUITY,0.561827689590091,0,0.168084252373323,0,0,0.0262897088681383,0,0,0.0127677380991818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243111195212921,0,0,0,0,0,0,0.107946280474573,0,0,0,0.0575018238672271,0.0961246648950193,0,0,0.043469342687373,0,0,0,0,0,0,0.127522669676024,0,0,0
X5.HK.EQUITY,0,-0.112813629650472,0.0378888550857928,0.273808496232668,0,0,0,-0.241426110252419,0,0,0,0,0.147732748871579,0,0,0,0,0,0,0.627620184915405,0,0,0,0,0.302406852430918,0,0,-0.0241878189235745,0,0,0,0,0.0207483353896611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18309541896634,0,0,-0.0714666832594807,0,0,0
X601988.CH.EQUITY,0.196448747096114,0,0.0848754169827321,0.0214291256092138,0,0,0,0,0.0311550606699986,0,0.0770135567940095,0,0,-0.328837866978291,0,0,0,0,0,0,0,0.50907616802104,0,0.0689969213458864,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.115684945194686,0,0,0,0,0,0,0,0,0,0.0300798964762028
X600036.CH.EQUITY,0,0.00768703602365234,0,0,0,0,0,0.11200694780982,0,0,0,0,0,0,0.274950032259446,0,0.176200298421532,0.00419328559144491,0,0.088072025511892,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.115652302330762,-0.00266516165365339,0,0,0,0,0,0,0,0,0.0942854697847646,0,0,0,0.129072410383367,0,0,0.0191303302867608,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0306930501023331,0.0391654427602932,0,0,0,0.189286125874001,0,0,0,-0.180973524610477,0,0,0,0.349274023850802,0.283282163613522,0,0,0,0.0357021380221406,0,0,0,0.0838316531951288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616992408847568,0,0,0,0,0,0
X601628.CH.EQUITY,0.253117167064215,0.277870848114708,0,0.0265887209937216,0,0,0,0,0,0,0.00245665525094787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592690478346173,0,0,0,0,0,0,0.0796180657459271,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0246919942951314,0,-0.186899718235604,0,0,0,0.231599091396311
X601658.CH.Equity,0,0.00550231630473821,0,0,0,0,-0.0356955656070321,0,0,0,0,0,0,0,0,0,0,-0.0132179333241117,0.0311539471337592,0,0,0,0,-0.013191174726116,0,0,0,0,0,0,0,0,0,0,0,0.0139436559237251,0.00792422438831994,0,0,0.00746907751681543,0,0,0,0,0,0,0,0,-0.0260638953839651,0,0,-0.00771447789036119,-0.00258458415110177
X601166.CH.EQUITY,0.0335471072871879,0,0,0,0,0,0.510679247020655,0,0,0,0,0,0,0,0,0,0.141636524106518,0,0,0,0.098541443188394,0,0,0,0,0,0,0,0.0462796247332992,0,0,0,0,0,0,0,0,0,0.00726602910602006,0,0,0,0,0,0.175166459861349,0,0,0,0,0,0,0,0
