,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.4455346493754,0,0,0.0124357531651879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232407305957646,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.183693168259786,0,0.0456377047511178,-0.0135005622061651,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.000501942146457945,0,0,0.148592883382226,0,0.0550369953959877,0,0,0.0789111825054609,0,0,0,0,0.231703431380815,0,0.189950928019393,0,0.0201850812778514,0,0,0,0,0.105860819434588,0,0,0,0,0,0,0,0,0.0233363998276366,0.0423547879129344,0,0,0,0,0,0.0222932463778499,0,0,0,0,0,0,0,0,0.0767521367578611
X601939.CH.EQUITY,0,0,0,0.292199402015688,0,0,0,0,0,0,0.0336279968540007,0,0,0,0,0,0,0,0,0.00504663785798746,0,0.707116976093492,-0.258267767540512,0.0518886770242254,0,0,0.00781206915547316,0.0622764737991373,-0.13237756221077,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,-0.143753048211002,0,-0.0435259511910266,0,0,0,0,0,0,-0.0892996506852045,-0.00273848668886115
X601288.CH.EQUITY,0.147319826281115,0,0.039970745263494,0,0,0.0653382346675043,0.40035917779626,-0.0802993278002274,0,0,0,0,0,0,0,0.0603603831181747,0,0.0229582490593242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186462851078224,0,0,0,0,0,0,0.0252791616670768,-0.107308198818964,0
X600036.CH.EQUITY,0,0.182327951787251,0,0,0,0.0679773278739979,0.0914057771434775,0,0,0,0,0,0,0.207671651677803,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0287951458580002,0.317011656387422,0,0,0,0,0,0.0863635682275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179509063764979
X601628.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0386491460549867,0,0,0,0,0,0,0,0.161555954053619,0,0,0,0,0.122143998446672,0,0,-0.0614677244490294,0,0,0,0,0,0,0.187541820389169,0,0.0553098180865505,0,0.539884564231776,0,0,0,-0.048531055803173,0,0.105098032433807,0,0,0,0,0,0,0,0,0,0.0780859005718097
X601988.CH.EQUITY,0.200822894116095,0,0,0.0718533415905629,0.219605936721639,0,0,0,0,0,0,0,0,0.0332759945782921,0,0,0,0,0,0.00192983321300839,0,0,0,0,0,0,0,0.171078328957538,0.141699159392328,0,0,0.0762568431888723,0,0,0,0,0,0.0626367184427155,0,0,0,-0.188190168615521,-0.0520437159515286,0,0,0,0,0,0,0.358650113517901,0,0.0261581258730283,0
X1299.HK.EQUITY,0,0,0,-0.0455053422072359,0,0,0,0,0,0.139295091059702,0,0,0,-0.169781119183816,0,0,0,0,0,0,0,0,0,0,0,0,0.239676528042114,0,0.0187622624681942,0,0,0,0,0,0,0,0,0,0,0.0979774033216652,0.12837623000195,0.0625093374169803,0,0.0745687456635523,0,0.0265103592350136,0.171547513267467,0,0.139057729037609,0,0,0,0
X5.HK.EQUITY,0,0.0170429074723236,0,0,0,0,0,0,0,0,0,0,0,0,0.0967148351890683,0,0,0,0,0,0,0,0.0557174062939527,0,0,0,0.122720423447577,0,0.618146823146906,0,0.0336823385928767,0.135971335262021,0,0,0,0,0,0,0,0,-0.111749985689381,0.0919881848111561,0.189385886368555,0,0,0,0.106747112066246,0,0.182351722800928,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.121482563060631,0,0,0,0,0,0,0,0,0,0,0,-0.131160281447779,0,0,0.486137072938432,0,0.260972537048848,0,0,0,0.166993617347886,0,0,0.13430324606609,0.108407361910753,0,0,0,0,0.123549523743695,0.000935359035310724,0,-1.73472347597681e-18,0,0.0547509285934964,0,-0.244545525957345,0,0,0,0,0,0.048922567940075,0,0
X601658.CH.Equity,0.171627482870484,0,0.0950047236884839,0,0,0,0,0,0,0,0,0.0824704427485065,0,0.0272089985767595,0,0.0407676016712572,0,0,0.378153797172324,-0.0362530343821722,0,0,0,0,0.0335273468203126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149455755212244,0,0,0,0,0,0,0.0830156920304301,0,0,-0.0729529876203493,-0.0455981587208931
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0639243441881312,0,0.083407165894926,0,0,0.192579283891441,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0614934062306967,0,0.210103653055304,0,0,0.0496956138447486,0,0.111731035048223,0,0,0,0,0,0,0,0.00971657391058239,0,0.182624086295755,-6.93889390390723e-18,0,0,0,0.0841433615317256,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548836029699542,0,0,-0.115459296680986,0.220326104273533,0,0.183196978654439,0,0,0,0,-0.0391144174966229,0,0,0,0,0,0,0.00347283694920235,0.0546749007500339,-2.16840434497101e-19,-0.00420433558715649,0.0894207757147211,0,0,0,0.0453053686001204,0,0,0,-0.00141116139295898,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.550225646858908,0,0,0,0,0.0266869676319118,0,0,0,0,0,0.0758852868053925,0,0,0,0,0,0,0,0,0,0.207661539735989,0,-0.260653821495011,0.0805508099344395,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0557159262158505,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0355290706914153,-0.243923934017705,0,0,0.300644980338311,0,0,0.129884711687311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560695187047578,0,0,0,0,0,0,0,-0.068441924408065,0,0,0,0,0,-0.0812936245398028,0.286965082037686,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.084866984071956
X601328.CH.EQUITY,0,0.0224153783069816,0,0,0,0,0.0555374778824303,0,0,0,0.014890050626501,0,0,0,0,0,0,0.0397780649365916,0.344499307362552,0,0,0,0,0.0611270399853663,0,0,0,0,0,0,0.206646149680375,0,0,0,0,0.0287936523840445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.00539160381325118,0,0.0230259942814127,0,0,0,0,0,0,0,0.668045498970381,0,0.0982708460716508,-0.0400552261231467,0,0,0,0,-0.135777211154989,0,0,0.0339897197735945,0.0531282089422283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153262051120473,0,0,0,0,0,0.0156259228988833,0,0,0,-0.0293461292253139,0,0,0,0
