,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0145780153971271,-0.00657093376255496,0.239006169061709,0,0,0,0,0,0,0,0,0,0,-0.132050211079711,0,0,0,-0.199266119925853,0,0,0,0,0,-0.334291417240124,0,0,0,0.0744710986330459,0,0.758704012334855,-0.188057526806994,0.188647736289657,0,0,0,0,0,0,-0.024650628233363,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.055316842016165,0,0.030282425422901,0,0,0,0,0.0850714916968643,0,0,0,0,0,0,0,0,0,0,0.207773028470637,0,0,0,0,0,0,0.0261369949551593,0,0,0,0,0,0.348416338295539,0,0,0,0,0.208202965044602,0,0,0,-0.00950818731893225,0,0,0,0.0284463091591179,-0.0479182416963957
X601939.CH.EQUITY,0.273331309816084,0,0,0,0,0.0393965040068392,0,0,0,0.0217562327298812,0,0,0,0,0,0,0,0.0839839697173612,0,0,0.0297043565332611,0,0,0.0234116266427554,0,0,0,0,0.143451680907386,0.107225327866975,0,0,0,-0.114579840049985,0,0,0,0,0.415759069238582,0,0,0,0,0,0,0,0,0,0,0,0,0.106460707595364
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0118205921855635,-0.237934482605917,0.19623126383211,0,0.392110349017515,0,0,0,0.208539970263595,0.016928276021474,0,0,0,0,0,-0.0440317581983827,0,0,0,0,0,0,0,0,0,0,-0.535577053471246,0,0,0,0,0,0,0,0,0.271860545744827,0,0,0.0259341633275086,0,0.0884861296950712,0,0,0,-0.100081390340905,0
X5.HK.EQUITY,-0.14057257226106,-0.0464608543443085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394388891530972,0,0,0.227774158876037,0,0,0.208533704065613,0,0.269666103245388,0,0,0,0,0,0,0,-0.0989658604675578,0,-0.0313653402363699,0,0,0,0,0,0,-0.145183874372642,0,0.160104664508832,0,0,0,-0.0286903737336322,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0186345949666514,0.076193808411139,0.0926753064263759,0,0,0,0,0,0.255727960087698,0,0,0,0,0,0.0636307744075322,0.089358244549404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0782179990958231,0,0.156936959206775,0,0,0,0,0.25776134890508,0.194008588992681,0,0,0,0,0,-0.00732192148949072,0.019015709440139
X600036.CH.EQUITY,0,0.105104247878433,-0.0929230251623332,0,0,0,0,0,-0.056253818602004,0.235178349744145,0,0.389812210976185,0,0,0,0,0,0,0,0,-0.0612235178634215,0.250023158239322,0,0,0,0,0,0.0698915586090736,0,0,0,0.450026426870298,0,-0.260369374488711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208591325555062,0,0,0
X1299.HK.EQUITY,0,0.0874082942882096,0,0,0.0717888515862113,0,0,0,0.0751765587871013,0,0,0,0,0.025767398998853,0.179007857884905,0,0,0,0,0,0,0,0,0,0,0.111020608825874,0,0,0,0.026401870258862,0.249370396315514,0,0,0,0,0,0,0,0,-0.046871009076021,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0386849301923807,0.0357171928485408,0,0,0,0,0,0,0.00752140185857633,0,0,0.335828216264784,0,0,0,0,0,0,0.0487291765145014,0,0,0,0,0,0,0,0,0,0,-0.0585989806892109,0,0,0,0.0416954978425999,0,0.302154631361586,0.0939534743592892,-0.054597279614005,0,0,0,0,0,0,0,0,0,0,0,-0.11047891816881
X601328.CH.EQUITY,0,0,0,0,0,0,0.314736213445803,0,0,0,0,0.178155475681558,0,0,0,0,0,0,0,0,0.0456954957593158,0.260789527498386,0,0,0,0.0994353373133541,0,0,0,0,0,0,0,0,0,0,-0.16833237568611,0,0,0,0,0,0,0.0880402062187686,0,0,0,0,0,0,0,-0.217891493719323
