,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.428442250875973,0,0,0,0,0,0.00289317715587949,0,0,0,0,0.36130963519555,0,0,0,0,-0.0451884630134641,0,0,0,0,0,0,0,0,0.0745389803173227,0,0,0,0,0,0,0,0.00135321040177125,0,0,0,0,0,0,0,0,0.0053616001658466,0,0.114164032551867,0,0,0,0,0
X601939.CH.EQUITY,0.319970065239009,0,0,0,0,0,0,0,0,0,0,0,0,0.50458611818459,0.0502468257732018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733142456956753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202613272080246,0.0631117013630804,0,0,0,0,0,0,0.0292572198437394,0,0,0,0.00452298071987942,0.00860177736763848,0,0,0,0,0,0.0242130967761248,0,0,0,0,0,0,0,0.499215330276858,0,0,0,0,0,0,0,0,0.0432353289832013,0,0,0
X601288.CH.EQUITY,0.359068938212232,0,0,0,0.397265113300637,0,0,0,0,0,0.0538938285207782,0.00818243365373293,0,0,0.0360911499404359,0.0772852472426885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173261744261607,0,0,0,0,0,0,0,0,0,0,0,0.0164347388616709,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.17777936662305,0,0,0,0,0,0,0.240430651027389,0,0,0.0938129853072529,0,0,0,0,0,0,0,0.0235724204907495,0,0,0,0.102406058129717,0,0,0,0.0747133629204799,0,0,0,0,0.102857215581413,0,0,0,0,0,0,0.0654365616114722,0,0,0,0.0494641850999456,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0225631338203542,0,0,0,0,0,0,0,0,0.422071036406727,0,0,0.084428862294009,0,0,0,0.431454761115413,0,0,0,0,0.10497735239343,0.710164202833684,0,-0.565465208043248,0,0,0,0,0,0,0,0,-0.0887231032046057,0,0,0,0,0,0.11849971083876,0,0,0,0,0,0,0,0,-0.19491713139474,-0.000286028674956369
X600036.CH.EQUITY,0,0,0,0.00375370901851381,0,0,0,0,0,0,0,0.221229977481683,0,0,0.0546663184258599,0,0,0,0,0,0.164939747317619,0,0,0,0,0,0,0,0,0,0,0.0859273759380062,0,0,0,0.0889539940201546,0,0,0,0,0,0,0,0,0,0,0.0669792103142358,0,0,0.135342340959754,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.012244250380125,0,0,0,0,0,0,0,0,0.176392838912333,0,0,0,0.205638688932713,0,0,0.117241752630614,0,0,0,0,0,0,0.247222560959465,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342108813055978,0,0,0
X601628.CH.EQUITY,0.160257962772423,0.154921782647509,0,0,0,0,0,0.0384759003011724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228538412936936,0,0,0,0,0,0,0,0,0.0151875423366209,0,0,0,0,0,0,0,0,0,0,0.0258484701427008,0,0.216316381391716,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.189866614479128,0,0,0,-0.163080811564365,0,0,0,0,0,0,0,0,0,0,0,0.0345412332739525,0,0,0,0,0,0,-0.228040168279651,0,0,0,0,0.505510597242245,0,0,0,0,0,0.886064569072345,0,0,-0.237570732096036,0,0,-0.0765282495103482
X601328.CH.EQUITY,0,0,0,0.194688085355723,0,0,0,0,0,0,0,0,0,0.143339527443019,0,0,0,0,0,0,0,0,0,0.175115144247761,0,0,0,0,0,0,0,0,0,0,0.0963790316815393,0,0.112038477034283,0,0,0,0,0,0.160838384165718,0,0,0.178455305110717,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0975596601811547,0,0.0366571434452933,0,0,0.0627573357660608,0,0,0,0,0,0,0.225035448933075,0,0,0,-0.0729792973803274,0,0,0,0,0,0,0,0,0,0,0,0,0.34703193086013,0,0.0484935054065287,0,0,0,0,0,0,0.0618686136132825,0,0,0,0,0,0.160528753813373,0,0,0,0,0,0,0
