,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,-0.0783113742420006,0,0,0,0,0.203139943868952,0,0,0,0,0,0,0,0,0.0348853316287563,0,0,-0.310021895718319,0,0,0,0,0,0,0,0,0,0,-0.338103448311687,0,0,0.0836530510163307,0,0.769823668859054,-0.18523285117341,0.26743291864753,0,0,0,0,0,0,-0.013445430171945,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.175347550985819,0,0,0,0,0,0,0.0627320818244495,0,0,0,0,0,0,0,0,0,0,0.144266294569463,-6.93889390390723e-18,0,0,0,0.0624745911495604,0,0,0,0,0,0,0,0.455404859369305,0,0,-0.0533178059862831,0,0.0666358304372381,0,0,0,-0.0211301319063566,0,0.0271390750365582,0,0,-0.0610178753591996
X601939.CH.EQUITY,0.277763893582951,0,0,0,0,0.0143250311975054,0,0,0,0.039455174297885,0,0,0,0,0,0,0,0,0,0,0,0.0907115309532817,0,0.042535990735611,0,0,0,0,0.193914236657367,0,0,0.0864982360507618,0,0,-0.106929700756197,0,0,0,0.403288809478368,0,0,0,0,0,0,0,0,0,0,0,0,0.151782677261522
X601288.CH.EQUITY,0,0,0,0,0,0.0318611713721868,-0.0118006608162408,-0.175189638931889,0.0970754329297131,0,0.35026344433334,0.232636553486952,0,0,0,0,0.0632394400947966,0,0,0,-0.0362198126001943,0,0,0,0,0,0,0.0230262541345073,0,0,-0.601468744044175,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.277697449567852,0,0,0,-0.0985832177553945,0
X5.HK.EQUITY,-0.1648722648258,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.022982517819937,0,0,0,0,0.250130851306491,0,0.236044428417047,0,0.091238317061087,0,0,0,0.482716925849237,0.00620172337121221,0,0,0,0,-0.252244868503114,0,0,0,0,0,0,-0.0101355725140772,0,0,0,-0.0995129056317965,0,0.191032798636659,0,0,0,-0.08667615236418,0,-0.140531613940265,0,0,0
X601988.CH.EQUITY,0.171850494978407,0,0,0.513441811366074,0,0,0,0,0,0,0.127257154675336,0,0.0354950159264688,0,0,0,0,0,0,0,0,0,0,0.0100075276439965,0,0,0,0.130502842066609,0,0,0,0,0,0,0,0,0,0,0.223155964345372,0,0,0,0,0,0,0,0,0,0,0,-0.0102064266475092,0.0997707148741085
X600036.CH.EQUITY,0,0.648108386266883,-0.00387141757899409,0,0,0,0,0,-0.212284172021253,0.600673074032307,0,0,0,0,0,0,0,0,0,0.0815519497689462,0.0172304509794793,-0.0473599908679696,0,0,0,0,0,0.0466892741374929,0,0.101926447626764,0,0,0,0,-0.0671367289990776,0,0,0,-0.117627510175667,0,0,0,0.160917425599386,0,0,0.0100732756469238,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0422705980564199,0,0,0.0967428664453587,0,0,0,0,0,-0.109344050822332,0,-0.00827573223883092,0.127182764712743,0,0,0.217992773109117,0,0,0.0407664469119673,0,0.124430760200811,0,0,0,0.0299781309258179,0,0,0,0,0,0.221046658456406,0,0,0,0,0,0,0,-0.0778837564124923,0,0,0,0,0,0,0,0.200481277811388,0.034344970644073,0,0,0
X601628.CH.EQUITY,0,0.0978796196111393,0,0.0619543893665613,0,0,0,0,0,0,0,0,0,0.290718550627792,0,0,0,0,0,0,0,0.117926523704714,0,0,0,0,0,0,0,-0.0352165888062966,0,0,0,0,0,0,0.0938536759192246,0.152082600100315,0,0,0,0,0,0,0,0,0,0.0982499741478142,0,0,0,-0.000294083613249197
X601328.CH.EQUITY,0,0,0.0202506584919576,0,0,0,0.236426976715436,0,0,0,0,0,0.245450352057309,0,0,0,0,0,0,0,0.271113900215011,0,0,0,0,0.14797493291883,0,0,0,0,0,0,0,-0.17374652847521,0,0,0,0,0,0,0,0,0,0,0.0703344248701768,0,0,0,0,0,0,-0.231621752716487
