,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.246292421372924,0,0.0184297702423846,0,0,0,0,0,-3.46944695195361e-18,0.26995073253401,0,0,0,0,0,0,0,0,0,0,0,0,0.1364599969856,0,0.0263124632347377,0,0.0962205574292543,0,0.189532350205642,0,0,0,0,0,0,0,0,0,0,-0.0684197761183794,0.0267920160359533,0,0,0,0,0,0,0,-0.105769930427007,0,-0.232425170285392,0.00376472773560618
X601939.CH.EQUITY,0.163553625466042,0,0,0.322995945330895,0,0,0,0,0,0,0.0532147004012754,0,0,0.285303505126654,0,0,0,0,0,0,0,0,0,0,-0.107444364128628,0.203462627070686,0,0,0,0,-0.0997300443031212,0,0,0,0,0,-0.0235615332040268,0,0,0,-0.0153333603496101,0,0,0,0,0,0,0,0.0477307875219816,0,-0.00298909117037371,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.311879563267573,0,0,0.224393124645618,0,0,0,0,0,0,0,0.192378937023028,0,0,0,0,0,0,0.174962334865449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19841351800636,0,0,0,-0.0252900400775742,0,-0.0451653725300893,0,0,0,0,0.00520885332016235,0,-0.0265826419773212,0,0,0,0.0226363116493555,0
X601988.CH.EQUITY,0,0,0,0.339025789835931,0,0,0,0,0,0.355620340026805,0,0,0,0,0.0462956576852539,0.146680080089158,0,0.0928902856966991,0.0728058108263751,-3.46944695195361e-18,0,0,0,0,0,0,0.064517432891914,0,0,0,0,0,0,0,0,0,-0.480548691781451,0,0,0,0.0342945744471927,0,0,0,0,0,0,0,0,0,0,0,0.337983615517107
X600036.CH.EQUITY,0,0.179031926272494,0.0164170527067853,0,0,0,0,0,0.0987404789327191,0,0,-0.0295628038477923,0.1243273968785,0,0,0,0,0.169782328347564,0,0,-0.0217630121804935,0,0,0.131505197956073,0.0296029842026059,0,0,0,0,0,0,0,0.367944456612557,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.031054803554135,0,0,0,0.0615497872209241,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0,0,0
X601628.CH.EQUITY,0,0.0182661461697282,0.0141993913604725,0,0,0.286443223587994,0,0,0,0,0,-0.116916432672525,0,0,0,0,0,0,0,0,0,0.325686555281134,0,0.0887998279659843,0,0,0,0,0.0798241151464868,0,0,0,0,0,0.0586480692656114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167946516428385,0,0.0621917169953333
X601658.CH.Equity,0,0,0,0,0.118490168046738,0,0,0,0,0,0,-0.106914675577634,0,0.114735621382545,0,0,0,0.0967890840530396,0.227114152983421,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.157176895594963,0.323851723896481,0,-0.147221788892135,-0.135904785200987,0,0,0,0,0.104312823669382,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.434982731469276,0,0,0.195798473105083,0,0,0,0,0,0,0,0,0,0,0,0.0762093398823468,0,0,0,0,0,0,0,0,0.0448460896421385,0,0,0,0,0.209910276791418,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025592540822609,0,0,0.045815281906379,0,0,0.0352314525813209,0
X388.HK.EQUITY,0,0,0.413145486323758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0855120470048549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521382694646674,0,0,0.00545943674511643,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0.00578627725992187,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.487898914023732,0,0,0,0.0313285040621825,0,0,0,0.033705288880644,0,0,0,0.0244989539655953,0,0,0,0,0,0,0,0,0,0,0,0.226489428253386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335109834920976,0,0,0,0.0363324096940819,0.111365960271388,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.260063747216592,0,0,0,0,0.0892182269328413,0,0,0,0.219239466768903,0,0,0,0,0.0181959750440833,0,0.019363197134506,0,0,0,0,0,0.0405540927874538,0,0,0.155064133035015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598458717600366,0,0,0,0.00238532949341031,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119038752910991,0,0,0,0,0,0,0,0,0,0,0.27470968411858,0.0433008317313636,0,0,0.266275511257121,0.0167669285669249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112844666793688,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0547077441871675,0,0,0,0,0,0.0771532113939784,0,0,0,0.0356810476012591,0,0,0.262209780684016,0,0,0,0,0,0,0,2.16840434497101e-19,0.160801990548975,0.247648060491859,0.0831795272808385,0.0574178892709818,0,0,0.00929127454184341,0.0048537522581663,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.348306919359458,0,0,0,0,0,0,0,0,0,0,0,0,0.198192946865646,0,-2.77555756156289e-17,0,0,0,0,0,0,0.0483292599879356,0,0,0.0197486316778869,-0.0604072589918452,0,0,0,0,0.285402770080186,0,0.13993441091109,0,-0.0770299322944833,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.151481540142217,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0.0980154276898434,0,0,0,0.0259166293312864,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-6.93889390390723e-18,0,0.212929969894472,0,0.240164405375322,0,0,0,0,0,0.0966028896134627,0,0.0853172062635375,0,0,0,0,0,0,0,0,0.160143757033789,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.0464206163033152,0,0,0,0,0.0344781346726123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108228046095524,0,-0.0170965872747921,0.258667751632972,0,0,0,0,0,0,0.232345444739958,0.158087778710612,0,0,0,0,0,0.123194431769285,0,0,0,0,0,0,0,0,0,0.0591776687493645,0,0
X600016.CH.EQUITY,0,0,0,0.13105124937601,0.0296125162654339,0,0,0,0,0,0.336944971415976,0,0.103100959065986,0,0,0,0.211544734564717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429182980862513,0,0,0,0,0,0,0,0,0,0.115896126940835,0,0,0,0,0,0.0634311613002306,0,0,0,0,0,0
