,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.260093422922411,0,0.0525078349335786,0,0,0.285297521667781,0,0,0,0.128905538762391,0,0,0,0.0386629940081235,0,0,0,0,0,0,0,0,0.139485965207979,0,0.0176097441883309,0,0,0,0,0.0240713033714102,0,0,0,0,0,0.123602739403801,0,0,0,0,0,0,0,0,0,0,-0.0170475049965988,0,0,0,0
X601318.CH.EQUITY,0,0,0.245645977219768,0,0,0,0,0,0.0732332665461534,0,0.0597737184978093,0,0.0377971385156469,0,0.181286417162714,0,0,0,0,0,0,0.0720174420775109,0,0,0,0,0,0.153700731010406,0,0,0,0,0,0,0.0377283142036055,0.0180169019053383,0,0,0,0,0.0803700003106751,0,0,0,0,0,0,0.00760546403939548,0,0,0,0,0
X601939.CH.EQUITY,0.501537208341547,0.276056337982318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228115567566837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958985441035921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711694196064986,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0634550285788447,0.489629440542444,0,-0.07303845111216,0,0.0912601848935594,0,0,0,0,0,0,0,0,0,0,0.00102375800652427,0,0.116309583467373,0,0,0.10017916739028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0826120855174846,3.46944695195361e-18,0.00371399638851294,0,0
X600036.CH.EQUITY,0,0.0909047189609426,0,0,0,0.0891745719379282,0,0,0.0296030019516912,0,0,-0.111065650952547,0.105458845438763,0,0,0.207099958447719,0,0.13000288460126,0,0,0,0,0,0.34135558939211,0,0.0571158615541886,0.0462435249342116,0.0293196102404786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121926654753603,0.0321493376503912,0.0475998672227106
X1299.HK.EQUITY,0,0,0,-0.0891250130482703,0,0,0,0,0,0.1809712709696,0,-0.0511219964462914,0,0,0,0,0,0,0,0,0.0468721615570371,0,0.154426995250643,0,0,0,0,0,0,0,0,0,0.105732335188627,0,0,0,0,0.148277000021493,0,0.134907921091123,0,0,0.114544544676166,0.0447471802065075,0,0,0,0,0.204748385125853,0,0,0,0
X601628.CH.EQUITY,0.00702105224775796,0,0,0,-0.028568150516057,0,0,0,0,0,0,0,-0.00371728306796807,0,0,-0.279538858094242,0,0,0,0.25460393824787,0,0,0,0,0,0,-0.0310079802659379,0,0,0,0,0,0,0,0,0,0.63646748348049,0.126210854219613,0,0.0193528866064163,0,0,0,0,0,0,0,0,0,0,0,-0.0604839925234512,0.13447886529578
X601988.CH.EQUITY,0,0,0.0746449097902891,0.490696705287675,0,0,0,0,0,0.0748895603848709,0,0,0.117135895169613,0,-0.0108349640253074,0,0.151368171553807,0,0.0164988839038325,0,0,0,0.0545810986544428,0,0.0331413545306007,0,0.0211202548506378,0,0,0,0.0558031994363902,0,0,0,0,0.030585503608395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.29800392327118,0,0,0,0,0,0,0,-0.0592262637222263,0,0.117437290445569,0,-0.00726164694315913,0,0,0,0,0,-0.200449031705426,0,0,0.138124164628437,0,0,0.24396641843177,0,0,0,0,0,0,0,0,0,0,-0.0625983058548984,0,0,0,0,0.124150778117194,0.00759773234874906,0.157339234470534,0,0,0,0.0534534331614472,0,0,0.0603028322026655,0,-0.176587440318986
X388.HK.EQUITY,0,0,0,0,-0.132216541635218,0.313263059540955,0,0,4.33680868994202e-19,0,0,-0.0577966132563156,0,0,-0.0410121045922978,0,0,0,0,0.424998493787134,-0.169883035525964,0,0,0,0,0,0,0,0,0,0,0.0392048841264564,-0.104588769841534,0,0,0,0,0,0.146512490909396,0,0,0,0,0,0,0,-0.0414622936344783,0.0578265022963159,0,0,0.175728833925454,0.0312295944453031,-0.0299545933450577
