,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.484865245471864,0.0899726366548924,0,0,0,0,0,0,0,0,0,0.0816380871736988,0.0668146991089051,0,0,0,0,-0.143779714858929,0,0,0,0,0,0,0,0,0.0247427510284362,0,0,0,0,0,0,0.0485230389703082,0,0,0,0,0,0,0,0,0,0,0.100362408313489,0.182416191668949,0.0392265623385632,0,0,0
X601318.CH.EQUITY,0,0,0.210127001976684,0.109194357665425,0,0,0,0,0,0,0,0,0,0,0.296311256463703,0.071049540363336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140467600597051,0,0,0,0,0,0,0,0.099704515110152,0,0,0,0,0,0,0,0.0238476133628049,0,0,0,0
X601939.CH.EQUITY,0.331712729015083,0,0,0,0,0,0,0,0,0,0,0,0,0.456193611505716,0,0,0,0,0.14865130712181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104737855268384,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0
X601288.CH.EQUITY,0.34793439844095,0,0.0170971664351713,0,0.506046233730384,0,0,0,0,0,0.0105419777186975,-6.93889390390723e-18,0,0,0,0.0488263927830048,0,-0.0318689020293242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000433820552497901,0,0,0,0,0,0,0,0.0857581397701425,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.109221501565575,0,0,0,0,0,0,0,0.499989013891332,0,0,0,0,0,0,0,0,0,0,0.020821665552528,0,0.0074345658382388,0,0,0,0,0,0,0,0,0,0.104771782340701,0,0,0,0,0,0.112229310305358,0,0,-6.93889390390723e-18,0,0.031267534217625,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.300594116978864,0,0,0.060955584501556,0,0,0,0,0.310750479391084,0,0,0,0.561316007698833,0.195464386849354,-0.606576120102329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.312193098874809,-0.0977768388854273
X600036.CH.EQUITY,0.0937124102848482,0.0304329697784772,0,0,0,0,0,0,0,0,0.156468297772797,0,0,0,0.0502167250764452,0,0,0,0.0729461760051275,0,0,0,0,0,0,0,0,0,0,0,0.107841038500517,0,0,0.239498652039825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213287280949164,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.121521368823997,0.026095768338275,0,0,0,0.0888882802402914,0.0843145678079057,0,0,0,0,0,0,0.0707927528718836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313033560479414,0,0,0,0
X601628.CH.EQUITY,0,0,0.264630786106568,0.0322125769505214,0.226387414957783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539740797576579,0,0,0.132113448008818,0,0,0,0,0,0,0,0.110452479019794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.265903589820302,0,0,-0.0725779342648875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140596700620149,-1.38777878078145e-17,0.395222030710986,-0.360688164653077,-0.07389098891777,0,0,0,0.84127332241811,0,-0.055337342814974,0,0,0,0
