,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.563648310865103,0.0480861492388818,0.0303051566785049,0,0.0664922081588653,0,0,0,0,0,0,0.0467490772211082,0,0,0,0.0178703822478215,0.0620513884340918,0,0,0,0,0,0.0686052682944567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.096484513916347,0,0,0,0,0,0,0,0,0,0,0.186039590614479,0.0406421094968501,0,0,0,0,0,0,0.0496986524428929,0.0902766118258607,0,0,0,0,0,0,0,0,0,0.168987809413582,0,0,0.328730507849055,0,0,0,0.0159587566323769,0,0.0274477227778214,0,0,0,0,0,0
X601939.CH.EQUITY,0.467060485520954,0,0,0.182771922217263,0,0.112375279746037,0,0,0,0.0168415145184754,0.135189294451072,0,0,0,0,0,0,0,0,0,0,0.00114517006148087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00511267629837103,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.436869769510687,0,0,0,0,0,0,0,0,0.176292594918106,0,0,0,0,0,0,0,0.127647487210245,0,0,0,0,0,0,0.055947655271874,0.0424608425607089,0,0,0.0865868845315977,0.11797641714027,0,0,0,0,0,0,0,0,-0.0459672409154191,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.191432475606088,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.192324320956605,-0.164990450205772,0,0,0,0,0,0,0,0.389910545388374,0,0,0,0.085724113581404,-0.340477911807571,0,0,0,0,0,0.381468336157695,0,0,0,0,0,0,-0.0413817905560897,0,-0.353176118492576,0,0,0,0,-0.29057660359984,0
X601988.CH.EQUITY,0,0,0.284034614136289,0,0,0,0,0,0.0103710536919215,8.67361737988404e-19,0,0,0.0796042921993388,0.0871569742731894,0,0,0,0.0425512441199893,0,0,0,0,0,0.402026836402887,0,0,0,0,0,0.0072662745347011,0,0,0,0.135763628262657,0,0,0,0,0,0.0556983099896854,0,1.38777878078145e-17,0,0,0,0,0.00149459720780941,0,0,0.0394838867169999,0,0
X600036.CH.EQUITY,0,0.0990691965182931,0,0,0,0,0,0,0,1.38777878078145e-17,0.100223123297185,0,0.289715407506059,0,0,0,-0.0542904157526151,0.00585000516615101,0.0957637927456106,0,0,0,0,0,0.347998965399228,0,0,0,0,0.0363947875852775,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034120336015932,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0458810233117036,0,0,-0.090403633528692,0,0,0,0.140260865394056,0,0,0,0,-0.0337518775141531,0,0,0.266479950867308,0,0,0.0509490049661885,0.0650844831177277,0,0,0,0,0.0249135031906867,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263164560600583,0,0,0.248905936448907,0,0,0,0,0.13835261413889
X601628.CH.EQUITY,0,0.0134701968357755,0,0.00352067392021703,0,0,0,0,0,0,0,0.0291977667096177,0.194501266053322,0,0,0.022834943468573,0.0161942419546061,0,0,-0.045516996423146,0,0,0,0,0,0,0.243944998404268,0,0,0,0,0,0,0.255151141054334,0,0,0,0,0,0,0,0.129758505920637,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.141866595837836,0,0,0,0,0.0096144926328681,0.000938173195328673,0,0,0,0,0.112399302548077,0,0,0,0,0,0,0.0326041075180123,0.101816819371573,0.0188474572119115,0,0.0219067580997055,0,0,0.0784631340089696,0,0,0,0,0.112541894011232,0,0,0,0,0,-0.0217967978222022,0,0.164899605004605,0.224812857569282,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0884390190493092,0.0496248082671793,0,0,0.156537585773066,0.135465759347255,0,0,0,0,0,0,0,0,0.0204686847295482,0,0,0,0,0,0,0,0.119781455034646,0.151465060007383,0,0,0,-0.00693285414213121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119879485684582,0,0,0,0,0.0483090763618812,0,0.0223186332672737
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.290110809576406,0,0,0,0,0,0,0.107680800817647,0,0.0435007564504847,0,0,0,0,0,0.385445373885604,0,0,0,0,-0.147628689442981,0,0.0144406258377788,0.622205276141021,0,0,0,0,0.0686235960210322,0,0.119859374356375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00389709741454686
X600000.CH.EQUITY,0,0.047171098593215,0,0,0,0,0.186666592643144,0.102136802008591,0,0.147098763234872,0.0314725802894907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172179511672413,0,0,0,0,0,0,0,0,0,0,0.0145255834426112,0,0.0986553119265076,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118221551223979,0.222553595055446,0,0.377979666763453,0,-0.418694753287011,0,0,0,0,0,0,0.123404209285308,0,0,0,0,0,0,0,0.160524297444705,0,0.145256128671795,0.142359602537462,0,0,0,0,0.175757846430676,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.154112376979396,0,0,0,0,0,0,0,0,0,0,0.121682045518483,-0.196800791527711,0,0,0,0,0,0,0.0785792791783529,0.0358293467374816,0.125805580619369,-0.00482029765568146,0.231351376490717,0,0,0,0.122611506818399,0,0.246130876943765,0,0,0,0,0,0,0.107147291732582,0.229334040973958,0,-0.0122468134345045,0,0,-4.33680868994202e-19,0
X000002.CH.EQUITY,0,0,0,0,-0.0108055896023194,0,0,0,0,0,0,0,0,0,0,0,-0.0417494804926185,0,-0.00284463044737496,-0.0591019916080428,0,0,0.0564132234913606,0,0,0.118757273323459,0,0.11702106226151,0,0,0,0,0,0,0,0.0643351046018603,0.737201406869084,0,0.0820481004439659,0,0,0,0,0,0,0,0,0,0,0,-0.0654935078475012,0
