,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.149567721647866,0,0.0916295195702199,0,0,0,-0.0381257967944373,0,0,0,0.415765814922212,0,0,0,-0.0993981864423585,0,0,0,0,0,0,0,0,0,0,0,0,0.0230377244264342,0,0,0,0,0,0,0,0,0,0.150922252692256,0,0,0,0,0,0.11842187325169,0,0,0.0432107544285648,0,-0.015964867157863,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.116180195166863,0,0,0,0.201013771598261,-0.0455738457253094,0,0.197848164630957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0839299279378233,0,0,0.315135547865303,0,0,0,0,0,0.21776938513392,-0.261902765748874,0,0,0.253898224211283,0.191914218739417,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.562444993890561,0,0,0,0,0,0,-0.0742418136421432,0,0,0,0.076412875359057,0,0,0.111876344290691,0,0,0,0,0,0,0,0,0,0.181699823872143,0,0,0,0,0,0,-0.0183563366989448,0,0,0,0,0,0.104311507285337,0,0,0.308779063305422,0,0,0,0,0,-0.00273325799036337,0,0,0,0,0,0
X601288.CH.EQUITY,0.295809671124194,0,0.180018722001935,0,0,0.234703861963807,0,0,0,-0.0767619449774573,0,0,0,0,0,0,0.0684674008365937,-3.46944695195361e-18,0,-0.00396589214694422,0.0026401807151199,0,0,0,0,0.0400962208101219,0,0,0,0,0,0,0,-0.0867581358573916,0,0,0,0,-0.0257165994640061,0,0.222857843939074,0,0,0,0,0,0,0.165565528630392,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0394357242539697,0.229923361453502,0,0.168825363150966,0,-0.312823935113589,0,0,0,0,0.080640978345343,0,0,0,-0.0431387001594356,0,0,0,0,0.419194586032248,0,0,0,0.415880814031893,0,0,0,0,0,0,0.0625307309119621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161820072102278,-0.10979488058224,0,0,0,0
X601988.CH.EQUITY,0.240525337582973,0.0514790308558174,0.205866438547024,0,0,0,0,0,0.175802572117082,0,0,0.205319287701741,0,-0.149475280360624,0,0,0,0,0,0,0,0,0,0,0.024255377609027,0,0.0778911569388932,0,0,0,0,0,0,0,0.0710957963728607,0,0,0,-1.73472347597681e-18,0.184992578865711,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0196733496906272,-0.0120277084461661,0,0.0969616050873551,0,-0.0264345155251327,0.0290275332907531,0,0.32442071914922,0,0.262347965927615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547263812018192,0.0715954422996663,0,0.0710211347324063,0,0,0,0.0904322402825762,0,0,0,0.117296013605021,0,0,0,0,0,0,0.0636092341790562,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0632909840914834,0,0,-0.0875251786787671,0,0.140582443907297,0.295735677471537,0,0,0,0,0.162936631773015,0,0,0,0,0.143817466713132,0,0,0,0,0,0.00970477763147743,0,0,0,0,0,0.102838825805266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.124641175274804,0.261701760747725,0,0,0.0703731199873096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399820726505805,-0.146908021670309,0,0,0,0,0.235422990587353,0,0,0.0392540101086585,-0.257360224182023,0,0,0,0,0,0,0,-0.0401348641059791,0,0,0,0,0,0.0154804505712476,0,0,0.0823451214662302,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.114279996042994,-0.169101651019381,0,0,0,0,0,0,0,0,0.0336749425036639,0,0,0.685573069541083,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.540810961570973,0,0,0,-0.182097031582883,0,0,0,0,0,0.0669598948123857,0,-0.0734233829551216,0,-0.933801517351616,0,0,0.188182893838548
