,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0705296825906086,0,0,0,0,0,0,-0.0701862587309271,0,0,0,0,0,0,0,0,0,0,-0.194806446112,0,0.0433955712727619,0.713913847871147,0,0.562900341483315,0,0,-0.220727054541912,-0.119525606189373,0,0,0,0,-0.0444976937723232,0,0,0,0,0,-0.0537549131639594,0,0,0,0,0,0,0,0,0,0,0.066679939331873,0
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.32518317185521,0,0,0,-0.0566692440946953,0,0,0,0.00509436078960471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.101952355393613,0.0950581582730532,0,0,0,0,0.209796581258471,0,0,0,0,0,0,0,0,0,0,0,0,0.0493531739846527,0,0,0,0.0526173437818599
X601939.CH.EQUITY,0,0.0809524404335092,0,0.802718345643037,0,0,0,0,0,0.0444181404461283,0,0,0.0169161382417133,-0.00808371948415049,0,0,0,0.0802601416276491,0,0,0,0,0,0,0.0252531602983015,0,0,0,0,0,0,0,0,0,0,0,0,0.0678323833215795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0191052296918548,0,0.93589438538864,0,-0.0414754395642586,0,-0.0822349360168126,0,0,0.0204783743488294,0,0,0,0,0,0.00688474114585597,0,0,0.114362191683469,0,0,0,0,0,0.0477463592738771,0,0,0,-2.16840434497101e-19,0,0,0,0.0346525396865133,0,0,0,0,0,0,-0.0629416250365582,-0.0470583632421848,0,0,0,0,0.0532212305256666,0,0,0,0,-0.0747543007598882,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.310923325922883,0,0.0637317996538196,0,0,0,0,0,0,0,0.241323181634332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902196774386124,0,0.202329344289528,0,0,0,0,0,0,0,0.11899524847175,0,0.192394207878287,0,0,0,0.0551056374461142,0.0817406242166658
X600036.CH.EQUITY,0,0,0.07192742974827,0.257133459150424,0,0,0,0,0.0479894223952412,-0.00689222746313215,0,0,0,0,0,0,0.176057648358912,0,0,0.0201336233578427,0,0,0,0,0.0238490423452218,0,0,0.18755694873173,0,0.0312187094895846,0.128864675563445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04237851245281,0,0,0,0,0.0317384628903197,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0415588858592541,0,0,0,0,0.128755554662123,0,0,0,0,0,0,0,0,0,0,0,0,0.295926613016457,0,0,0,0,0,0,0,0,0,0.1454556912903,0,0,0,0.08247191344862,0,0.0820179689874904,0,0,0,0.104749807841738,0.0268458241227452,0,0,0,0.145070894747302,0,0,0,-0.00667834571285148,0.0468321095167365
X601988.CH.EQUITY,0,0,0,0.0868452628444125,-0.0451186144639193,0,0,0,-0.0203767399117551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178562886629568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.124242544755793,0,1.00250152193186,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0374388122306869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229515750873541,0,0,0,0,0.106531522169841,0.311808186971582,0,0,0,0,0,0,0,0,-0.219078374042816,0,0,0,0,0,0,0,0.0645081705898933,0,0,0,-0.1219093158823,0,0.116018168580265,0.152577110173209,0,-0.0253295224483736
X388.HK.EQUITY,0,0,0,0,0.202872603738637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0997634450018618,0,0.279304831869343,0,0,0,0,0,0.115618973193122,0,0.0455471111966142,0,0.0744715017619288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174728838309998,-0.0330650495118972,0,0.304469385330519
