,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0121610201280278,0,0,0.0390969656963593,0,0.29522249092118,0,0,-3.46944695195361e-18,0,0,0.115183013711422,0,0,0,0,0.110709653794008,0,-0.00354022544286732,0,0,0,0,0,0,0,0.0573225580521006,0.280298811016281,0,0,0,0,0,0.0523136728317014,0,0,0,0,0,0,0,0,0,0,0.0182094383671035,0,0,0,0,0
X601939.CH.EQUITY,0.265670931538193,0,0,0,0,0,0,0,0,0,0,0,0,0.426765190490858,0,0,0,0,0,0.106805619927162,0.055978837213399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464455487876866,0.0402852151316019,0,0,0.0213434919610237,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0
X601318.CH.EQUITY,0.2104009536713,0,0,0,0,0,0,0,0.164983176112862,0,0,0,0,0,0,0.214438728669985,0,0.117671935032838,0.0949407514849502,0,0,0,0,0,0,0,0,0,0,-0.0342032597250225,0.0815335693381312,0,0,0.0291086338910078,0,0.112666180559411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017258572723268,0,0,0
X601288.CH.EQUITY,0.344152354193933,0.00648685579424636,0,0,0.502300462101501,0,0,0,0,0,0,0.0118049987248069,0,0,0.0403759851866703,0,0,0,-0.0329613081054219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171168573320452,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0949546640622147,0.0078788916716655,0,0,0
X601988.CH.EQUITY,0,0,0.123488788769838,0,0,0,0,0,0,0,0.109779649215922,0,0,0,0,0.107482040819906,0,0.0647754386763784,0,0,0,0,0,0.0462393751141468,0,0,0,0,0,0,0,0.124618603636923,0,0,0.1059424307552,0,0,0,0,0,0,0,0,0,0,0.243517135364813,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.00881789972663465,0,0,0,0.120583409789627,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.359207291362383,0.233748186266,0,0,0,0,0,0,0,0,0,0,0.429414564257838,0,0,0,0.384712304669054,0,0,0,0,0,0,-0.369585735550453,0.169944403992077,-0.182399549904032,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0886151961350643,0,0,0,0.274440555445089,0,0,0,0.14248224760565,0,0,0,0,0,0,0,0,0,0,0,0.0840612382408673,6.93889390390723e-18,0,0.203469904594702,0,0.108533891070372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558535544166992,0,0,0
X1299.HK.EQUITY,0,0.0667525424496905,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.0925277281389582,0,0,0.0583768785774743,0,0,0.288193343626816,0,0,0,0.039976305037219,0,0,0,0.0606850073905397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.387222667258574,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206213950261714,0,0,0,0,0.00855611807630276,0,0,0,0.0910681140102438,0,-0.020199422186535,0,0,0,0.248974908796174,0,0,0,0.104362100523984,0,0,0,0,0,0,0,0,0.0326833729984244,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.117878999042037,0,0,0,0,0,0.186531150990465,0,-0.106029298798901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771458186426893,0,0,-0.225415885859964,0,0,0,0,0,0,0.695109024503839,0,0,0,0,0,0,0.470755488650054,0,-0.161505675976276,0,0,0,0
X601328.CH.EQUITY,0,0.0682284813686985,0,0.00255273766108299,0.076978705334539,0,0,0,0,0,0,0,0,0.308732791513885,0.0434417340928979,0,0,0,0,1.38777878078145e-17,0,0,0.0370689110801628,0.241051891703972,0.0558329711821177,0.0280292409095654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148510571272451,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.143689152699027,0,0,0,0,0.331839509468889,0,-0.0582592949434688,-0.058378185786169,0,0,0,0,0,0,0,0,0,0.130831717831123,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.00136344301540173,0.412931218824906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200744103692208,0,0,-0.144507045544399,0.0484978458104687,-0.0237721469286627,0,0.0687782743755947
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0481919020789016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140443234462157,0.560578979634675,0,0,0,0,0,0,0.0153363386615627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.322708069648519,0.14047958154558,0,0,0,0.00559969259565537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.197923205203584,0,0,0.0243505364146399,0.101926558162854,0,0,0.230116610618138,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0.0584141098615734,0.0290639372740849,0,0,0,0,0,0,0,0,0.181771268958371,0,0,0,-8.67361737988404e-19,0,0.368750896408164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118799947336616,0.110501482221359,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.142629202309452,0,0.151985309312712,0,0.00643681703642155,0,0,0.072672542839368,0,0,0.0375092674660549,0,0,0,0,0,0,0,0,0,0.0540785180116927,0,0,0,0,0,0.309648779434814,0,0,0,0,0.0669354447191754,0,0,0,0,0,0.150082913198313,0,0,0.0452107443250968,0,0,0,0,0,0,0,0
