,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.674076599995716,0,0,0,0,0,0,0,0.00320656042154312,0,0,0.0849317376492922,0,0,0,0,0,0.0917504013819672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207974194173695,0,0,0.0578736291366642,0,0,0,0.0322696331761759,0,-0.0188728247528498,0,0,0,-0.0198236242499529,0,-0.0178416533048371,0
X601939.CH.EQUITY,0.252965876422328,0,0,0.3717158497084,0,0.151317722402493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320276346024044,0.0471821204000563,0,0,0,0,0,0.0825919007402735,0,0,0,-0.012663377442951,0,0,0.00866587878143533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114683919702123
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.323453612753702,6.93889390390723e-18,0,0,-0.0397272626546554,0.0300953418490174,0,0,0,0.131396313778708,0,0,0,0,0,0,0,0,0.0698372708747932,0,0,0,0,0,0.0180254102045251,0.242053174735996,0,0.0746751386751063,0,0.0836223321429616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058479324311967,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.102940550616042,0.120508062974946,0,0,0.225351393907212,0,0,0,0,0.386011992062396,2.77555756156289e-17,0,0,-0.187325589672727,0,0,0,0,0,0,0,0,0,0,0.0684214180663777,0,0,0,0.00595906285016835,0,-0.122590337919738,0.0299442018266602,0,0,0,0,0,0,0,-0.56468303691688,0,0,0,0,0,-0.286548333600518,0
X601988.CH.EQUITY,0.0510241392071112,0.00441529390180809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686315036350236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078104340687552,0,0,0,0,0,0,0,0,0,0.135176554763008,0.0807795533412681,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0599237794053869,0,0,0,0,-0.0337317675974933,0,0,0.278918695285597,0,0,0,0.0704995231644672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113583907542608,0,0,0,0,0,0,0,0,0.303091951791602,0,0,0.117012078049949
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256065,0.000775117816919061,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.00419517326406815,0,0.000700083101345981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.135491142679789,0.0672946923871526,0,0,0,0,0,0,0,0,0,0,0,0.0295775739958364,0.00343829223953158,0,0,0,0,0,0,0,0,0.0702699165545713,0,0,0,0,0,0,0,0,0,0,0.31992926933905,0,0,0,0,0,0.209946268777123,0.0698266406669503,-0.0271519460133025,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.00162140367519784,0,0,0,0,0,0,0.170596051095207,0,0,0.0379771177275003,0.147450516359058,0,0,0,0,0,0,0,0,0,0.25118615779762,0,0,0,0,0.0313511573430931,0,0,0,0,0,-0.00875523843381079,0.0403805688023787,0,0,0.000781158739524518,0,0.252483161818592,0.0685584080412922,0,0.0396114793576807,0,0,0,0,0,0,0,0,0,0
