,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.357114835249988,0,0,0.084383152415337,0,0,0,0,0,0,0,0,0.0392738834072632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333882055290327,0,0,0.201014667217603,0,0,0,0.0287021080568952,0,0,0,0,0,0,0,0,0.207354749164326,0,0,-0.00158366388695729,0,0
X601318.CH.EQUITY,0,0,0,0,0.0106682885260554,0,0,0,0.14687959740403,0,0.0549579661336156,0,0.0950314139556191,0,0,0,0,0,0.215273448707865,0,0.212221932380079,0,0,0.0100456953903222,0,0,0,-0.0114922548671518,0,0.0820245344287445,0,0,0,0,0.0121803255720914,0,0,0.0487559818989108,0,0,0,0,0,0.0178774432873039,0,0,0,0,0,0,0,0,0.0791947175414712
X601939.CH.EQUITY,0,0,0,0.257992196873728,0,-0.015526361028931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00702383030394676,0,0.753783390235046,0.0234085879324703,-0.266762025719592,-0.177045255690149,0,0,0.0195103131411106,0,0.133540081116621,0,0,0,0,0,0,0,0,0,0,-0.0975233468338639,0,0,0,0,0,0,0,0,0,0,-0.058121759260621,-8.67361737988404e-19
X601288.CH.EQUITY,0.171126875103899,0,0.0105281719129572,0,0.0562291917628764,0,0.387000526679365,-0.071374840481941,0,0,0,0,0,0,0,0.0473407525611332,0,0,0,0,0,0.0518480633080588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197093112715612,0,0,0,0,0,0,6.93889390390723e-18,-0.101756044316207,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213492583403695,0,0,0,0,0.036583211008612,0.222067852549198,-0.0948977864359016,0,0,0,0,0,0.113126633715264,0,0.508668991451886,0,0.0158827973980676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425818578182306
X600036.CH.EQUITY,0,0.155742167763401,0,0,0.102645430054696,0,0.0827357455304582,0.0617698685931803,0,0,0,0,0.265152849712671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29066834972916,0,0,0,0,0.0681817217664962,0,0,0,0,0,0,0.0913590798091011,0,0,0,0,0,0,0,0.0557638022841485,0,-0.0128878090403839,0,0,0,0
X601988.CH.EQUITY,0.323797971096832,0,0.00562828955428315,0,0,0.414570340480809,0,0,0,0,0,0,0.0200514296178918,0,0,0,0,0,0,0.0161476574889768,0,0,0,0,0,0,0,-0.0311322688028439,0,0.100232130633423,0,0,-0.0317420733738169,0,0,0,0,0,0,0,0,-0.0920455793169743,0,0,0,-0.14684904506179,0,0,0,0.398088419904143,0,0.0607456109590044,0
X1299.HK.EQUITY,0,0,-0.152735493638197,0,0,0.0857001173128382,0,0,0,0.291731357118468,0,0,0,0,0,0,0.0970056845580219,0,0,-0.0525808012019061,-0.00143706681896013,0,0,0,0,0.207653057109175,0.0134195901587039,0.0924581501025012,0,0,0,0,0,0,0,0,0,0,0,0,0.122884895122186,0,0.10400492925081,0,-0.0126643966354014,0,0,0,0,0,0,0,-0.0173415196666653
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837776099812362,0,0,0,0,0.153234797252487,0,0,0,0,0.641848385605393,0.063835780505983,0,0,0,0,0.013377252675456,0.0704261939834762,0,0,0,0,0,0,0,0,0.141785267529383,0.0646202960565674,-0.156488962820225,0,0.11993707747222,0,0.0894970347120587,0,0.211204216162066,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0755454002148438,0,0,0,0,0,0,0,0,0,0,0,-0.0927672358990085,0,0,0,0.477801551390485,0.270175846836864,0,0,0,0,0,0,0.159923764796894,0.250978750364731,0,0,0,0,0.208190929440525,0,0,0,0,0,-0.0350823134078056,-0.332891338977758,0,0.00583134533952443,0,0,0,0,0,0
