,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.123314957186907,0,0,0,-0.187593374407805,0.25189959914324,0,0,0.0923375933882514,0,0,0,0.27394628237785,0,0,-0.126314399352684,0,0,0,0,-0.136115966280304,0,-0.194828077750021,0,0,0,-0.22382052924272,0,0,0.823802400116026,0,-0.0510952295989185,-0.0807808500682862,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.139951086018146,0,1.38777878078145e-17,-4.33680868994202e-19,0,-0.01035101562701,0,0.095460043120316,0,0,0,0,0.0875486431144021,0,0,0.0652130140221885,0,0,0,0,0,0,0,0,0,0.0728028748728302,0,0,0.418530528975972,0,0.153671190406779,0,0,0,0,0,0,0.0467065208389871,0,0,0,0,0,0,0,-0.11215972132316
X601939.CH.EQUITY,0.169154689553289,0,0,0,0,0,0,0,0,0.229178327946107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108082686486737,0,0,0,0,0,0,-0.0872858190260265,-0.174850035717979,0,0,0.0916955512883147,0,0.0564606610654717,0,0.496749478423584,0,0,0,0,0.112925508552554,0,0,0,0,0,0.0759105259522007
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.347101275462661,0,0,0.502501913431371,0,0,0,0.525128074011555,-0.391813590511807,0.226276482184203,0,0,-0.253894666212532,0,0,0,0,0,0,0,0,0,0,0,0,-0.432299025846634,0,0,0,0,0,0,0,0,0,0,0,0.0183024656951979,0,0.34974258913918,0,0,0,-0.119534963367421,0
X5.HK.EQUITY,0,0,0,0,0,0.147230722201723,0,0.213162684236799,0,0,0.0227003275993285,0,-0.0132992898962284,0,0.103037525027741,0.0569652807563114,0,0.0104328748184877,0.0432984845082082,0,0.0524810843047169,0,0,0,0,0,0,0,0,-0.0278806419145052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117556846653546,0,0,0,0.213003459558548,0,0,0,0
X601988.CH.EQUITY,-0.0113986442377306,0,0,0,0.530935454140666,0,0,0,0,0,0,0,0,0,0.109258184757394,0,0,0,0,-0.123801124283719,0,-0.120725823389054,0,0,0.215057511086851,0,0,0,0,-0.354404344407372,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,-8.67361737988404e-19,0.109735379597802,0,0,0.0325875945635467,0,0,0
X600036.CH.EQUITY,0,0.0299876412204706,0,0,0,0,0,0,0,0.672715771923772,0,0,0,0,0,0,0,0,0,0.203707632247306,0,0,0,0,0,0,0,0.0621665757264224,-0.0347062294764059,0,0,0,0,-0.181127054631304,0,0,0,0,-0.000278873435020918,0,0,0,0,0,0,0,0,0,0,0,0,0.0744151673181587
X1299.HK.EQUITY,0,0,0,0,0.149188403402178,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154674053351757,0,0,0,0,0,0,0.254245125977221,0.00317643508610754,0,0,0,0.132951315957402,0,0,0.0426689848633079,0,0,0,0,0,0,0,0,-0.0975878299972287,-0.0329557099746304,0,0,0,0,0,0,0,-0.0416095158677323
X601628.CH.EQUITY,0,0.161819764373525,0.0236530125990297,0.0556087230208642,0,0,0,0,0,0,0,0,0,0.164812586494233,0,-0.0873155909238942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567865606533471,0,0,0.25175061850852,0.197905286948694,0,0.034945010499967,0,0,0,0.233213192285471,0.134321495049818,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0523478205254278,0.0327834614348281,0,0,0.604913443692824,0,0,0,0,0,0,0,0,0,0,0,0,0.22677836009105,0,0,0,0,0,0.238585551864431,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0920888052170675,0,0,0,-0.000340283516829756,0,0,0,0.0752379432487091,0,-0.247800285274251,0,0,-0.0271513432925874,0,-0.0356128182720962,-0.146493227342515
X601166.CH.EQUITY,0.0412178054308134,0,0,0.241992066711506,0,0,0,0,0.0628240755644305,0,0,0.265600230452097,-0.0336031154310067,0,0,0,0,6.93889390390723e-18,-1.73472347597681e-18,0,0,0.226157254268369,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.168558888578117,0,0,0,0,0,0,0,-0.0951062402421339,0,0,0,0,0,0,0,0,0,0,0.0168970114902693,0
X600000.CH.EQUITY,0,0,0.0790617409822769,0,0,0,0.224249976997204,0,0,0.221987502267005,0.347523751938359,0,-0.0362751223094694,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0233917223461157,0,0,0,0,0,0,0,-0.105620556369132,0,-0.0348126199442694,0,0,-8.67361737988404e-19,0,0,0,0,0,0.375345335672655,0,0,-0.130479139408403
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0563025597851652,0,0,0,0.395079900157512,0,0,0,0,-0.0785658816428703,0,0.132762671144058,0,0,0,0,-0.0888637742062195,0,0,0,0,0,0,0,0,0.382788553428132,0,0,0,0,0,0,0,0,0,0.0954111397031404,0,0,-0.123865564616599,0.000353196493414065,-6.93889390390723e-18,0,0
X601601.CH.EQUITY,0,0.125013495908862,0,0,0,0,0.0131054747913995,0,0.547544938516344,0,0,0,0.028445446007051,0,0,0,0,0,0,-0.059874193424367,0.0490795391639679,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140316474681067,0,0,0,0
