,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.130375717807567,0,0.131110234189722,0.0515685333499259,0,0,0,0,0,0,0,-0.108757868868386,0,0,0,0,0,0,0,0,0,0.546853567890288,0,0.458387553915633,0,0.233819346732228,0,0,0,-0.106849453755359,0,0,0,0,-0.190822736306936,0,0,-0.136928583882176,-8.67361737988404e-19,0,-0.730023532378352,0,0,0.100650001629336,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.383394067695348,0,0,0,0,0.0943872760854647,0,0,0,0,0.183479153185116,-0.0947334790815516,0,-0.0372006419466562,0,0,0,0,0,0,0,0,0.0762321448983101,0,0,-0.172857290155365,0,0,0,0,0,0,0,0,0,0,0,0.0951205116534901,0,0,0.00579450777820911,0,0,0.310500747085968,0,0.0736372650668687,0,-0.0264976490941825,0,0.118131290053413
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0,0,0
X601288.CH.EQUITY,0,0.410706295001174,0,0,0.123689493702284,0,0,0,0,0,0,0.0454217467351329,0.249278945967419,0,0,0,0,0,0,0,0.140795904204925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165922139389111,0,0,0,0,0,0,0,-0.0718172835012778,0,0,0,-0.101606643661686,-0.0781047477768378,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.490610057327415,0,0,0,0,0,0.172909460078347,0,0,0,0,0,0.289613892662314,0,0,0.215391478482558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496820094816111,0,0,0,0,0.166368861291917,0,0,0,0,0,0,0,0,0.332107002418324
X600036.CH.EQUITY,0,0.041403591589392,0,0.0707720625000565,0,0,0.0069906576263061,0.0505805338454494,0,0,0,0,0,0,0,0,0,0,0.0204764773004958,0,0,0.175379383859903,0.0636412052525028,0,0,0,0,0,0,0,0,0,0.0598593028330694,0,0,0,0,0,0,0,0,0.138157245469595,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00880108835639784,0,0,0.123755630380367,0,0,0.170094217697279,0.00763517696743853,0,0,0,0,0,0.105247638706297,0,0,0,0.0158960473128503,0.085595243281547,0,0,0,0,0,0,0,0,0,0,0.132257484486302,0.334104404070378,0,0,0,0,0,0,0.050181469866519,0,0.1091405031347,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.35023074437622,0.0566638936311347,0,0,0,-0.114268504032648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761603524731046,-0.0259530999571172,0,0,0,0,0,0,0,0,0.0879008844819577,0,0,0,0,0,0.150283928108693,0.0794502213483799,0,0,0.0619063863788014,0,0,0,0,0,0,0,0.0193120278449883
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0,0,0
X601658.CH.Equity,0,0.097142131647728,0,0.144222412177231,0,0,0,0,0,0,-0.0497214625905355,0,0,0,0,0,0,-0.124117801452958,0.129581891589963,0.288504000422634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852234600591174,0.289040532609603,0,-0.0224961333816981,0,-0.0230575121647848,0,0,0,0.0419281427259437,0,0,0,0,0
