,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.129833641044624,0,0,0,0,0,0,0,0.0564275837930376,0,0,0,0,0,0,0,0,-0.0696399741392573,-0.187846346868873,0,0,-0.190393176344489,0.0135172487161181,0,0,0.0222352299214054,0,0.623275906250343,0,0,0.198504538244909,0,0,0,0,-0.00758768836242718,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142693678755484,0,0.111459362284593,0,0,0,0,0,0,0.0568104248559495,0,0,0,0,0,0,0.0932254126648791,0,0,0,0,0.0681309794978861,0,0.0242236619196603,0.0130769454770084,0,0,0,0,0.340062411623078,0,0,0,0,0,0,0.0300048998023208,0,0.0160150992915883,0,0.0237874127701689,0,0,0,0,-0.0335960539377862
X601939.CH.EQUITY,0.220012692253526,0,0,0,0.0434087105015565,0,0,0,0,0.190361962420966,0,0,0,0,0,0,0,0.0992658939623324,0,0,0.00676003665691499,0,0,0,0,0,0,0,0,0.111221074147511,0,0,-0.148079092399082,-0.0525272049634632,0,0,0,0,0.0624446445369729,0.422006421111887,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.252742035065914,0.222630274689744,0,0.435279465173716,0,0,0,0.115645535209975,0.0788623698665292,0,0,0,0,0,0,0,0,-0.0592353066220073,0,0,0,0,0,0,0,0,-0.59485876896933,0,0,0,0,0,0,0,0.28007136422532,0,0,0,0,0,0,0,0,-0.0507688625645919,0
X5.HK.EQUITY,-0.0476099310473845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490964787328831,0,0,0.44799677287733,0,0,0,0,0.0530309639008807,0.0921818175685745,0,0,-0.112833719365972,0,-0.0272379799789527,-0.164244832847442,0,0,0,0,0,0,0,0,0,-0.0723571149781842,0,0.174921413578564,0,0,0,0,0,-0.125166641486882,0,0,0
X601988.CH.EQUITY,-0.257730075943253,0,0,0,0.430166340801606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656983380623503,0,-0.0700103941129924,0,0.0225296896255491,0,0,-0.46750404384985,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.114505605204029,0,0,-3.46944695195361e-18,0,0.103186745661199,0,0,0,0,-0.0328257142964976,0
X600036.CH.EQUITY,-0.0866821989733507,0.631456149176833,-0.0244573677130502,0,0,0,0,0,-0.142425254121203,0.191359497340008,0,0.453720100541677,0,0,0,0,0.0453739230154311,0.0287635218405914,0,0,-0.251103502568372,0,-0.170407694453249,0,0.216120705371334,0,0,0,0.0872322002749677,0,0.136322830461168,0,-0.137986378324428,0,0,0,0,0,0,0,0,0.0664089794229888,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0620540847522066,0.000257566910326189,0,0.179605519340968,0.00144854646003365,0,0,0,0,0,-0.0256223565627141,0,0,0.104128238402864,0.00687008991326188,0,0,0,0,0,0,0,0,0,0.219823617509955,0,0,0,0,0,0.155681728448898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.037988064406154,0,0,0,0,0,0,0,0.0794123783512901,0,0,0.334813109151733,0,0,0,0,0,0,0.0117315693323971,0,0.0229737795894453,0,0,0,0,0,0,0,-0.00450305202817042,0,0,0,0,0.174661660600482,0.135371142896756,0,0,0,0,0,0,0,0,0.0113667879548739,0,0,0,0,0,-0.152247587599793
X601328.CH.EQUITY,0,0,0.02273715198688,0,0,0,0.0801118933374548,0,0,0,0,0.32888971619355,0,0,0,0,0,0,0,0,0,0,0,0,0.256824106355872,0.100060769975782,0,0,0.0527921729192387,0,0,0,0,0,0,0,0,-0.223367880390557,0,0,0,0,-0.0809891748742273,0.149633923211895,0,0,0,0,0,0,0,-0.372254345320367
