,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.265253496634431,0.160313840660315,0,0,0,0,0,0,0,0,0,0,0.188511090091122,0,0,0,0,0,0,0,0,0,-0.297073915393102,0,0,-0.190186595188502,0.853102977068895,0,0,-0.0384227585745727,0.0516890212141693,0,-0.0300558797492753,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,-0.092953936979904,0,0.281610386597948,0,0,0,0,0,0,0.110506523169665,0,0.147226053258098,0,0,0,0.137520243719398,0.00622503825972543,0,0,0,0,0,0,0,0.0198616136933658,0,0,-3.46944695195361e-18,0,0,0,0.125249368466802,0,0.0483269535569577,0.265404007152013,0,0,0,0,0,0,0,0,0,0,0,0,-0.134560862052198
X601939.CH.EQUITY,0.271485189032936,0,0,0,0.0847023811216651,0,0,0,0,0.159918006797652,0,0,0,0,0,0,0,0.0783408128809622,0,0,0,0,0,0,0,0,0,0,0.0602289353204073,0.0593717798305579,0,0,0,-0.223780402369648,-0.175486786800373,0,0,0.120518007544935,0.480967896628424,0,0,0,0,0,0,0.0707721368641983,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.354953746936541,0.0939065500436531,0.0479468277274659,0.394190821638718,0,0,0,0.270598260891926,0.0234980798519961,0,0,0,0,0,0,0,-0.182146594971489,0,0,0,0,0,0,0,0,-0.606659173415806,0,0,0,0,0,0,0,0,0,0,0,0.408401777829276,0,0,0.126244211174346,0,0,0,0
X5.HK.EQUITY,-0.0527438956949591,-0.15285394465105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622275196208788,0,0.225492420277741,-0.0426358560871747,0.223151066727265,0,0,0.103598574536357,0.18755175221037,0,0,0,0,0,0,0,-0.0540295801374609,0,0,0,0,-0.0714006317444171,0,0,0,0,0.0363114158379137,0,0,0,0,0,0,-0.09849697389956,0.155330770847212,0,0
X601988.CH.EQUITY,-0.103746800695367,0,0,0,0.379455184661834,0,0,0,0,0,0,0,0,0,0.0679871967174296,0,0,0,0.445862195847783,0,0,0,0,-0.111203938027139,0,0,0,0,0,-0.332609214092099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781259378648529,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.391757897703061,-0.0685931891251215,0,-0.0338562319899105,0.0223437104190341,0,0,0,0.559833924612825,0,0.0936248031810741,0,0,0,0,8.67361737988404e-19,0,0,0,-0.100322357368391,0,0,0.270640904527203,0,0,0.105552549675313,0,0,0,0,0.0389867985335877,0,-0.301230449801829,0,0,0,0,0,0,0,0.124239771265197,0,0,0.139380590538286,-0.0385539112712456,0,0,0,0,0,0.0512660081547843
X1299.HK.EQUITY,0,0,0,0,0.181995045859988,0,0,0,0,0,0,-0.0783263941183034,0,0,0.0322404148478261,0,0,0,0,0,0,0,0,0,0,0.158957462728937,0,0,0.101888943780768,0,0.25364739610164,0,0,0.0589964867087469,0,0,0,-0.0350843685819241,0,0,0,-0.0928562356820891,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.00220204268801488,0.0354700544773243,0.0267359792004975,0,0,0,0,0,0,0.0870989942280009,0,0,0.430810975278547,0,0,0,0,0.0440816522363527,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415341682009445,0,0,0,0.131590413736425,0,0,0.0134163117479154,0.125114328834786,0,0,0,0,0,0.0645473267316814,0,0,0,0,0,-0.147585697093208
X601328.CH.EQUITY,0,0,0,0.00659966463874782,0,0,0.481661921722064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538358236541543,0,0.215817486723539,0,0.178428885478006,0.108557372375042,0,0,0,0,0,0,0,-0.17082964245079,0,0,0,0,0,-0.0561752826362894,0,0.102661450564004,0,0,-0.029152336104276,0,0,0,0,0,-0.232583535186239
