,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.508831384307473,0,0.156991752522969,0.0967558985603756,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0568838349108947,0,0,0.0137806043361437,0,0,0,0,0,0,0,0,0,0,0,0,0.0492328654603496,0.114396023431362,0,0,0,0,0,0.0105686604124113,0,3.46944695195361e-18,0,-2.16840434497101e-19,0.136444161168498,0,0,0,-0.156083494469085,0,0
X601318.CH.EQUITY,0,0,0,0,0.0112403714622864,0,0,0,0.139723273196024,0,0.0789557988460305,0,0,0.0543747067378218,0,0,0,0,0.107067919112893,0,0.224663639634445,0,0,0,0,0,0,0.069269809172046,0,0,0.0584229145203662,0,0,0,0,0.107591899330552,0,0,0,0,0,0,0,0,0,0.0231254946724584,0,0,0,0,0,0,0.076333860375564
X601939.CH.EQUITY,0.172855005059727,0,0,0.41255525570563,0,0,0,0,0,0,0.123655822023806,0,0,0,0,0,0,0,0,0.144375963766168,0,0,0,0,0.0987052259943728,0.239753522665508,-0.0797861965816881,0.0170685741301224,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0243210219747496,0,0,0,0,0,0,0,0,0,0,0.0204006709773448
X601288.CH.EQUITY,0.186910831004327,0,0.0547858177173338,0,0,0.0553289483097312,-0.0854020037532429,0.288212921798458,0.101771670932464,0,0,0,0,0,-0.0259093180170435,0.143727132709592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156289343511351,0,0,0,0,0,-0.12228469505254,0
X600036.CH.EQUITY,0,0.143850774442324,0,0,0,0.0709957002119185,0,0.127876168104177,0,0,0,0,0,0.184726508729383,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.317587771752187,0.0520793917067218,0,0.0226334688270495,0,0,0,1.73472347597681e-18,0,0,0,0,0.0794364499328856,0,0,0,0,0,0,0,0,0,0,0,0.0191791720720907
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.142807323343926,0,0,0,0,0,0.110555419486261,0,0,0,0,-0.0801822826333518,0,0,0.0286276341150409,0.216385459107674,0,0.0783153820589951,0,0,0.50558424769905,0,0,-0.020881359842129,0.0733345036779061,0,0,0,0,0,0,0,0,0,0,0.0736928649964337
X1299.HK.EQUITY,0,0,-0.189431507817347,0,0,0,0,0,0,0.146058086789899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581231467848899,0,0,0.0151317215669639,0,0,0,0,0,0,0,0,0.0224987798038941,0,0.207225152198364,0.250034847344638,0.0820052577864964,0.194013280821394,0.101744207288352,0,0,0,0,0,0,0.0753915802827807,0
X601988.CH.EQUITY,0.032745566589971,0.0196874372896284,0.0495992366460134,0.176932906085062,0.364507870739327,0,0,0,0,0,0,0,0,0,0,0.197923353660388,0,0,0,0,0,-0.00874772350415672,0,0,0,0,0,0.0768977266809233,0,0.0187987534688089,0,0,-0.118268637125875,0,0,0.295639159955042,0,0,-0.0757731208592144,0,0,0,0,0,0,0,0,0,0,0,0,0.0457235462826126,0
X5.HK.EQUITY,0,0.0056988938754123,0,0,0,0,0,0,0,0,0,0,0,0.0938247911342192,0.0327942496523131,0,0,0,0,3.46944695195361e-18,0,0,0.102191711283019,0.00453987235911654,0,0,0.020853098922378,0,0,0,0,0,0,0,0,0,0,0,0.460029957549167,0,0,0.235373344603807,0,0.162243718666152,0,0,0,0,0,0,0,0.00797700009929025,0
X388.HK.EQUITY,0,0,-0.212443634029805,0,0,0,0.105308289051484,0,0,0,0,0,0.165909167413415,0.003325274860941,0,0,0,0,0,-0.0893987217402933,0,0,0,0.209467810342912,0,0,0.201275208215073,0,0,0,0,0,0.145807975949106,0,0.142902825278773,0,0,0,0,0.153541792794986,8.67361737988404e-19,0,0,0,0.0511460917631156,0,-0.143449460182628,0,0,0,0.165746493812664,0,0
X601658.CH.Equity,0.178754423759265,0,0,0,0.229609172876406,0,0,0,0,-0.0575201060776648,0,0.328171482960443,0,0,0,0,-0.0190985504686582,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157576800444166,0.111111000085206,0,0,0,0,-1.73472347597681e-18,0,-0.0598919962166213,0,-0.0322754598139156,0,0,0,0,-0.112700534576663,0,0.0626023661592722,0,0,0,-0.0238665821660095,0
X601166.CH.EQUITY,0,0,0.0858756336440198,0,0.13832936296215,0,0,0,0,0,0.0759493907908961,0,0,0.111796533975209,0,0,0,0.0698778799478483,0,0,0,0,0,0,0,0,0,0,0.198944357250085,0,0.387175886836223,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0140161504961875,0,-0.0221959508387611,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0118187722905912,0,0,0,0,0,0,0,0,0,0.541984478724204,0,0,0,0.227859973986889,0,-0.0551704458721562,0.17764961392153,0,0,0,0,0,0,0,0.014868477487618,0,0,0.0361171957860191,0,0,0,0,0.237240431496624,-0.0545911343108709,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.656476011380497,0.0651765416318323,0,0.0516563194706958,0,0.101407452198638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167944491925038,0,-0.240300648348786,0.102062420667539,-0.124269734678943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229914155463802,0.115155429910697,0,0,0,0
X000002.CH.EQUITY,0,0,0.12909768081949,0.0851373833825519,0,-0.248495624976881,-0.0872108262334633,0,0.143642765127539,0.0844676375447013,0.0521619916300723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322559365358543,0,0,0.0506636769119807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107158749881052,0,0
X601328.CH.EQUITY,0,0.0136658896459564,0,0.24143405337822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384670760362856,0,0,0,0,0,0,0.0370739925451239,0,0,0,0.0315724009140851,0,0.0358265462379797,0,0,0,0,0.202033709706801,0,0,0,0,0.0267161511860976,0,0,0,0.104992550463241,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.028008718629632,0,0,0,0.018368232404322,0,0,0,0,0,0.630542120861205,0,0.0533693643574842,-0.0570117794895291,0,0,0,0,-0.0454942419544369,0.0305747131636385,0,0,0,0,0,0,0,0,0,-0.0412827137166539,0.0281090121404191,0,0,0,-0.0109200531100802,0,0,0.188313787676744,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.257169051326281,0,0.16981677145402,0,0.185175889275712,0,0,0,-0.111681534679592,0,0.129721015378129,0,0.104685004135847,0,0,0,0,0,0,0.255763712500003,0,0,0.00181401947070944,0,0,0,-0.0732456787310891,0.026963426863001,0,0,0,0,0,0,0,0,0.0338036014254425,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0909763761765858
X600000.CH.EQUITY,0,0.213183832037202,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.373610081872055,0,0,0,0,0,0,0.0339850435235168,0,0.0547970921804939,0,0,0,0,0,0.00781956898184186,0.0387295333747555,0,0,0,0,0,0,0,0,0.0479328067120486,0,0,0,0,0,0.00820686399917023,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0449150875570527,-0.000722977806886743,0,0,0,0,0,0,0,-0.144421170032705,0,0,0,0,0,0,0.127555143079888,0,0,0,0.0762371594409401,0,0,0,0.0934273912883719,0,0,0,0,0,0,0,0,0,0,0.304375225342858,0,0,0.289363154861426,-0.601662808945379,0,0,0,0,0,0.0763103971996977,0.0675852236093638,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2800249215993,0,0.11440409770405,0,0.0291596147064772,0,0,0,0,0,0,0,0,0,0,0,0,0.057361179052851,0.229698883900695,0,0,0,0,0,0.165733390542434,0,-0.0362995520763977,-0.0683043190252569,0,0,0,0,0,0,-0.0751941499083245,0,0,0,0,-0.0241911257740103
X1109.HK.EQUITY,0,0,0,0,0,0,0,0.0199003439281789,0,0.0584225032487339,0,0,0,0.00737102008109141,0,0,0,0.138700505889787,0,0.154636390939493,0,0,0,0.00165054200394677,0,0,0,0,0,0.118243656007358,0,0,0,0,0,0.160759833921401,0,0,0,0,0.0489337316009791,0,0,0,0,0,0,0,0,0,0,-0.0884648914469851,0.0627413015218855
X2388.HK.EQUITY,0,0,0,0,-0.0996925509290643,0,0,0,0.169057969683939,0,0,0.0469449624296742,0,0,0,0,0,0.0255414305253928,0,0,0,0,0,0,0,0,0.070290670195866,0,0,0,0.361291007991129,0,0,0,0,0.185375642912724,0,-0.209922505213084,0,0,0.060390417553255,0.191948116736679,0,0,0,0.0301955115431318,0,0,0,0,0,0,-0.0699754571042478
X300059.CH.EQUITY,0,0,0,0,0,0.0133000000299226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103949701700555,0,0,0,0,0,0,0.138272842379058,0.172817497233415,0,0,0,0,0,0,0,0.0448504081503374,0,0.320422983834029,0,0,0,0,0.162511538851009,0,0,0
