,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0453942548493926,0,0.146409758577325,0,0,0,0,0,0.111595515604243,0,0.351818110621217,0,0,0,0,0,0,0,-0.0680556361899062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137815798960294,0,0,0,0.183379939755884,0,0,0,0,0,0,0,0,0.186222688227563,0,0.00895644127999395,0,0,0.104275461579938
X601318.CH.EQUITY,0,0,-0.090922364687917,0,0,0.0582097328697633,0,0,0.184223832688924,0,0.0576089524815738,0,0.1448051639211,-0.0170664618223715,0,0.250780402912904,0,0,0,0,0,0,0,0,0,0,0,-0.0714640071124422,0,0,-0.178212776324699,0,0,0,0.274397959019226,0,0,0,0.07630367318232,0.201834810407837,-0.236846804722182,0,0.188698347353744,0.197958529686313,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.410665167712528,0,0,0,0.025762456044644,0,0,0,0,0,0,0.0937313334601447,0.0150136367926797,0,0.0914768113112803,-0.107576712397554,0,0,0,0,0,0,0,0.0936147607813495,0,0.0879806188464627,0,0,0,0,0,0,0,0,0,0,0,0.08818638357166,0,0,0.428276611323228,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.15489407557865,0,0.168494248144796,0,0,0.38925838429772,0,0,0,0,0,0,0,0,0,0,0.0869963192868224,0,0,0.0235493040693242,-0.0717417463085425,0.0321963195446914,0,0,0,-0.0787143537969561,0,0,0,0,0,0,0,0,-0.0894594805544369,0,0,0,0,0,0.210552200572466,0,0,0,0,0,0,0.126418485304298,0,0,0,0,-0.00909655950269014
X5.HK.EQUITY,0,-0.129847643125328,0,0.23128576265565,0,0,0,0,0,0,0,0,0.108330127416416,0,0,0,0,0,0,0,0,0.451132456872384,0,0,0,0,0,0,0,0,0.380560324653891,0,0.0210025362313084,0,0,0,0,0,0,0,0.0275526910551817,0,0,0,0,0,0,0.167787446251501,-0.123529655853849,0,0,-0.0838607549630245,0
X601988.CH.EQUITY,0.223833484973351,0.0857140838069622,0.0960865111913229,0,0,0,0,0,0.216720822799238,0,0,0.266300012419761,0,-0.0700068604727643,0,0,0,0,0,0,0,0.0289505150953862,0,0,0,0.0489304118472034,0,0,0,0,0,0,0,0.181388567190449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0458561982096397,-0.0656925549186716,0,0.225360301131341,0,-0.0657409040713357,0.02633266053882,0,0.301753043490524,0,0.230824519104574,0,0,0,0,0,0,0.0372221367852724,0,0,0,0,0,0,0,0.034634525630932,0,0.0489998365651282,0.0388659095957548,0,0.0892638881037318,0,0,0,0,0,0,0.0768498105478116,0,0,0,0,0,0,0.059235430778781,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0829910780064873,0,0,0,0.117667844998453,0,0,-0.120426010246817,0,0.0325840598111239,0.238259617418076,0,0,0,0,0.017000116574199,0,0,0.0662939980418578,0.0609138581993321,0.095119531755392,0,0,0,0,0,0.0196576808685775,0.207802950645579,0,0.0283383629784837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0350655954046335,0.286961060662875,0,0,0.0982521509945695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950092491258368,0,0,0,0,0.279772720004275,0,0,0.0153337846821311,-0.164379481502715,0,0,0,0,0,0,0,-0.167329132595109,0,0,0.0385313560785868,0.0323542763633687,0,0,0,0,0.120643328226518,0,0,0,0,0.0482002119476831
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.29852858035627,-0.648738612328508,0,0.134209794806057,0,0,0,-0.0822455150611345,0,0,0,0,0.581953433042692,0,0,0,0,0,0,0,0,0.130157018427814,0,0,0,0.391284692271421,-0.0690924174461126,0,0,-0.251968998443099,0,0,0,0,0,0.604612340354306,0,-0.293838896097908,0,-0.245742580239567,0,0,0.271892815996763
