,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0886218174726971,0,0.415643201268865,0,0,0.0463266791956064,0,0.240250371870422,0,0,0.147155711121385,0,0,0,0,0,0.026562840863171,0,0.00819895859762224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059969781582945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.40129170512578,0,0,0.115782701318185,0,0,0,-0.0716728003150903,0,0.0177280690253128,0,0,0.399906045331457,-0.0390582450935132,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0984558232530295,0,0,0,0,0,0,0.132870040948267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0073506387199571,0,0.0197406613080542
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.453236900438109,0.000565890845816687,0,0,0.405381279121614,0,0,0,0,-0.0200935395563542,0.0435390065767591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404311911050433,0,-0.0522147064124074,0,0,0,0,0,0,0,0.0673874999040172,0,0,0,0,0,0,0,0,0,0,0,-0.0283945470439638
X601988.CH.EQUITY,0,0,0,0.279227998892691,0,0,0,0,0,0.00144997285585157,0,0,0,0,0,0,0,0.136289554870266,0.135520579191919,0,0,0,0,0,0,0,0,0,0.001480087180502,0.0667994864209835,0,0,0,0.0119100133304363,0,0,0.0472307014152951,0,0,0,0,0,0,0.165942887600078,0,0,0.14764008966662,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.054880785454434,0,0,0,0.139010191486672,0.241272679951312,0,0,0,0,0,0.617047528761187,0,0,0.0374485997917377,0,0,0.381341005085484,-0.450536956656666,0,0,0,0,0,0,0,0,0,0,0,-0.0903847294326094,0.109008208809375,0,0,0,0,0,0,0,0,0,0,-0.0994465046853965,-0.0314107282587493
X600036.CH.EQUITY,0,0,0.0192353476051389,0,0,0,0,0,0,0,0,0.485577655562343,0,0,0,0,0,0,0,0,0,0,0,0.0452714694465772,0,0.145552457163386,0,0,0,0,0,0,0,0,0.0918411922779796,0,0,0,0,0,0,0.0398134110956185,0,0,0,0,0,0,0,0.223512771041983,-0.00716875446785614,0,0.0242008692488851
X1299.HK.EQUITY,0.000852994496179072,0,0,0,0,0,0.104342696654472,0,4.33680868994202e-19,0,0,0,0,0,0.107438196278194,0,0,0,0,0,0.228735097693071,0,0,0.0995988235050773,0,0,0,0.103647224467277,0,0,0,0,0,0,0,0,0.178981670952519,0,0,0,0.185076315377845,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0725227203441223,0,0,0,0,0,0.0927669883127819,0,0,0,0.198225028474538,0.373649783668839,0,0,0,0,0,0,0.0673625729064744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0410295385900365,0,0
X601658.CH.Equity,0,0,0,0,0.155396528841082,-2.77555756156289e-17,0,0,0,0,0,0,0,0,-0.265980193651104,0,0,0,0,0,0,0,0,0.0683454842382395,0,0,0,0,0,0.569266778745644,0,0,0,0,0.121880138710026,0,0,0,0,0,-0.396935399357407,0.0580761421220543,0,0,0,0,0.773094669477784,0,0,0,-0.0494629035161059,0,-0.132681102313956
X601328.CH.EQUITY,0,0,0,0.284830083478252,0,0,0,0,0,0,0,0,0.251034706836972,0,0,0,0,0,0.344534969381335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899245157377437,0,0.04732985720552,0,0,0.00917985338119809,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.00528805626019622,0,0.0651925435646774,0,0,0.161232719761479,0,0,0,0,0,0.0708962922327054,0,0,-0.0151561948818284,0,0.00245574091706395,0,0,0,0,0,0,0,0,0,0,0,0,0.31913472851416,0,0,0,0,0,0,0,0.0751946230824937,0,0,0,0,0,0,0.245790746793918,0,0,0,0.0945244181553813,0,0,0
X600000.CH.EQUITY,0,0,0,0.0185098676365903,0,0,0,0,6.93889390390723e-18,0,0.385238204204782,0,0,0,0,0,0,0,0.197674226975359,0,0,0,0.152198364740353,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.118389355934531,0,0,0,0,0.118836364322799,6.93889390390723e-18,0,0,0,0,0,0,0
