,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.032952903227226,0.476160721542387,0.014943452809059,0,0,0.0904693314469272,0,0,0.0828844616372257,0.0675682957288227,0,0,0.17649035714945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286788503487054,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.118595688431618,0.285375142696463,0,0,0,0,0,0,0,0,0.318931752408653,0.0877436005755612,0,0.0724889377401805,0,0,0,0.0644418633627648,0,0,0,0,-0.0278552354067585,0,0,0,0,0,0,0,0.0060648377821177,0,0.0442249019531052,0,0,0,0,0,0,0,0,0.0198757510251702,0,0,0.00935183404137666
X601939.CH.EQUITY,0.131748674175602,0,0,0.517489206885423,0.0874957356896381,0.0807619010092422,0,0,0,0.0719400340865965,0,0,0,0,0,6.93889390390723e-18,0,-0.047217495193917,0,0,0,0,0,0,0,0,0,0.179425782507619,0,-0.00773618042229839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006410827344701,0,0,0,0,0.0469167018507532
X601288.CH.EQUITY,0,0,0.211681359049531,0,0,0,0,0,0.0118800472725409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273529281404426,0,0.195482102103764,0,0,0,0.0474285403818346,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0962185653785788,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0565777458988647,0,0,0.207414215395235,0,0.206201266698812,0,0,0,0.212034429725988,-0.0085126633743222,0,0,0,0,0,0.195634910846954,0,-0.24454893494057,0,0,0,0.0459742021153999,0,0,0,-0.0612262645626893,0,0,0,0,0,0.189901143895084,0,0,0,0,0.0806221924688592,0,0,0,0,0,0,0.171385693867302,-0.00759342515666921,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.262259180308659,0,0,0,0.106905127096851,0,0,0,0,0,0,0.0351493160603374,0.109414577613867,0,0,0,0,0,0,0,0,0.0883670799829382,0,0,0,-0.191648330379693,0,0.0605210953987009,0,0,0,0,0,0,0,0,0,0.0798723460830775,0,0,0,0,0,0,0,0.151144118682285,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173441761490838,-0.0944271494926859,0,0.103978610831141,0,-0.0345347102874494,0,0,0.0345110866517067,0,0,0,0.471920542484518,0.0314491256195467,0.0414475318824117,0,0,0.082629491745404,0.111312632656413,-0.0371513007914456,0,0,0,0.089538231346804,0,0,0,0,0,0.266153024932905,0,0,0,0.111877552455401,0,0,0,0,0.0752414651009021
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303388897048035,0,0,0,0,0,0,0,0.0734489242616329,0,0.06288661912165,0,0.118948216318114,0,0.0375189950063058,0,0,0,0.230304811861474,0,0,0,0,0,0,0,0,0,-0.0765597966173234,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.148206944307319,0,0.0503248633104885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10454908155606,0,0,0,0,0,0,0,0.147774491451922,0,0,0,0,0,0,0,0,0,0.0208808828761646,0.366373971341055,0,0,0,0.118945147135824,0,0.0565614127143994,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.371514665913914,0,0,0,0,0,0,0,0,0.406983194113827,0,0,0,0,0,0,0,0,0.00961406502070769,0.039871986776686,0.128101258575722,0,0,0,0,0,0,0,-0.017106392906271,0,0,0.0280981406565913,0,0,0,0,0,0.0996868233699056,0,-0.0228814093295143,0.214957781345087,0,0,0,0.0771939012324978,0,0,0,0,0
X601166.CH.EQUITY,0.10703149474048,0,0.0523799985585928,-1.38777878078145e-17,0,0,0.0307079533041549,0,0,0.161493463916452,0,0.32520963899609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231617851198186,0.0492968094850003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754989869933755,0,0
X600000.CH.EQUITY,0,0,0.107400455879103,0,0.0797612052394477,0,0.0955255216375126,0,0,0.0832688318539557,0.515182518516672,0,0,0,0,0,0,0,0,0.0746390639184207,0.21803715008769,0,0,0,0,0,-1.73472347597681e-18,0,0.11779593731784,0,0,0,0,-0.152702387265045,0,-0.0710538701225476,0,0,-0.0453716119523508,0.01007830029417,0,0,0,0,0,-0.0762912492028816,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.132439863045382,-0.20624008087809,0,-0.059328579769179,0,0,0,0,0,0,0.105621256842561,0,0,0,0,0,0.272460869808838,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,-0.123241603536286,0,0.117614589091959,0.0408596238983865,-0.0413989818229829,-0.0534600851194511,0,0,0,0.0803206139133216,0,0,0,0.393515253743789,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.172934296798106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579752982287109,0,0,0,0,0.0267874583724877,0.256526716105563,0,0,0,0.602775065361823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182608528031714,0,0.110543120676979,0,0,0,0,0,0
X16.HK.EQUITY,0,-0.0797901581657487,0,0,0,0,0,0,0,0,0,0,-0.0322166371699554,0,0,0,0,-0.238931358103695,0,0,0,0,0,0,-0.106093991000456,0,0,0.0307663689380559,0,0.201417991960109,0.222411934822525,0,0.214760445752013,0,0.650096352289835,0,0,0,0,0,0,0,0,0,0,0,-0.101232315420839,0,0,0,0,-0.0111234633623918
X000002.CH.EQUITY,0,0,0,0,0,0,0,0.0407959624793615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821107910054902,0,0,-8.67361737988404e-19,0.674000043738622,0,0.126299401228741,0.115987258624393,-0.0107938334440806,0,0,-0.0408825850646296,0,0,0.0109143030171798,0,0.0481943127139074,0,0,0.02820821829742,0,0,-0.0884916717219629,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.395275327258139,0.226302773128497,0,0,0.286627705144574,0,0,0,0,0,0,0.165799874575033,0,0,0,0,0,0,0,0.0607169160431454,0,0,0.0924868411609797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226294946946922,0,0,0
X601601.CH.EQUITY,0.0750979129953773,0.105676208064032,-3.46944695195361e-18,0,0,0,0.0409143696205373,0,0.105629327457475,0,0,0,0,0.0801438273902081,0,0,1.0842021724855e-19,0,0,0,0.0228441385361854,0.0763953427689858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385450659244393,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0257607452424607,0,0
X2388.HK.EQUITY,0,0.14285887293003,0,-0.130237131907772,0.205356994458188,-0.496507013735062,0,0,0,0,0,0,0,0,0,0,0.672749325000039,0,0,0,0,0,0,0,0.0375986530936588,0,0.192374881665865,0,-0.106961657644003,-0.301452550757216,0,-0.0799935436500971,0,0,0,0,0,0,0,0,0,0.0636017122286146,0,0,-0.0830358920157338,0.0648439381621947,0,0,0,0.091825724923766,0,0
X267.HK.EQUITY,0,0,0,0.0566712612943074,0,0,0,-0.045494621250795,0,0,0,0,0,-0.130868327248292,0,0,0,-0.366085912560768,0,0,0,0,0,0,0,0,0,0,0,0.329457524629385,0,0,0,0,0.0306734609798502,0,0,0.0371138595716099,0,0.376782950191776,0.321594941130145,0,0,0,-0.0323566666543826,0.290213215872224,-0.246396790245257,0,0,0,0,0
X688.HK.EQUITY,0,0.145045509381139,0,0,0,0,0,0,0,0,0,0,0,-0.0609466327365202,0,0,0,0,0,0.0482652942672775,0,0,0,0,0,0,0.531155925098682,0,0.213276192572854,0,-0.106957196140186,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0725511867466017,0,0,-0.061418454899766,0,0,0,0,0,0,0.166635856645087
X600016.CH.EQUITY,0,0,0,0.0759179441546113,0,0,0,0,0,0.0854804454551564,0.11391279916279,0.199242650540194,0,0,0,0,0,0.129411164905991,0,0,0,0,0,0,0,0,0,0.00782678270736439,0,0,0,0,0,0,0,0,0,0,0,0.196112221784869,0,0.0277948275256433,0.234626500228724,0,0,0,0,0,0,0,0.0285286245362718,0
X601998.CH.EQUITY,0.0345033224783413,0,0,0.137614116149073,0,0,0,0,0,0.0851139777436051,0.173208739559346,0,0,0,0,0,0,0,0,0.0847872551273713,0,0,0,0,0,0.136882183435649,0,0,0,0,0,0,0.0795267570534613,0,0,0,0,0,0,0,0,0,0.0845445970212911,0,0,0,0,0,0,-0.00734532104667458,0,-0.0351649602991412
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.128602177687898,0,0,0.0458258809145428,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0972810781743202,0.154457781853218,0,0.226549634206771,0.0320223152425213,0,0.373816835929543,0,0,0,0,0,0,0,0,0.0128815802342097,-8.67361737988404e-19,0,0,0
X2007.HK.EQUITY,-0.25190730546203,0.30989633529336,0,0,0.198040258750052,0,0,0,0,0,0,0,0,0.152228368664334,0,0.0805808178816101,0,0,0.0327076847286068,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.123968314076558,0,0,0,0,0,0,0,0,0,0.0679718324966017,0,0,0.0183832087152261,0,0.0752343309077285,-0.177671826016786,0,0,0,0,0,0,-0.0396288440795359
X000001.CH.EQUITY,0,0.0557148467512317,0,0,0,0.121695175218532,0.0702622386538004,0,0.095014670902481,0,0,0,0,0,0,0,0.0126136880016886,0.0746885161926583,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0521329264751441,0,0,0,0.0761900103308638,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.132999780688915,0.0672887273658803,0,0,0,0,0,0.133088170942438,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.0299841939763329,0,0,0,0,0,0,0,0.0431488282181145,0,0.182290266633901,0.0146044416722793,0.0240319614852058,-0.0348732175331922,0.295004859983951,0,0,0,0,0,0,0.316905919890345,0,0,-0.0197108711042984,0,0,0,0.0261774560281701,0,0,0,0,0,0,0,0,0,-0.0367364195359721,-2.16840434497101e-19,0,0,0,0,0,-0.280035594596166
X601818.CH.EQUITY,0,-0.0741564807632744,0,0,0,0,0.242755261559019,0,0,0.179539455077503,0,0,0,-0.0643861299319287,0,0,0,0,0,0,0,0.442432717974044,0,0,0,0,0.195804059818433,0,0,0,0,0.0176838223956677,0,0,0,0,0,0,0,0,0,0.0991836830190709,0,0,0,0,0,0.0435442844759846,-0.0303116491010125,0,0,0
X1113.HK.EQUITY,-0.194726304121449,0,0,0,0,0,-0.0355065132688369,0.118161037864772,0,0,0,0,0,0,0,0.0703878590147441,0,0,0,0,0.015747801786582,0,-0.0165586027837448,0,0.155374791196827,0,0,0,0,0,0,0,0,0,0.158526273772599,0,0,0,0,0,0,0,0,0,0,0.282142892264692,0,0,0,0,0,-0.017025854700008
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.211121052750731,0,0,0.21992694633156,0,0.122327874424334,0,0,0,0,0,0,0,0,0,0,0,0.123116753163184,0,0,0,0,0,0.0921630685268751,0,0,0,0,0,0,0,0,0,0,0.087160213461106,0,0,0,0,0,-0.000323378567535011
X12.HK.EQUITY,0,0,0,0,0,-0.164315802226325,0,0.509320806174852,0,0,0,0,0,0,0,0,0,0,0,-0.123421541402174,0,0,0,0,0,0,0,0,0.0219705322886093,0.314240186231905,0,0.648009167261155,0,0,-1.38777878078145e-17,0,0.398305463980783,0,0,0,0,0,0,0,0,0.0590235741343104,-0.0317748998925057,0,0,0,0,0.0532209068377707
X001979.CH.EQUITY,0,0,0,0.234734182017898,0,0.0432867796902181,0,0,0,0,0,0,0,0,0,0.000313667965363446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049459587714414,0,0.15969358118481,0,0,0,0,0,0.0460161427739284,0,0,0,0,0.292130256860828,0,0,-0.0692754827458099,0,0,0.0700472396471652,0,0
X600048.CH.EQUITY,0,0,0.0919094281521594,0,0,0,0,0,0,0,0,0,0,0,0,0.0602346870489822,0,0,0,0,0,0,0.13489647196457,0.0298791099008017,0,0,0,0,0,0,0,0.173675232052607,0,0,0,0,0,0.0253350102536111,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.187457006763128,0
