,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.258835079509058,0,0,0,0.262723021583012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170043132125453,0,0,1.73472347597681e-18,0.0916003071637056,0.0353362650093624,0,0.00978560947059495,0.0602045612051739,0,0.0800753677694836,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325247071228358,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.154854543164742,0,0,0,0.0318710605808237,0.0948952753393853,0,0.0633583924977094,0,0.19472088422953,0,0,0,0,0,0,0.199044100581285,0,0.0535240346983097,0,0,0,0,0,0,0.19055909655895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114159436976454,0,0,0.0484117335419655,0,0,0.127157914907181,0,0,0.0442774414335021
X600036.CH.EQUITY,0,0,0,0,0,0.175467983457284,0,0,0,0,0,0,0.21654186909386,0,0.0467068253475826,0,0,0,0,0,0,0,0,0,0.103666236264976,0,0,0.0504174432387657,0.0445397271490859,0,0,0,0.10218952051213,0,0,0,0,0,-0.0960272355192828,0,0,0,-0.0762821244856031,0,0,0,0,0,-0.0597784721949265,0.374026763197295,-0.0548344002206454,0,0
X601939.CH.EQUITY,0.627223704662365,0.175493391067397,0,0,0,0,0,0,0,0,0.091107749794641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078221426351672,0,0,0,0,0,0,0,0,0,0,0.176242944806616,0,0,0,0,0,0,0,0,0,0,0.0946417431298783,0.0114055795317936,0,0
X601288.CH.EQUITY,0,0.0553817556173547,0,0.0978680699515529,0,0,0,0.469613003140539,0,-0.0119623639022518,0,0,0,0,0,0,0,0,0.0972779524477041,0,0,0,0.0575302516521867,0,0.0574954035462304,0,0,0.0201499200274474,0,0,0,0,0.043482744843504,0,0,-0.0651407395816423,0,0,0,0,0,0,0,0.126043218116824,0,0,0.0125864301635985,0.0102228103676585,0,0,0,-0.0073601705437994,-0.0733440550862337
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.110473390830864,0,0.14591005416102,0,0,-0.00721967685670564,0,0,0,0,0,0,0,0,0,0.167781522700163,0,0,0,0,0,0,0,0,0,0.0505045734331142,0,0,0,0.0317671113073636,0,0,0.250710662708813,0.0940049658001121,0,0.0575356525007321,0,0,0,0,0.282771458063855,0,0,-0.111413265083564,0,0
X601628.CH.EQUITY,0,0,-0.0549872587312437,0,0,0,0,0,0,0.161289937777199,0,0,0,0,-0.0679494032628362,0.13511505082063,0,0,0,0,-0.0325318378762132,0,0.133876706234568,-0.0667640340170925,0,0,0,0,0,-0.0258309577944774,0,0,0,0,0,3.46944695195361e-18,0,0.399279688970136,0,0,0,0,0,0.0101803666161633,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.405156416661986,0,0,0,0,0,0,0.0857656786704129,-0.00804369177096159,0,0,0,0,0.212865776621768,0,0,0,0,0,0,0.0649673958403185,0,0,0,0,0,0,0,-0.117566986716348,0,0.00963802363789664,0.0695468018713982,0,0,0,0,0.083682089424518,0,0,-0.0597937981144671,0,0.0991736361160739,0,0,0,0,0,0,-0.107066797367953
X5.HK.EQUITY,0,0.195857294344003,0,0.0674960966114829,0,0,0,0,0,-0.0930070691722791,0,0.0859163691539801,0,0,0,0,0,0,0,0,0,0,0.0749544972103214,0,0,0,0.144984872790175,0,0,0,0,0,0.0420187300801305,0,0,0,0,0,0.279153123073031,0,0,0,0,0,0,0,0.028594738210184,0,0,0,0,0,-0.0786207437100516
X388.HK.EQUITY,0,0,0,0,0,0.120483909675835,0,0,-0.108329239310749,0,0,0,0,0,0,0,0.26819727653781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.308327089770592,0,0,0,-0.100105836822438,0.290842655598711,0,0,0,0,0.00827431679564167,0,0.0209632954823102,0,0.10243592033704,0,0,0,-0.0642511459053626,-0.510623350837645,0
