,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.498436603066148,0.071706138280965,0.0451686999611145,0.0203575693922648,0.0376172857424961,0,0,0,0,0,0,0,0,0,0.0605159900903779,0,0.0803976816751145,0,0,0,0,0,0.0518649664360668,0,0,0,0,0,0,0,0,0,0,0,0,0.0300760647710118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.223282013826228,0,0,0,0,0,0,0.0635521848501052,0,0,0,0,0,0,0,0.238928138914693,0,0.0480488138003506,0,0,0,0,0,0,0.0689755473905208,0,0,0,0,0,0.0387177296090012,0,0,0,0,0.0237064068181014,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.492994111955217,0,0,0.0356948132465836,0,0,0,0,0,0.141335402249521,0,0,0,0,0,0,0,0,0,0.0131469284129861,0,0,0,0.0113345031250599,0,0,0.15923247694154,0.0491941372336436,0,0,0,0,0,0,0,0,0,0,0,0,0.0548098435838218,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.501469496351309,0.0502360215552851,0,0,0,0.0500716452363251,0,0,0,0.0651983333432161,0,0,0,0,0,0,0.182918651806105,0,0,0,0,0,0,0,0,0.00442583903240025,0,0,0.0885594734000123,0.05732579024118,0,0,0,0,0,0,0,0,-0.0515049507925926,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.312772925683002,0,0,0,0,0,0,0,0.325953357924901,0,0,0,0.213141355653189,-0.372502027120824,0,0,0,-0.0490601946223691,0.159948870040824,0,0.1428748839648,0,0,0,0.277016730395459,0,0,0,0,0,0,-0.065631490127542,0,0,0,0,0,0,0,0,-0.0802691816001629,0,0,0,0,-0.176117098078354,0
X601988.CH.EQUITY,0,0,0,0.176496894405584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297322469938276,0.0715626166470242,0,0,0,0,0,0,0,0,0.0733981173981972,0,0,0,0.00614682439432009,0,0,0,0.0927801715633861,0,0.0837877911538659,0,0,0,0,0,0.0369761940947946,0,0,0,0
X600036.CH.EQUITY,0,0.111130080211998,0,0,0,0,0,0,0,0,0.0797268902554887,0,0.233339710014586,-0.0383984415637641,0,0,0,-0.0370695679113485,0.0792149224715073,0,0,0,0,0,0.381052607289416,0,0.0551828017218381,0,0,0.0600608588321506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546337388015489,0,0,0,-0.0381812819219582,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.123442986760247,0,0,0,0,0.0967031796439508,0,0,0.082643253883339,-0.0533776491151333,0,0,0,0,0.252968083796628,0.185384333483879,0,0,0,0,0,0,0,0,0,0,0,0.0292413133762057,0,0,0,0,0,0,0,0,0,0,0.195494522258546,0,0,0,0.110826844821981
X601628.CH.EQUITY,0,0.029226604896917,0,0.0259069142756275,0,0,0,0,0,0,0,0,0.183551464200586,0.0238854562237896,0,0,0,0,0,0,0,0,0,0,0.00701318541724981,0,0.172325593715059,0,0,0,0,0.237356532931648,0,0,0,0,0,0,0,0,0,0.192642628672245,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0583945357328566,6.93889390390723e-18,0,0,0,0.0769844910059025,0.0117630319212464,0,0,0,0,0.125470130078937,0.0246654319310968,0,0,0,0,0,0,0.173760765078789,0,0,0,0,0,0,0,0,0,0.0521402974172952,0,0,0.0148145346294408,0,0,0,0,0,0.192526577649638,0.238970290538931,0,0,0,0,0,0,0,0,0,0,0
