,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.244212429911114,0,0.13378109346434,0,0.0384473506209845,0,0,0.250280862490735,0.0714591879171227,0,0.107486681031913,0,0,0,0,0,0,0.0598196311671184,0,0,-0.0873029815632107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590469429046796,0,0,0,0,0,0,0,0,0,0.0518166353443548,0.0131477170649386,0,0,0,0,0,0
X601939.CH.EQUITY,0.46206019213778,0,0,0.0176034413097211,0.000416383605999865,0,-0.0311071296143431,0,0,0,0.192585155327914,0,0,0.226234808277185,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.00857871838540467,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0,0,0,0
X601288.CH.EQUITY,0.372471345069972,0,0,0,0.37154366108628,0,0,0,0,0,0.0702909822372295,0,0,0,0.0714097083182054,0,0,0,0.0609595417148487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174658822462271,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0525089847373706,0,0.31860819963814,0,0,0,0,0,0,0.181449638385057,0,0.0821954657227343,0,0,0,0,0,0.199326928309976,0,0,0,0,0,0,0.0400597453329207,0,-0.008412325007139,0,0,0.0784751622228644,0,0,0,0,0,0,0,0,0.0645532152855547,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0197341566964744,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0305276841819127,0,0.178055877568028,0.0698176779707391,0,0,0.0920933517107144,0,0,0,0,0,0,0.130837514921613,0,0,0,0,0.237365594884546,0,0,0,0,0,0,0,0,0,0.0228315202839193,0,0,0,0.208604729494549,0,0,0,0,0
X5.HK.EQUITY,0,-0.190144565013177,0,-0.0923332572894112,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,1.22389425358612,0,-0.794753393554302,0,0,0,0.486606371727396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413210852021974,0,0,0,0,0,0,0,0,0,-0.104445356232595,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.109519495559187,0,0,0,0,0,0,0,0,0.229454342362145,0,0.121077035644323,0,0.196902180332468,0,0,0,0.0816858011061058,0,0,0,0,0,0,0.0161813096345681,0,0,0,0,0,0,0,0,0,0,0.0460663309996185,0,0,0,0.0522849209618046,0,0
X601658.CH.Equity,0,0,-0.204291583624261,0.303522529691818,0,0,0,0.116327431490663,0.0410249074247645,0,0,0,0,0,-0.234332300859012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704654873384851,0,0,0,0,0,0,0,0.00479411033432416,0,0,0,0,-0.100642383791787,0,0,0,0.620945875390165,0.0463726097170563,0,0,-0.109169068330265,0,0,0
X601328.CH.EQUITY,0,0,0,0.312884333554362,0,0,0,0,0,0,0,0,0.0610618656493193,0.411209839610102,0,0,0,0,0,0.115249852543002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029983595482481,0.038857794955602,0,0,0.0471507182710372,0,0,0.0428336916898778,0,0,0,0,0,0,0,0,0,0.0169066829738332,0
X601166.CH.EQUITY,0,0.0916042157589335,0,0.0161572128668928,0,0.158758609860199,0,0,0,0,0,0,0,0.0369741128284189,0,0,0,0,0.0245459033229793,0,0,0,0,0,0,0,0,0,0,0,0.310105384532907,0,0,0,0,0,0,0.0706639570202408,0,0,0,0,0,0,0,0.226353559076066,0,0,0,0.0848581671616043,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,-0.0796095698858066,0,0,0,0,0.0471770266818888,0,0,0.544218433554115,0,0.18695451437094,0,0.156128961367077,0,0,0.0366030033423612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.344296721782392,0,0,0,0,0,0,0,0,0.211094331304522,0,0,0,0,0.151091534277685,0,0,0,0,0,0.0317539534553818,0,0,0,0,0,0,0,0,0,0.126639816374513,0,0,0,0.121940794163172,0.0067514949473409,0,0,0,0,0,0,0
