,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0503653566588242,0,0.0760893774905378,0.128647411045565,0,0.360581630021512,0,0,0,0,0.00138630475422486,0.1009250525871,0,0,0,0,0,0,0,0,0,0.084637892926944,0,0.013061210181371,0,0,0.152478339279133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.147594769430369,0,0,0,0,0,0,0,0.274407783349186,0,0,6.93889390390723e-18,0,0,0.0614105061933746,0.204640166207581,0,0,0.155404593328906,0,0,0,0,-1.38777878078145e-17,0,0,0.0421909734889762,0,0,0.0467462919354821,-0.114065825119033,0,0,0,0,0,0.0996854962928552,0.119285010397579,0,0,0,0,0,3.46944695195361e-18,0,0,0.0136775294618538,0,0,0.00687983151486815,0,0,-0.0415086443384295
X601939.CH.EQUITY,0.309824804806046,0,0,0,0,0,0,0,0,0,0,0,0.262361184100758,0,0,0,0,0.011416483419598,0,0,0,0,0,0,0,0,-0.032440413678801,0,0,0,0,0,0,0,0,0,0.220901807340748,0,0.092172766857538,0,0,0,0,0.0995542072671153,0,6.93889390390723e-18,0.0463454582675667,0,0,0,0,0,0
X601288.CH.EQUITY,0.347189088810944,0,0.0266186348928191,0,0,0.489695109228782,0,0,0,0,0.00736619217027999,0,0,0,0.0358111176780064,0,0,0,-0.0256515621338892,0,0.00926869182623076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101069684496858,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.218261591719333,0,0,0,0,0,0.292319419274277,0,0,0,0,0,0,0,0.00587860224816476,0.661200021187348,-6.93889390390723e-18,0,0,0.0700668479170786,0,0,0,0,0,0,0.0966220388396062,0,0,0,0,0,0,0,0,-0.219797539063086,0,0,0,0,0,0,0,0,0,-0.0108307385457422
X601988.CH.EQUITY,0,0.076908077737351,0,0,0,0,0,0,0.151666825971673,0,0,0,0.181014760887687,0,0,0,0,0,0,0.119210660858556,0.133193853669467,0,-6.93889390390723e-18,0.269111398898912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.219062230399916,0,0,0.258950121740405,1.38777878078145e-17,0,0.0304879240627079,0,0.180961239726792,0,0,0,0,0,0,0,0,0,0,0.00369118670966692,0,0,0.0934232452664145,0,0,0.103964689828474,0,0,0,0,0,0,0,0.0495161736160653,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0638141884751043,0,0,0,0.437547305074558,0,0,0,0,0,0.167144303342596,0.132255596348523,0,0,0,0,0,0,0.288674417651089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.385834855929983,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117588430239335,0.0964185746492386,0,0,0,0.13536720145776,-0.0201191706524586,0,0,0.0482776166378419,0,0.232065278575381,0,0,0,0,0.118234627364247,-0.0128925804174806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.440305059893605,0,0,0,0,0,0,0.22895031698081,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452855826469765,0,0,0,0.140168849423722,0,-0.0949272644194822,0,0.3324626870396,0,0,0,0,-0.0271403905181272,0,0.861796063534701,0,0,0,0,0,0.298301996436351,0,-0.235342665435345,0,0,0
