,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0353816665095753,0.175995723646977,0,0.0289146901818971,0.0102446132174456,0,0,0,0,0,0,0,0,0,0,0.225178885238678,0,0,0,0,0.0692962372921323,0,0.0132943635005527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059023104570379,0.018926586454908,0,0.0289809433413537,0,0,0.0630955480067029,0,0,0,0.0335883686707366
X601318.CH.EQUITY,0,0,0.0977031816848981,0,0.100649612000261,0,0,0,0.120772887640145,0,0.0981788078233287,0,0.0381949090814739,0,0,0,0,0.0680536099064052,0,0.190394721713679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436345111170764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146882517526969,0
X601939.CH.EQUITY,0,0,0,0.0764839482058041,0,0,0,0,0,0,0.109035344880929,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.640816206429088,0,0.150099103477588,0,0,0,0.0821436389428014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.108550359754616,0.118323258591964,0.0374477458898728,0,0,0.133349552403324,0,0.377109893936916,0,0,0.0618041210983724,1.73472347597681e-18,0,0,0.0266754072113432,0,0,0,0,0,0,0,0,0,0,0,0,0.0883337200527797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358724847225383,0,0,0,0,0,0,0,-0.0362593401109038,-0.0753626452434434,0
X600036.CH.EQUITY,0.0346752731278503,0.0419557075589357,0,0,0,0,0.257082377714139,0.0462401214587571,0,0,0,0,0.220220424619464,0,0,0.148319315763552,0,0,0,0,0,0,0.181707088297235,0.232995208040149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112184426875141,0,0.0225481325165395,0.0423405006814297,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.05586949025373,0,0,0,-0.132683053406147,0,0,0,0,-0.0428931391464779,0.107376729345884,0,-0.0502137962719477,0,0,0,0,0,0,0,0,0,0,0.670345359289056,0,0,0,0,0,0,0,0.0739933454122432,0,0,0,0,0.190495814935955,0,0,-0.017283004264333,0.14387483351812,0
X1299.HK.EQUITY,0,0,-0.0956173066265961,0,0.114055141002776,0,0,0,0,0,3.46944695195361e-18,0.192430092905405,0,0,0,0,0,0,0,0,0.13896679206432,0,0,0,0,0,0.164625864927727,0,0,0,0,0,0.049338511851498,0,0,0,0,0,0,0.0329697040877695,0.132649561414566,0,0.0862748754912759,0,0.0489618866308476,0.118275192780776,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663371932948681,0.158440812779211,0,0,0,0,0,-0.00365605277767691,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0842409251066152,0,0,0.237404076068572,0,0,0.0077897168266816,0,-0.0239100487662061,0,0.100470491452091,0,0.132654201261369,-0.0107969481805883,0,0,0,0,0,0,0,0,-0.0188626403566908,0,-0.0324976069310728,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00850803296958434,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13027473495876,0,0,0,0,0,0.0852846201802762,0.179403708029166,0,0.0145212529159678,0,0,0,0,0,0,0,0,0,0,0.345829924395349,0,0,0,0,0,0.152183438729373,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850495011899759,0,0.0419122667745096,0.037663138127729,0,0,0,0,0.0348506029632011,0,0.123162587066396,0,0,0.0439811284461348,0,0,0,0,0,0,0,0.15818629074559,0,0,0,0.391089445684182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
