,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.243676988491749,0,0.178337812279621,0,0,0,0,0,0,0.198889049356917,0,0,0,0,0,0,0,0,0,0,0,0.0492049350951701,0,0,0,0,0,0,0.129535488972051,0,0,0,0,0,0,0,0,0,0,-0.0640404055674227,0.0398828083979769,0,0,0,0,0,0,0.0232924626694405,-0.0109047642747877,-0.209679545334345,0,0
X601939.CH.EQUITY,0.484196649483352,0,0,0.24945836948769,0,0,0,0,0,0,0.0209590126311692,0,0,0.0395849408902927,-0.163426155849507,0,0,0,0,0,0,0,0,0,0,0.176349345514453,0,0,0,0,0,0,0,0,0,0,0,-0.0140230059490627,0,0,0,0,0,0,0,0,0,0.0418133702656222,0.0686760937249841,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.152115166501465,0.160675004362274,0,0,0,0,0,0,0.0309731349727221,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.136964652411634,0,0,0,0,0,0.0569381609425964,0,0.0308150399255032,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296456560493994,0.0946178827028077,0,0,0.174306388164146,0,0,0,0,0,0,0,0,0.185022340481825,0,0,0,0,0.0448081285932798,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119211934912247,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.404876969078271,0,0,0,0,0,0.328794600042753,0,0,0,0,0,0.215198696045591,0,0.133384419915729,0,0,0,0,0,0,0,0,0.0644019016650539,0,0,0,0,0,0,0,0,0,0,-0.495616224840715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253121942632761,-0.0786120557415384
X600036.CH.EQUITY,0,0.0497543604883041,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.169966611833341,0,0,0,0,0.0286789983334855,0,0,0,0,0.207928553000718,0.0133167509348844,0,0,0,0,0,0,0,0,0.357871706359786,0,0,0,0,0,0,-3.46944695195361e-18,0,0.112119695848011,0,0.142431847346061,0,0,0,0.00287604433966643,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212712225115564,0,0,0.434887920551538,6.93889390390723e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0708877243005617,0,0,0,0,0,0,0,0,0,0,0.0405805293098921,0,0.0777521349194106,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.116661580339058,0,0,0,0,0,0,0,0,0,0,0.268101184014554,0.137838804260713,0,0,0,0,0,0,0,0,0.0381493966416457,0,0,0,0,0,0,0,0,0.255006144644225,0,0,0,0,0,0.198068991847278,0,0,-0.0639290521757324,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363041620748175,0,0,-0.0781773693335529,0,0,0,-0.405456192643432,0,0.629779554417928,0,0.0661278580007786,0,0.695753463613482,0,0,0,0,0,0,0,0,0,0,0.0433631222816394,0,0,0,0,0,0,-0.135913218946036,0,0.257831407142272,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.0832439712857784,0,0,0,0,0,0,-0.097187528996164,0,0.189834980320692,0,0,-0.209071879369308,0.12536515449239,0,0,0.230003287618501,0,0,0,0,0,0,0,0,0.106524826022026,0,0,0,0,0,0.477423124336549,0,0.163451803241559,0,-0.171484321479956,-0.145743643543163,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.417817476525973,0,0,0.220643275704517,0,0,0,0,0,0,0,0,0,0,0,0.103103165811621,0,0,0,0,0,0,0,0,0.028533156192898,0,0,0,0,0.223927075475172,0,0.0108673554970037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218452774837172,0,0.0335195113938292,0,0
X388.HK.EQUITY,0,0,0.423427425401018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879434835982328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456992327937537,0,0,0,0,0,0,0,0,0,0,0,0.00600239692269454,0,0,0.00135346089147321,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.033319102613572,0,0.351202670622981,0,0,0,0.0272736165041868,0,0,0,0,0,0,0,0.0139606454505857,0.0281091598715264,0,0,0,0,0,0,0,0,0,0,0.244655589224236,0.0626032566538437,0,0,0,0,0,0,0.00947205462850533,0,0,0.0330621224062453,0.0180040835402175,0,0,0,0,0,0.0848921660309297,0.134421348419764,0,0,0,0
X600000.CH.EQUITY,0.131235451753753,0,0,0.1295874332193,0,0,0,0,0,0,0,0,0.251562481411195,0,0,0,0,0,0.0296034006467225,0,0.0109952218707711,0,0,0,0,0.0536714690929208,0,0,0.15504322440805,0,0,0,0,0.0150392211964919,0,0,0,0,0,0,0.0286101235812606,0,0,0.041826157616697,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029348292541151,0,0,0,0,0,0,0,-0.0166887561569598,0,0,0.342430012349489,0,0,0,0.420557914315567,0,0.0219918979549525,0.0517320868717487,0,0.107835065542248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
