,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,8.67361737988404e-19,0.0903569879405939,0,0,0,0,0,-0.0531417376119617,0,0,0,0,0,0,0,0,0,0,-0.0800948540622329,0,0.48289494642189,0.474716535548457,0.0601404016620867,0,0.179752304982765,0,-0.202076779724684,0,-0.0774523088949879,0,0,-0.105732428537035,0,0,0,0,0,0,0,0,0,0.0470763768647317,0,0,0,0,0,0,0,0,-0.0397107051934853
X601318.CH.EQUITY,0,0,0,0,0,0.112465561169049,0,0,0,-0.0129400080776954,0,0,0.0666368944264156,0.144649207346766,0,0,0,0,0.142755607853516,0,0,0,0,0,0,0,0,0,0,0.0513885761596887,0.00501167846657156,0.0507395183020863,0,0,0,0,0.223388795333934,0,0,0,0,0,0,0,0,0,0,0,0.0724844796155025,0,0,0.142302935326586,0
X601939.CH.EQUITY,0,0.0642881237468429,0,0.814590715804645,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0308754031642055,0.0140197807077386,0,0,0.0778893939547235,0.0430662633308089,0.0213923485212635,0,0,0,0,0,0,0.0177654237999962,0.0271204147929511,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240570148966736,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.856220248836406,0,-0.0740298599891745,0,0,0,0,0,0,0,0,0,0.00579913525581238,0.0299861302314115,0.0579087624327337,0,0.163430452305208,0,0.032245239182121,0,0,0,-0.0557202178767679,0.0104874183437373,0,0,0,0,0,0,0.0247757030650331,0,0,0,0,0,-0.0484080012407293,0,0,-0.136913582544053,0,0,0,0,0,0,0,0,0,0,-0.00656080065320459
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.105510288816201,-0.0968768029879372,0.39958243524858,0,0,0,0,0,0,0,0,0,0.00275329004631141,0,0,0,0,0,0,0.00441772128047863,0,0,0,0,0,0,0,0.590167538074999,0,0,0,0,0,0,0,0,0.271380248111527,0,0,0,-0.0474545415160041,0,0.066734340350618,0
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-3.46944695195361e-18,0,-0.15961525632013,0.0816883607936026,0,0.0269862240026742,0,0,0,-0.000830788328752701,0,0.0384807491183078,0,0,0,0,0,0,-0.0725905594143109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105748521316362,0,0.010808198720722,0,0,0,0,1.01773440944075,0,0.0348245209503124,0,0
X1299.HK.EQUITY,0,0,0,0,0.156516403953164,0,0,0,0,0.125868260436314,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,-0.199525283551322,0,0.390452970720172,0,0,0.0917327870604716,0.335815003192816,0.171246836082235,0.10247241875207,0,0,0,0,0,0,0,0,0,0,0,0,-0.152295969692778,0,0.0651029304813391,0,0,0,-0.0403145503402462,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150472149724431,0,0,0,0,0,0,0.231085180200471,0,0.4804916551862,-0.129685447757459,0,0,0,0,0,0,-0.0314640134290533,0,0,0,0.00466934506036533,0,0,0,0.0108657145402897,0.0672283612342257,0,0,0,0,0.128908700661407,0,0,0
X388.HK.EQUITY,0,0,0,0,0.236381768837807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330083898929722,0,0,0,0.180376768851909,0,0,0,0,0,0,0,0,0,0,0,-0.154590270858061,0,0,0,-0.00605023356645139,0.11058480539227,0.152119400855577,0,0,-0.213009331035595,0,0.05601034991829,0
X601658.CH.Equity,0,0,0,0.229519073409284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300231220037481,0.00045076886165675,-0.0633272138601516,0,0,0,-0.0447527449521502,0,0,0,0,0,0.0627390126264871,0,0,0,0,0,0,0,0,-0.0307378351380798,0,0,0.288171959794455,0,0,0,0,0,0,0,0,0,-0.00647969777091623
X600030.CH.EQUITY,0,0,0,0,0.0426202528113348,0,0,0,-0.0585727623542925,0.053297413422384,0,0,0.263794356018344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00384058251286748,0,0.0532905249935051,0,0,0,0,0,-3.46944695195361e-18,0.227215425686292,0,0,0.2376584752947,0,0.089227016982369,0,0,0.100501518129936,0,0.0543016633227993,0,0,0,0.0402327142325234,0.0694413090557389,0,0
