,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.341392722046767,0,0.297500575326464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234636302194919,0,0,0,0,0,0,0.110531080157919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317546480437011,0,0.0997238375352466,0,-0.1239262514907,0,0
X601939.CH.EQUITY,0.396937625126546,0,0,0.238932184967393,0,0,-0.125953612450346,0,0,0,0.0138780281768858,0,0.130018834336892,0,-0.0907377350875617,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0021878205012363,0,0,0,0,0,0,0,0,0,0.203124560006632,0,0,0.0374815820617917,0,0
X601318.CH.EQUITY,0,0,0,0,0.22957680672354,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.167092315923731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251254044182743,0,0,0,0,0.185564214470555,0,0.00281261594985458,0,0,0.0295937023285807,0,0.119901762236313,0,0,0
X601288.CH.EQUITY,0.380303676558073,0.115378331024249,0,0,0.180848767673737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.141905758768023,0,0,0,0,0,0,0,0,0,0,0,0,0.0511125319898825,0,0,0,0.0689772674351996,0,0,0,0.0737907716153849,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,3.46944695195361e-18,0,0.375502738819778,0,0,0,0,0,0.249657592539524,0,0,0,0,0,0.335630778524063,0.084896808398385,0,0,0,0,0,0,0,0,0,0,0.00260275253391749,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.349975973958875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.443076071624001,0,-6.93889390390723e-18,0,0.0781796365912732,0,0,0,0,0,0,0,0.0520381891143153,0,0,0,0,0,0.0319039045077295,0,0,0.077963408351129,0,0,0,0,0.0159831835593604,0,-6.93889390390723e-18,0.0107805737237563,0,0,0,0,0,0,0,0.239050825669785,0,0.00748289610368493,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0704501523489031,0,0,0.0632739758867649,0.126603886338738,0,0,0,0,0,0,0,0,0,0.0220058653942784,0,0,0,0.154951367677018,0,0,0,0,0,0,0,0,0.217842479853807,0,0,0,0,0,0,0.085895267085475,0,0,0,0.129369379189659,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.128324904044198,0,0,0,0,0,0,0,0,0,0,-0.0122006836211433,0,0,0,0,0,0,0,-0.376635846220798,0.745302789034465,0,0,1.38777878078145e-17,0,0.50050049165635,0,0,0,0,0,0,0,0,0,0.381343595531294,0,0,0,0,-0.0932552394851812,0,0,0,0,0,0,-0.0599154841465104,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157318527573747,0,0,0,0,0.0186027893706086,0,0,0,0,0.12986814535521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153712924594506,0.175362429387598,0,0,0.0585195144213725,0,0.0626379436456844,0.0494296993719079,0,-0.110953911877437,0,-0.0265888762342483
X601658.CH.Equity,0,0,0,0.093331615143085,0.0693789214670185,0,0,0,0,0,0,0,0.138268710551317,0,0,0,0,0,0,0,0,0.0726458338902909,0,0,0,0,0.184763249796657,0.18102401669934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315824752144168,0,0,0,0,0
