,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.243975473664605,0,0.393849487478407,0,0,0,0,0.0942470518607339,0,0,0.124910416344041,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.0801641210776612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540595310619184,0,0.0200211654626145,0,-0.114900735804085,0,0
X601939.CH.EQUITY,0.35381000107595,0,0,0.286597805198459,0,0,-0.0959491864990214,0,0,0,0.00278331495118456,0,0.140038140375569,0,-0.0647232534979269,0,0,0,0,0,0,0,0,0,0,0.031599399789158,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.201199416695532,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.154235141139728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1209519447532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175456713707066,0,0,0,0,0,0,0,0.129971622426798,0.0854774469300525,0,0,0.142894709777243,0,0,0,0,0,0
X601288.CH.EQUITY,0.471868805032087,0,0,0,0.258434533387122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872179236399394,0,0,0,0,0,0,0,0,0,0,0.0273806497025329,0,0.0348832474047226,0,0,0,0,0,0,0,0.0709027555443322,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.118136039028456,0,0.416189790030357,0,0,0,0,0,0.273857537857978,0,0,0,0,0,0.122783432673358,0,0,0,0,0,0,0,0,0,0,0,0.0252633546224121,0,0,0,0,0,0,0,0,0,0,0,0.0873667569284133,0,0,0,0,0,0,0,0,0,0,0,0.0757957901649694,-0.0556319858469901
X600036.CH.EQUITY,0,0,0.0498514058650689,0,0,0,0,0,0,0,0,0.358418490806009,0,0.0319784297278122,0,0,0,0,0,0,0,0,0.0288249806876291,0,0.127351876603329,0,0,0,0,1.73472347597681e-18,0,0,0,0.0697248425823521,0,0,0,0,0,0.0523209313252151,0,0.0123949002494009,0,0,0,0,0,0,0.277578074777303,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0848825934547298,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0557387749849399,0.244771365073189,0,0,0.130178452636407,0,0,0,0.134188858086003,0,0,0,0,0,0,0,0,0,0,0,0.146694028682423,0.044361645084427,0,0,0,0
X5.HK.EQUITY,0,-0.186366754529783,0,-0.0883498032383362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18774726112234,-0.770209367233429,0,0,0.493172841957858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43725526548338,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0833302159674313,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.130035062254154,0,0,0,0,0,0.15144290824808,0,0.204307058444381,0,0.136260355006342,0,0,0,0.115968006873821,0,0,0.0712809612543647,0,0,0,0,0,0,0,0.0355023437708839,-0.0259827260313646,0,0,0,0,0,0,0,0,0,0,0.00187093389209956,0,-0.0511085227159562,0,0
X601658.CH.Equity,0,0,0,0.0982045944161973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323485092317158,0,0,0,0,0,0,0.362658406240578,0,0,0,0.131781116684273,0.059128587550958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.232545622982952,0,0,0.063310128382245,0,0,0,0,0,0,0,0,0.0846925383525776,0,0,0,0,0,0,0,0.089531765571773,0,0,0,0,0,0,0,0,0.0249521696698942,0.106272719496117,0,0,0,0,0,0.103904078791652,0,0.174759568049463,0,0,0,0.171565884440915,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0355740028106158,0.074301813714708,0,0,0,0.272406945904977,0,0,0,0,0.0923390538519589,0,0,0,0,0,0,0.120563983925874,0,0,0.045314869936301,0,0,0,0,0,0,0,0,0,0.147094369184668,0,0,0,0,0,0,0.0220654334533628,0,0.00397075441639297,0,0.00218212348764422,0,0,0.100462890201058,0,0.07315287650579,0,0.0322992888504076,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.331879568751428,0,0,0,0,0,0,0,0,0,0.165131129498838,0,0.00896295021974577,0,0,0.21336498241195,0,0,0,0,0,0,0.0221052539374423,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0.122801466634446,0,0,0.113870046332336,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.223963537538992,0,0,0.00216695847786459,0.4595865502075,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.00803697274604878,0.0334106269483397,0,0,0,0,0,0,0.0479045779208803,0,0,0,0.0185459703461124,0,0,0,0,0,0,0,0,0,0,0,0.00939650184439468,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0624198452481655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.418083322253474,0,0.231967744285125,0,0.0745482827385943,0,0.137949282789949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
