,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.417256203850882,0.0328036936021336,-3.46944695195361e-18,0,0,0,0,0.130190364886701,0,0,0,0,0,0.0442296588932179,0,0,0,0,0,0,0,0.0337104268305773,0,0,0,0,0,0,0,0,0,0,0,0.193283628163635,0,0.181306699524603,0,0.0174275187078226,0,-0.146981257946092,0,0.0275990369831951,0,0,0,0,0,0,-0.170163850204312
X002142.CH.EQUITY,0.241088081910627,0,0,0,0,0,0,0.00162447885354032,0,-0.065532222260221,0,0,0,0.264427949306156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618642852594485,0,0,0,0,0,0.0158616072816908,-0.0996427564379288,0,0,0,-0.154215629275007,0,0,0,0,0,-0.0491664876659882,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0186534788067129,0.538680280792585,0,0,0.0822849715770672,0,0.0145806139171132,0.00120548587719608,0,0,0,0,0,0,0,0,0,0,0,-0.152168199825779,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,-0.365200348250998,0,0,0.0374546925690816,0.328543920116421,0.109586672525407,0,0,0,0,0,0,-0.0289158437288906,0
X600015.CH.EQUITY,0.0440565836442433,0,0.124598604383786,0,0.0985597726060637,0,0,0.463417312234952,0.029508308810552,0,0,0.0366381117598934,0.0154038756849099,0,0,0.0721803731434263,0,0,0,0,0,0,0.0893626915523214,0,0.127620850640964,0,0,0,0.0210272465338149,0,0,0,0,0,0,0,0,0,0,0.111843963395561,0,0,0,0,0,0,0,0,0,-0.0496149228288666
X600016.CH.EQUITY,0,0,0.106832037825463,0.501216534841131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.268389734319041,0,0,0,0,0,0,0,0.382997062288761,0,0.106836231231009,-0.0856811473049282,0,0,0.0951641436815039,0,0,0,0,0,0,0,0,0,0,0.0451190444122855,0.0172685907172945,0.182569639918836,0,0,0,-0.0969019168324118,0,0,0,0,-0.281128636540014,0.151966168866536,0,0,0,0,0,0,0.068881375575222,0,0,0.153760964383323
X601166.CH.EQUITY,0,0.172785650684215,0,-0.0864109639403431,0,0,0,0,0,0.245002158473888,0,0,-0.00268056104173096,0,0,0,0,-0.0985863380547838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524146785233508,0,0,0,0,0,0,0.121127805135966,0,0,0,0,0,0,0,0,0,-0.0671124816262305
X601169.CH.EQUITY,0,0,0,0.899746150336183,0,0,0,0,0,0,0,0.0111604588434248,0,0,0,0,0,0,0,0,-0.0322390699290004,0,0,0,0,0,0,0,0,0,0,0.267400063236222,-0.118392072845785,-0.617738845176529,0,0,0,-0.0119639609221224,0.371383632330652,-0.0861390041308081,0,0,0,0.0520800233239587,0.0675559724893603,0,0,-0.0961781592061293,0.122405011151916,0.00619409787893905
X601229.CH.EQUITY,0,0,0.234168871303897,0,0,0,0,0,0,0,0,0.443985732540853,-0.0494948327816631,0,0,0.0591137820691784,0,0,0,0,0,0,0,0.203669810682234,0,0.0101416851400663,0,0,0,0,0,0,0.146855128050629,0,0,0.204819803749542,0,-0.00292709193978098,0,0,-0.22595060389067,0,0,0,0,0,0,0,0,-0.116102544642898
X601288.CH.EQUITY,0,-0.24503720645576,0,0,0,-0.428612802187773,0.854077256535753,0,6.93889390390723e-18,0,0,0,0.134847811423537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.302325356111574,0,0,0,0,0,0.396316966647844,-0.400282969924208,0,0,0,0,0,0,0,0,0.0996544553753341,0,0,-0.0546823412882703,0,0,0.466545732524291
