,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.121393613536815,0.249052428616362,0.0884609369788577,0,0,0.104787276420358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943512345512535,0,0,0.00419661515055107,0.0621038220711321,0,0,0.0167585693701815,0,0,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0.0255696940048731,0,0,0.263589537340744,0,0,0,0
X002142.CH.EQUITY,0.15826712717873,0,0,0,0,0.254429135285717,0,0,0,0,0,0,0,0,0,0,0.0486040070563397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152002488869349,0,0,0.0645608493009631,0.033390161698082,0.068964277232344,-0.127707902789413,0.126487721224354,0,0,0,0,0,0,0,0,-0.0174970049529132,0,0.222886468055018
X600000.CH.EQUITY,0,0,0,0,0.224254904291052,0,0,6.93889390390723e-18,0.1391719609475,0.0185401724796548,0.323586024944915,0,0,0,0,0.151298156022119,0,0,0,0,0,0.111981988775673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0370399880656606,3.46944695195361e-18,0,0,0,0.523205157891884,0.0201284918341443,0,0,0,0,0.19222853659637,0.0244446614401919,0,0,0,0,0,-0.0696197037668685,0,0,0,0,-0.0471295290140931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256726878743052,0,0,0,0,0.00788535288011184,0
X600016.CH.EQUITY,-1.73472347597681e-18,0,0,0,0,0,0,0.0882087001059008,0.102363171841484,0,0.362616689989684,0,0,0.112171232638118,0.141105856173095,0.0684137954238579,0.0389960860362861,0,0,0,0,0,0,0,0,0,0,0.0827724775097242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112226515938471,0,0,0,0,0,0,0.0398986019141536,0,0
X600036.CH.EQUITY,0,0.133287053993959,0,0,0,0,0.327444915344159,0,0,0,0,0,0,0,0,0,0,0.0249804758592352,0,0.0498615264469764,0.27147264515909,0,0,0,0.0719549359809768,0,0,0,0.0919991419142122,0,0,0,0.0286161970884589,0,0,0,0,0,0,0,0,0.00154400285886917,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0250699256503948,0,0.0374798149427579,0,0,0.16221088633563,0,0.232101738729668,0,0.0161841393881416,0,0,0.315605203563691,0.0912904290943932,0,0,0,0,0,0,0.0834806029666996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690555118301357,0
X601169.CH.EQUITY,0,0.0590698393799351,0.229237861765242,0.332140244168606,0,0,0,0,0.00938533215596152,0,0,0,0,0,7.67547602661019e-05,0.10342147010973,0,0,0,0,0,0,0,0,0,0,0.0671819041222168,0.0370214447513972,0,0,0,0,0,0.0250475454011653,0.120506871792224,0,0,0,0,0,0.0447594006753433,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.133466413324198,0,0,0,0,0,0,0.0537732186321649,0.20764611073121,0,0.123041662269416,0,0.0564544086182452,0.146555556263177,0.112701442006841,0,0,0,0,0,0,0,0,0,0,0.107953845182788,0,0.0382847067713054,0.0196366665947666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0651527931145429,0.415000275402761,0.0340270844899248,0,0.399352145711253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0696684494942921,0,0,0,0,0,0,0,0,0,0,0,-0.0144903647878834,0,0,0,0,0,0,0
