,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.213194016203089,0,0,0.101218818553486,0.0102211315190857,0,0,0,0,0,0,0.108929001919227,0,0,-3.46944695195361e-18,0,0.0855556855686025,0.0513293655576785,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813317685043549,0,0.0764197863914387,0.0867968199528756,0,0,0,0,0,0,0,0,0,0.0567655616606546,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.188705339538195,0.388180577069962,0,0,0,0,0,0,0,0,0,0,0.0521566383808774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466446847291379,0,0,0.192376290375939,0,0,0,0,0.0301861865838152,0,0,0,0,0,0,0,0,0,-0.0712975017252103,0
X600000.CH.EQUITY,0,0,0,0,0,0.479355232374795,0,0.0432032816002554,0.169179071217112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355113307745581,0,0,0,0,0.0382079575390257,0,0,0,0,0,0,0,0,0.0805964613925374,0,0,0,0
X600016.CH.EQUITY,0,0.1092327470341,0,0,0,0.163601760598985,0,0,0.151813992402284,0,0,0.0361684457142573,0,0,0,0,0,-0.127958755647097,0,0.313511769583857,-0.358076955666064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554888643560361,0.0954241298926355,0,0,0.165394268601019,0,0,0,0,-0.0397514500660516
X600036.CH.EQUITY,0,0.360791541578886,0,0,0,0,0.113861705478187,0,0,0,0,0.380160961990155,0,0,0,0,0.059719479971766,0.00795523006133635,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593243393317446,0,0,0,0,0.0130724896856677,0,0.0854439444369034,0,0,0,0,0,0,0,0,0.0672406183544774,0,0,0.0726373609488819,0
X601166.CH.EQUITY,0,0.0864385890027588,0.0970934221710101,0.0262864640733389,0.0109993082621088,0,0,0,0,0,0,4.33680868994202e-19,0.576912249254934,0,0.0455764648471168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320281463703849,-0.0292921869650736,0,0,0,0,0,0,0,0,0.0725042765660532,0,0,0.0366777304093852,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.00580834440575416,0,0,0,0,0.793056953428555,0,0,0,0,0,-0.00455377334899221,0,0.351640203473626,0,0,0,0,0,0,-0.00249095304977883,0,0,0.214633742648265,-0.105626899368094,0,0,0,0,-0.164939671328888,2.16840434497101e-19,0,0,0,0,0.0898394248577405,0,0,-0.0681961730088343,0,-0.00629225580170471,0,0,-0.295081378415669,0,0,0.0555635723858008
X601288.CH.EQUITY,0,0,0.0257662557150445,0,0,0,0,0,0,0,0.0090838379320874,0.896357324624739,0,0,0,0,0.00828376638476987,0,0,0,0,0,0,0,0,0,0,0,-0.0252207242902876,0,0,0,0,0.131016931732297,0,0,-0.0606274961962661,0,0,0,-0.106206043991198,0.0148948764441672,-0.100434231406867,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0466669850619398,0.358191851284057,0,0,0.169785605739974,0.114353107775804,0,0,0,0,0.0131186758977034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351008306564426,0,0,0,0,0,0,0,0,0,0,0,0.00749451975030866,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.282457012589367,0,0,-2.77555756156289e-17,0,0,0.175972413733595,0,0,0,0,0,0.205068530160357,0,0,0,0,0,0,0,-0.123572132851715,0,0,-0.162624730564951,0,0,0,-0.125343365760492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049289964173514,0,0,0,0,0,0.078243604366745,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.203317483698876,0.0500447839967615,0,0,0.0868914077055311,0.0963906021699999,0,0.000300703241822979,0,0,0,0.0773317312301853,0,0,0,0,0,0.00616845400303295,0,0,0,0,0.0780568290953614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146347896111199,0,0,0
