,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0.0767345529004335,0,0.0460292490958003,0,0.241843322442706,0,0.0443607571576611,0,0,0,0.0850786128141642,0,0,0,0,0,0,0,0,0,-0.264292757496679,0,0,0,0,0.320840214129443,0,0,-0.029357701510983,0.248282926851855,0,0,0,0,0,-0.0757608086470045,0,0,0,0,0,0,0.040128871881589,0,0,0,0,-6.93889390390723e-18,0
X002142.CH.EQUITY,0.409195343816395,0,0,0,0.0150966431390818,0.152965324359958,0.117972480994854,0,0,0,0,0,0,0,0,0.137207369198421,0,0,0,0,0,0,0.0268518355881,0,0,0.0427937671260913,0,0,0,0,0,0,0.0534900095307453,0,0.0313368708394639,0,0,0,0,0,0,0,-0.182169152281649,0,0,-0.0189875545029363,0,0,0,0,0
X600000.CH.EQUITY,0.0698956503341768,0,0,0,0,0,0.0458623938433256,0.314311640790836,0.0578651415075898,0,0,0,0.0723313828482579,0,0,0.192844735234596,0.0402239820973919,0,0.117382241489646,0,0,0,0,0,0,0,0.172169828184224,0,0.0665992066329837,0,-0.0874693430375893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711827002785552,-0.051796237896239,0,0,0,-0.0864413633991679
X600016.CH.EQUITY,0,0,0,0,0,0,0.139651793705994,0.429432678844342,0,0,0.227568203227514,0,0.0668439205595529,0.0468003648152438,0.00895264208815514,0,0,0,0.087263650643142,0,0,0,0,0,0,0,0,0,0,0,0,0.100206442564621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.115886742771562,0,0,0.312080632602147,0,0,0,0.179438120537279,0,0,0,0,0.0701701192286331,0,0,0.0580374764557864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120726948257842,0,0.0974085501566463,0.0105757988736887,0,0,0,-0.11590538877121,0,0,0,0,0.0107636753281082,-0.0430508407932,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.623897057043558,0,0,-0.0225883519903977,-0.0356679998868978,0,0,0,0,0,0,-0.0277077626077793,0,0,0,0,0.0246461310570147,0,0,0,0.00728887273189281,0,0,0,0,0,0,0,0,0,0,0,0,0.0102949851159017,0,0,0,0,-0.0445086959539297,0,0,0,0,-0.194499545669029,0
X601166.CH.EQUITY,0.210279028141621,0,0,0.00937094764019302,0.00746417730611684,0.239167519205899,0,0,0,0,0,0,0.319224676895194,0,0,0,0,0,0,0,0,0,0,0,0,0.0828999116086758,-0.0756956864740233,0,0,0,-0.0734974441824821,0,0,0,0,0,0,0.041940227312521,0,0,0.0225259366273881,0,0,0,-0.0789140746259963,0,0.0701612350231731,0,0.0657423374133049,0,0
X601169.CH.EQUITY,0,0,0,0.745901543519635,0.0375239510887808,0,0,0,0,0,0,0,0,0.137263409960001,0,0,0,0,0,0.0913186138714283,0,0,0,0,0,0,0,-0.0612307239641009,0,0,0,0.0539277912438093,0.0589415691316414,0,0,0,0,-0.150142830073046,0,0,0,0,0,0,0,-0.0391092620999949,0,-0.0515994898883555,0,0,0
X601229.CH.EQUITY,0,0,0,0.148507308722904,0.071240188047231,0,0,0,0,0,0,0,0,0.0301521527523749,0,0,0.148279046035088,0,0,0,0.0513113969903964,0,0,0,0,0,0,0,0,0.0734654585899556,0,0,0,0,0.117418916112491,0.0133682249857193,0,0,0,-2.16840434497101e-19,0.0475464514767826,0,0.174459516141974,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0394523496697696,0.0586901320912088,0,0,0.0133846057512023,0.103346696733053,0,0.0730100497308149,0,0,0,0.0213745461561359,0.17570482317026,0.456242904265592,0.0351614336939179,0,0,0,0,0,0,0,0,0,-0.0255537834185116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104095593446023,0,0
