,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.0168334162355084,0,0,0,0.168339651234774,0.00855690619583269,0,0,0,0,0,0,0.155086847839455,0,0,0,0,0,0,0,0,0.0683632786326301,0,0,0.215908044395935,0,0,0,0,0,0,0,0.140725983690696,0,0,0,0,0,0.0511392055435242,0,0.136241338220589,0,-0.104831737419255,0,0,0,0,0,-0.189294041181206,-0.129441426556974
X002142.CH.EQUITY,0.386042350364358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678460302445317,0,0,0,0,0.20966204593283,0,0.172335438921019,0,0,0,0,0,-0.00668626692253287,-0.127063722350178,0,0,0.147380095591234,0,0,0,0,0,0,0,-0.0977360373289418
X600000.CH.EQUITY,0.083870266211378,0,0,0,0.0230336178903697,0.0650690166412514,0,0,0,0,0.392295981771226,0,0,0,0.0575716477567835,0,0,0,0,0,0.221002899711845,0,0,0,0,0.0118959040687606,0,0,0,0,0,0,0,0,0,-0.00853923781100443,0,0,0,0,0.0900716357051659,0,-0.0119730203352509,0,0,0,0,0,0,0,0.144496718652577
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.0963376494972625,0,0,0,0,0.103709272648836,0.155510558067262,0,0.0485125037559927,0,0,0,0,0,0,0,0,0.0484069695352932,0,0.0830993859891741,0.0128162810043715,0,0,0,0,0.302679924516853,0,0,0,0,0,0,0,0,0,0,0,0.00328231332781044,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0.125504230529294,0,0.475978151592044,0,0,0,0,0,0,0,0,0,0.0556299648168609,0,0,0,0,0.279503283666406,0,0,0,-0.0347550553143958,0.0233763990234934,0,0.17809103202937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265085658243599
X600036.CH.EQUITY,0.319075613185604,0.099238235346528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107870095469043,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.0374724156456492,0.132997452139595,0,0,0.155417084669054,0,0,0.0985710589026419,-0.0194131119402689,0.105436624650378,0,0,0,0,0,0.0204960608184947,0,0,0,0.0652522695716267,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.183049246008241,0,0.457151779662454,0,0,0,0,0,0,0.0480454481579957,0.0326852796786542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151045419603555,0,0.228374051012625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.194884275664414,0.430409968298755,0,0,0.0615914757377452,0,0,0,0.160982570350312,0,0.0527107146692059,0,0.149941447556909,0,0,0,0,0,0,-0.0765674472026136,0,0,0,0,0,0,0.0585202533710858,0,0.0446884861456804,0,0.0688783596790969,0.0789603464440118,0,0,0,0,0,-0.0460538872288893,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.132841934570141,0,0,0,0.458867094794271,0,0,0,0,0,0,-0.06991691270441,0,0.308036079436099,0,0,0.0541577582145371,0,0.241292631793606,0,0,0,0,0,0.0335132295929654,0,0,-0.0547190788653622,-0.0987229351295409,0,0,0.109673953237652,0,-0.0736755270115837,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.137248669469163,0,0,0.296203160260883,0,0.249654045113008,0.165355503396339,0,-0.0155045583264115,0,0,0,0,0,0.161617357080185,0,0,0,0.048760134027652,0,0,0,0,0,0,-0.0708371115055876,0.0927259408808413,0,0,0,0,0,0,0,0,0,0.0611163932355708,0,0,0,0,0.0603446098633471,0.0656074137533624
X601328.CH.EQUITY,0,0,0.365587358926108,0,0.0429324021722491,0,0,0.174402961547118,0.0777869445650778,0,0,0,0,0,0.00844838628258736,0.181876004760075,0,0,0.212510738707994,0,0,0,0,0.0134546122058234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0697338341015855,0,0,0
X601398.CH.EQUITY,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.107119722827112,0.415592374752254,0,0.0785557301650457,0,0.0262372867817365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208285097587305,0,0,-0.121186338410437,0,-0.06520723775584,0.0816843347266925,0,0,-0.0930665690558069,0.0283675400370358,0,0,0,0,0.0918306315672538,0,0,0,0.151596867773761,-0.00581915044820502
X601818.CH.EQUITY,0.234300605888951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165071369258112,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101927405423941,0,0,0.211006543338263,0,0,0,0,-0.0125888567997256,0,0.0701836010007016,0.207511174402269,0,0,0,0,0,0,0,0,0,0.143598769611579
X601939.CH.EQUITY,0.116685241170558,0,0,0,0,0,0,0.0181062140485833,0.446835605773477,0.260376985921789,0,0.257284807348652,0,0,0.129256307767756,0.0359953337280799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028860582704504,0,0,0,-0.0668752829890736,0,0,0,0,0,0,0,0,-0.0641424593292795,0,0,0,0,-0.000406231232406093,0.0417591007979035
