,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.210978312953337,-0.148546860840262,0,0.271490745527641,0.426233108784178,0,0,0,0,0,0,0,0,0.0581908133892231,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151496720751491,0.00166911480353537,0,0,0,0,0,0,-0.0283249256764259,0,-0.0277750322711994,0,0,-0.0856587530095441,-0.0393149440854009,-0.0665206659517478,0,0.188531551921165
X002142.CH.EQUITY,0.286047340697899,0,0,0,0.079649031020755,0.018948522853332,0.00685130685601645,0,0,0,0,0,0,0.00280664366460646,0,0,0,-0.0499093025936348,0,0,0,0,0,-3.46944695195361e-18,0.220354548028609,0,0,0,0,0,0,0,0.247332656627227,0,0,0,0,-0.00523854249159632,0,0,0,0,0,0,0,0,0,0,0.0368380870998605,0,0
X600000.CH.EQUITY,-0.0194719085441139,0,0,0.0671850655151528,0,0,0,0,0.432395369301841,0,0,0,0.0189213404801077,-4.33680868994202e-19,0,0.082009886823532,0,0,0,0,0.137391977630673,0,0,0,0,0,0,0,0.0245711987896406,0,0.0415958514099486,0,0,0,0,0,0,0,0,-0.0198265470570068,0.0525993367078806,0,0.0734766294256305,0,0,0,0,0,-0.0154291288696766,0,0
X600016.CH.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0,0.475424088314831,0,0,0.0341232533128083,0,0,-0.156307539404483,-0.0212883974474985,0.0367449182173099,0,-0.190810634155319,0,0,0,0,0,0,0,0,0.341912889655339,0,0,0,0.209000266213991,0.105476474531347,0,0,0,-0.0988670097946287,0,0,0.200662858623334,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.134984493867841,0,0.174258039937503,0.398718709204455,0,0,0,0,0,0,0.0398347567259925,0,0,0,-0.0824785773418244,0,0,0.0590446825111244,0,0,0,0,0,0,0,0,0,0,0,-0.10662154847936,0,0,0,0,0,0.175024026799607,0,0,0.123599826626154,0,0,0,0,-0.0622036839875605,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.458508255874701,0,0,0,0,0,0,0,0,0,0.27540431843931,0,0,0,0,-0.0390948444311911,0,0,0,-0.0177752826352277,0,-0.0411959586460666,0,0,-0.0102251622597541,0,0,0,0,-0.0908335343812529,0,0,0.147301113731022,-0.0948441174453052,0,0,0.0193963232141718,0,0,0,0.126517644229054,0,0,0,-0.104118312310058,0,0.0118467425294546,0,0.115244923851262,0,0
X601229.CH.EQUITY,0,0.107603118216611,0,0,0,0,0,0,0,0,0.60605217666961,0,0,0,0,0,0.0504767325029425,1.73472347597681e-18,0,0,0,0,0,0,0.171444831711831,0,0,0,0,0,0,0.0217602615314443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623823489100357,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.119962787365188,0.13050224603608,0.537567857154441,0,0,0.128391443864943,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0503403565872414,0,0,0,0,0,0,0,0,0,0.035894617191161,0,0,0,0,0,0.00673658111512804,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.303706996167425,0.1095659726384,0,0,0,0,0,0,0,0.0563361623245917,0.019386707095986,0.0593214174336318,0.220855741722191,0,0,0,0,0,0,0,0,0,0,0,0.109347413936287,0,0,0,0,0,0,0,0.0114411647479203,0,0,0,0,0,0,0,0,0,0,0,0,0.116246122642155,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0339626136212191,0,0,0,0.207615005101707,0.389585970713075,0.251624314478317,0,0,0,0,0,0,0,0,0,0,0.0409117785269025,0,0,0,0,0,0,0,0,0.0101326578019127,0,0,0,0,0,0,0,0.00256885026406487,0,0,0,-0.0903835620202502,0,0.0532947720876696,0.086996634378688,0,0
