,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0,0,0.108473082940673,0,0,0,0.273396916067283,0,0,0,0,0.179357368300844,0,0.0735737728165971,0,0.0886266662706389,0,0.288359323877171,0,0,0,0,0,0,0,0,0,0.149658651699568,0,0,0,0,-0.0711071981826374,0,0,0,0,0,0,0,-0.209591895540163,0,0,0.38694958167749,-0.146714654970209,-0.0433519860079462,0
X002142.CH.EQUITY,0,0,0,0,0,0.227136610863749,0.260793612276694,0.00691055327321996,0.117581120449398,0.210338310228101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403969473772247,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.119334949000199,-0.0185794334735756,0,0,0,0,1.73472347597681e-18,0,-0.133526110755627,-0.0661865597997999,0,0,0,-0.0740885498694474,0,0
X002958.CH.EQUITY,0,0,0,0,0.420347068747407,0,0,0,0,0,0,0,0,0,0,0,0.0748800261152869,0,0,0,0,0.183884691863203,0,0,0.0922962624311052,0.0997474067821564,0,0,0,0,0,0.0862154935137692,0,0.040237633915476,0,0,0.0148789869092671,0,0.011254092038481,0,0,0,0,0,0,0,0,-0.0159581720632938,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.651923257820178,0,-0.309868224111329,0,0,0,0,0,0,0,0,0.0106832417734644,0,0,0,0,0,-0.0295548494909176,0,0,0,0,0,0,0.0718045798253372,0,0.0334354380258563,0,0,0,0,-0.303204833017304,0,0.294311426950653,0,0,0,0,0,0.0858000771095981,0.242394147659207,0,0.0266097453422207,0,0.0584308634830259
X600015.CH.EQUITY,0,0,0.17143883390619,0,0,0.139719678018586,0,0,0,0,0,0.189117887096521,0,0,0,0,0,0,0,0,0.00195570061300953,0.0525726503307907,0.144421653272164,0,0.0746032251779456,0,0.0467704178559714,0,0,0.0870585071087866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107607713063989,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.146516102043556,0.0417196282339213,0,0,0,0,0,0,0,0,0,0,0.143077305433116,0,0,0.0397040729067954,0.417162166918774,-0.0899164558080001,0,0,0,0.138091845379752,0,0,0,0,0,0,0,0,-0.0164239078599743,0,0,0,0,0,0.129818925949199,0,0,0,0,0,0,0,0,0,0,0,0,0.0769034239492438
X600036.CH.EQUITY,0.407393028208545,0.194449326772472,0,0,-0.18993628096857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215457024138002,0.15099748348123,0,0,0,0,0,0,0,0,0,0.0421697706192747,0,0,0,0.141579902447068,0,0,0,0,0,0,0,0,0.0758853218446278,0,0,0.237156374129367,0,0,0.0112567283151565,0
X600919.CH.EQUITY,0,0.053003174469154,0,0,0,0,-2.16840434497101e-19,0,0,0.534698149044766,0,0,0.0564336422799035,-0.206061437512168,0,0.245655096111769,0,0,0.35796463531749,0,0.0598435780751876,0,0,0.0486161831548593,0,0,0,0,0.0377126135736677,0,0,0,0,0,0,0,0.352798678066344,0,0,0,-0.425384138683105,0,0,0.154458066798896,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0.363690735685357,0,0,0,0,0,0.213357214310424,0,0,0,0,0,0.0575724857422732,0,0,0,0,0.234884439342358,0,0.128205244268215,0,0,0,0,0,-0.108382603710413,0,-0.148820702704084,0.00417326655933281,0,0,0,0,0,0,0,0.0757155214994071,0,0.214688375996554,0,0,0,-0.213453222578296,0,0,0,0,0,0.0360389663714627,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0.182748679435084,0,0,0.1775904289768,0,0,0,0,0,0,0.221203021840517,0.0626571490787394,0.0141388676171001,0,0,0.194366616953221,0,0.0217368606943265,0,0,0,0,0.0482918311240984,0,0,0,0,0,0,0,-0.114360568913278,0,0,0,0,0.102409808096831,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.181555328851955,0,0,0,0,0,0,0,0,0.127028028246516,0,0,0.0717546780894622,0,0.278030562400158,0,0.0129236607585173,0,0,0,0,0,0.125812228394619,0,0,0,0,0,0,0,0,0,-0.093077557896826,0,0,0,0,0,0,0,0,0,0,0,0.0725168303792418,0,0,0,0,0.0843819959219395,0.0576658126295327
X601169.CH.EQUITY,0.287481256103661,0,0,0,0.0402890068486416,0,0,0,0,0,0,0,0,0.100154848179077,0.0108729859308063,0,0.052233405901863,0.0858765808832183,0,0,0,0.0406486367298986,0,0,0,0,0,0,0,0,0.0563384427810724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467998833888183,0
X601229.CH.EQUITY,0,0,4.33680868994202e-19,0,0.089537618777659,0,0,0.0949159354695921,0,0,0,0,0,0,0,0.156135114226661,0.354813415216872,0,0,0,0,0,0.142950803329593,0,0,0,0,0,-4.33680868994202e-19,0,0.172049358493374,0,0,0.0167252025842709,0,0,0,0,0,0,0,0,0,0,0,0.0140355253634986,0,0,0,0,1.73472347597681e-18
X601288.CH.EQUITY,0,0,-0.080367296055718,0,0,0.363173422968854,0,0,0.0715342413944745,0,0,0.0709059758806025,0,0,0,0.215539694841606,0,0.0287773161261535,0,0,0.10597203681294,0,0,0,-0.0330628864091584,0,0.0946791335262735,0,0,0,0,0.183278604970644,0,0.0394464981880442,0,0,0.0463119473933573,0,0,-0.109839480936631,0,0,0,0,0,0,0.0252737775448176,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0348936563704406,0,0,0,0,0,0,0.0693846661992232,0,0,0.0555502534568515,0,0.416194788198979,0,0.0677631560848138,0,0,0.0373621449902612,0,0.0544215938583411,0,0,0,0,0,0,0,0.0255494216165987,0,0,0,0.018528737625155,0,0,0,0,0,0,0,0,0,0,0,-0.02097848515661,0,-0.0600264935395474,0.179808228109283,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0579748637695255,0,0,0.0595675285564419,0,0.373734385048908,0,0.103219722454075,0,0,0.00577298456897114,0.0858453821405686,0.0538021080126456,0.1980789621019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415321468238848,0,0,0,0,0.0888916382835394,0
X601577.CH.EQUITY,0,0,0.090338117507925,0,0.15735349803692,0,0,-0.251051487295535,0,0,0.0529302147230724,0,0.146838401699401,0,0,0,0,0,-0.0260825571051089,0,0,0.197915767751589,0,-0.00328211553732228,0.113022999958537,0,0,0,-0.0803190721779672,0.354033427610193,0,0,0,0.214685800130931,0,0,0,0,0,0.116710983384789,0,0,0,0,0,0,0,0.0193121607578692,0,-0.0590353477087141,0.120966232559277
X601818.CH.EQUITY,0,0,0,0.0589911588260641,0.276319785806679,0.261443973124864,0,0,0,0,1.73472347597681e-18,0,0.108088169327788,0.0803236409230044,0.133597986305436,0.189767910084708,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406668944922721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906850562384676,0,0,0,0,0,0.0230233139434098,0
X601838.CH.EQUITY,0,0.218421515659704,0,0,0,0,0,0.177970940579394,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217047717026418,0,0,0,0.49612928451312,0,0,0,-0.149242211915781,0,0,0,-0.159909147029109,-0.0668296211113162,0,0,0,0,0.167916065116462,0.190994772891412,0,0,-0.166154167542264,0,0,0,-0.092282991803576,0,0,0.173881553311077
