,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.528360127697095,0,0.0929398592968298,0.026187883880947,0.0809727676447566,0.0664903555488727,0,0,0,0,0,0,0,0.0360999744063329,0,0,0.0221093894612712,0.064080146800324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00761065653945066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.405176715654876,0,0,0.0794374549601091,0.00251446843793013,0.100396160828744,0,0,0,0.0886826541838351,0.0845544614261608,0,0,0,0,0,0,0,0,0,0,0,0.0220682603305224,0,0,0.0451709266627211,0,0,0,0,0,0,0,0,0.00539070824361566,0,0,0.0409349485702075,0,0.0317601041535456,0.0663770702765442,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.152632677581394,0,0,0.00355614085755265,0,0,0,0,0,0,0,0.134604266556436,0,0,0,0,0,0,0,0,0.0248047721662078,0,0,0,0,0,0.253992543508383,0,0,0,0,0,0,0.256824506184884,0,0,0,0.0864982307462765,0,0.0602046574036521,0,0,0,0,0
X601288.CH.EQUITY,0.373906658408917,0,0,0,0,0.0101629272051187,0,0,0,0.0957485018064336,0,0,0,0,0,0,0,0.23588234530237,0,0,0,0,0,0,0,0.0303373143681056,-1.38777878078145e-17,0,0.124981339701276,0.064850462643412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771684766278771,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.299420934269645,0,0,0,0,0,0,0,0.31553700598923,0,0,0.204198893978084,0,-0.366820739816507,0,0,0,0.152151760243362,-0.0468561824670263,0,0.141751209397518,0,0,0,0.319157947540803,0,0,0,0,0,0,-0.0644474867625986,0,0,0,0,0,0,0,0,-0.0823478793146988,0,0,0,-0.170102006172705,0
X601988.CH.EQUITY,0,0,0,0.0111332288144885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352456251291523,0,0.00329719388931588,0,0,0,0,0,0,0,0.0367619594169642,0,0,0,0,0,0,0,0,0,0.403998849236678,0,0,0,0,0.070071163561153,0,0,0,0
X600036.CH.EQUITY,0,0,0.190420277593091,0,0,0,0,0,0.088820557073367,0,0.0485551559480073,0,0.215578529813717,-0.0440693191287842,0,0,-0.0469861511439731,0,0.0399284210520374,0,0,0,0,0,0.400141246094392,0,0,0,0,0.117542163968486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167676296184963,0,0,0,-0.0476397370790099,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.144831701424072,0,0,-0.104759818957272,0,0,0,0,0,0,0,0,-0.0302291998262937,0,0,0,0.218566773342072,0,0,0.14197789731811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219997904974451,0.110753837522995,0.265399337680243,0,0,0,0.0665037904822873
X601628.CH.EQUITY,0,0,0.0389027341973951,0,0.0682807162811666,-1.73472347597681e-18,0,0,0,0,0,0.0168996463326726,0.198149944626084,0,0,0,0.0250935652854873,0,0,-0.110364690737358,0,0,0,0,0,0,0.154644317815374,0,0,0,0,0.23627822497075,0,0,0,0,0,0,-0.0281949574692243,0,0.0927807179931744,0.173039834842314,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.101866159076857,0,0,0,0.050036676669118,0.00820618043329189,0,0,0,0,0.0771942261451437,0,0,0,0,0,0,0.0236931239053022,0.208365111872979,-8.67361737988404e-19,0,0,0.0046663298298534,0,0,0,0,0,0.0884843506764911,0,0,0,0,0,0,0,0,0.169594777855446,0.258459590908409,0,0,0,0,0,0,0,0,0,0
