,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.484863386286297,0.0899707962687666,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0816381908213524,0.0668194595549312,0,0,0,0,-0.143774695307542,0,0,0,0,0,0,0,0,0.0247422080335347,0,0,0,0,0,0,0.0485237786812689,0,0,0,0,0,0,0,0,0,0,0.100371194541476,0.182408668727287,0.0392194309107979,0,0
X601318.CH.EQUITY,0,0,0.210127001976684,0.109194357665425,0,0,0,0,0,0,0,0,0,0,0.296311256463703,0.071049540363336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140467600597051,0,0,0,0,0,0,0,0.099704515110152,0,0,0,0,0,0,0,0.0238476133628049,0,0,0
X601939.CH.EQUITY,0.331708657813503,0,0,0,0,0,0,0,0,0,0,0,0,0.456197540971915,0,0,0,0,0.148650951028434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104736066193769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.347934642206076,0,0.0171195086863759,0,0.506026538817268,0,0,0,0,0,0.0105302283199597,-6.93889390390723e-18,0,0,0,0.0488316281361007,0,-0.0318653974872108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000445859461830721,0,0,0,0,0,0,0,0.085746117243416,0,0,0
X601988.CH.EQUITY,0,0,0,0.10922032404035,0,0,0,0,0,0,0,0.499958598523529,0,0,0,0,0,0,0,0,0,0,0.0208353239506769,0,0.00742680526017356,0,0,0,0,0,0,0,0,0,0.104792168387555,0,0,0,0,0,0.112233655476869,0,0,0,0,0.0312694675538106,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.252384305369645,1.38777878078145e-17,0,0.114776567788702,0,0,0,0,0.453180878071872,0,0,0,0.472539721327019,0.176840231620925,-0.670224768075901,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.12799064892466,0,-0.326558178382038,-0.122811643712919
X600036.CH.EQUITY,0.0937124102848482,0.0304329697784772,0,0,0,0,0,0,0,0,0.156468297772797,0,0,0,0.0502167250764452,0,0,0,0.0729461760051275,0,0,0,0,0,0,0,0,0,0,0,0.107841038500517,0,0,0.239498652039825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213287280949164,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121515042638752,0.0260991638139709,0,0,0,0.0888908179652314,0.0843161172208321,0,0,0,0,0,0,0.0707868953787246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313038514508455,0,0,0
X601628.CH.EQUITY,0,0,0.299877696222683,0.135002049994302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600230426078039,0.0499786673748045,-0.00745144300547333,0,0,0,0,0,0,0,0,0.202499722017591,0,0,0,0,0.00756363987023749,-4.33680868994202e-19,0,0,0,0,0,0,0.10458206506002,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.265903047182761,0,0,-0.0725787866154174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140594860466174,-1.38777878078145e-17,0.395224132188294,-0.360705251626457,-0.0738865840534895,0,0,0,0.841279233268823,0,-0.0553326555907475,0,0,0
