,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.147198225719363,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107194973361798,0.321468595051288,0.41675009829293,0.216123037946159,-0.231415647658134,0,0,-0.0502363814204256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444842857542686,0
X601318.CH.EQUITY,0,0,0,0,0,0.243924417818702,0,0,0,-0.0712303413776172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131528858548344,0.188361033614055,0.0252248834723048,0,0,0,0.198649809371384,0,0.116050776022954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377373632020502
X601939.CH.EQUITY,0,0,0,0.799791095753012,0,0,0,0,0,8.67361737988404e-19,0.000997965172163916,0,-0.0394099815523756,0,0,0,0.0419146927569349,0.12111789131327,0.0503415417384848,0,0,0,0,0,0,0,0,0,0.0361494337307444,0,0,0,0,0,0,0,0,0.0453856840001595,0,0,0,0,0,0,0,0,0.00491701396083473,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.926135997697835,0,-0.0871658921505227,0,0,0,0,0,0,0,0,0,0,0.0176028887589283,0,0,0.0863508578837663,0,0.0550725475452389,0,-0.0633897502564494,0,0,0,0,0,0.0271025924000776,0,0,0,0.0509832429788204,0,0,0.0100815216218925,0,0,-0.0242388742184153,0,0,0,-0.0887182423164651,0,0,0,-1.0842021724855e-19,0,0,0,0,0
X601628.CH.EQUITY,0.00518634988976893,0,0,0,0,0,0,0,0,0.311582988081806,0,0.145356435070483,0,0,0,0,0,0,0,0.446480721360317,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0621745151071128,0,0,0,0,0,0,0,0.000415893847010291,0.275024883951575,0,0,0,0,0.0508457170396069
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.131434759812193,0.075997327316469,0,0.0529042559193078,0,0,0,-0.014627565540405,0,0,0,0,0,0,0,0,-0.027357409119122,0,-0.0147384311918951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111565811744315,0,0,0,0,0,0,1.0541175680763,0.0235814254992783,0
X1299.HK.EQUITY,0,0,0,0,0.0701586989708808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350316945566306,0,0,0,0,0,0,0,0,0.254034128678409,0,0.0916729637782198,0,0,0,0,0,0,0,0.0470471926839475,0,0,0,0,0.0848663061381067,0,0,0,0,0.0765690484424623
X5.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0135253876897825,0,0,-0.337348509725557,0,0,0,0,0,0,0,0,0.537591325720634,0.133607389008282,0,0,0,0,0,0,0,0,0,0,0.0809934557084672,0,0,-0.123412784923463,0.0433699563932273,0.146481689999793,0,-0.146816768838927,0,0.0868056618606294,0,0,0
X388.HK.EQUITY,0,0,-0.189544222379541,0,0.155598313054867,0,0,0.113957117525095,0,0,0,0,0,0,0,0.0255209550768899,0,0,0,0,0,0,0.4454610177081,0,0,0,0.204900682111287,-0.0211710376406741,0,0.0141635983998279,0,0.0508527489175691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191542152861185,0,0,0.252129246245054
