,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0393191004685508,0,0.312762521484256,0.113183681667454,0,0,0,0,0,0,0,0,0,0,0,0.182111584813158,0,0,0,-0.0169593390029812,0,0,0,0,0.0294423291476958,0,0,0.0526440419452681,0,0,0,0,0,0,0,0,0,0,0,0.144989587836185,0,0.0434166604185665,0,0,0.0147560906181896,0,0.0434477426117909,0.179287157442401,0.0861049976868063,0
X601318.CH.EQUITY,0,0,0.0482032379344688,0.154569169215588,0,0,0,0,0.126923857838788,0,0,0.0649979262316963,0.0223179744598292,0,0,0.019271328061618,0,0.123807543822672,0,0,0.181854638447437,0,0,0.119931772232731,0,0,0,0,0,0,0.0572494518028187,0,0,0,0.00564923223542275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120332628307926
X601939.CH.EQUITY,0,0,0,0,0.215817183499749,0,-3.46944695195361e-18,0,0,-0.0372252753740567,0,0.151456813873098,0,0.051838230651097,0,0,0,0,0.127623931559514,0.0083653957853757,0,0,-0.0205608000906378,-0.147746567819062,0.484074295860252,0,0.142662583956818,0,0,0.028380463998697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437716123183012,0
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0902090561830957,0,0.0881672532693344,0,0,0.132370603464014,0,0.354778831692159,0,0,0,0.0675110295948332,0,-0.0182838636938077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12444120970272,0,0,0,0,0,0,0,-0.00604075132474981,0,0,0,0,0.0642575863972542,0,0,0.114871935502845,0,0,0,0,0,-0.0689319401426269,-0.0770656965011252
X601628.CH.EQUITY,0.133456738452366,0,0,-0.0328239168237088,0.0337648540080019,0,0,0,0,0.13699150989758,0,0,0,-0.110725702338533,0,0,0,0,0,-0.0526025335235574,0,0,0,0.0721933876263293,0,0,0,0,0,0,0,0,0,0,0,0.656171864906926,0,0,0,0,0,0,0,0,0,0,0,0.107887396858017,0,0,0,0.144046744279314
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.145261708818296,0,0,0,0,0,0,0,0,0,0,0,0,0.103742600540559,0,0,0,0,0,-0.267784136431788,0,0,0.00125531729594895,0,0,0,0,0,0,0.0780176607896971,0.301277764221508,0,0.160630530832379,0.0689708339025792,0.106957043163316,0,0.052154246295459,0,0,0,0,0,0
X601988.CH.EQUITY,0.0338227771830611,0,0,0.197396764835768,0.450914576832681,0,0,0,0,0,0,0,0.106827355315151,0,0,0,0,0,0,0.0996368132094463,0,-0.0583400031677637,0.168947157090015,0,-1.73472347597681e-18,0.249210923173857,0,-0.0865182521894574,0,-0.0746543134272873,0.127927042769907,0,-0.105768027447511,0,0.0857212534844217,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0216900667702997,0,0,0,0.186068886933391,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0158728929145557,0,0.0406591194976425,0,0.0184206732316863,0,0,0,0,0,0,0,0,0,0,0.203899792409556,0.107842539210478,0.157785758200406,0,0,0,0,0,0,0.0311287065608545,0,0,0,0,0.0037509642245785,0,0,0,0.245036707089568,0,-0.070037540160937,0,0,0.189357253712309,0,0,0,0.0594154754171653,0,0,0,0
X388.HK.EQUITY,0,0,-0.124479614299337,-0.0158548232741797,0,-0.152784340041051,0.160191021096326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870046158272848,0.484886288949372,0,0,0,0,0,0,0,0,0.113897396791381,0,0,0,0,0,0,0,0.141476446563545,0,0,0,-0.00571749137044212,0.0730508195311516,0,0,0,0,-0.00988426042072904,0
X601166.CH.EQUITY,-1.73472347597681e-18,0,0.0502828177218651,0.0582610505130743,0,0.0283318018390527,0,0,0,0,0,0.0197506039553327,0.108182228885911,0.069842073311849,0,0,0,0,0,0,0,0,0,0,0,0.168145372365855,0,0,0.37181569594303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00486441666983716,0,0,0
X601658.CH.Equity,0.262340870923873,1.73472347597681e-18,0,0,0.0272919121257096,0,0,0,0,-0.0217650179801836,0.277955504824231,0,0,0.210977232150212,0,0.0633916665156453,0,0,0,0,0,0,0,0,0,0,0,0,0.195103407019077,0.0340686827242163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10692190484118,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0321821521083803,0,0.487502089270193,0,0,0,0,0,0.13694299288161,0,0,0,0,0,0,0,0,0,0,0.114731101306455,0,0.166528696727838,0,0,0.276414188799668,0.000373755645438346,0,0,0,-0.253923140587449,-0.104711733556054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0761828118849404,0,0,0,0
X000002.CH.EQUITY,0,-0.0218765858221899,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0134690421167978,0,0,0,0,0,0,0,0.00578556092456551,0,0.0429426735046806,0,0,0,0,0,0,0.680266974013323,0,-0.0292052901050188,0,0,0,0.0869053459048243,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0754929183974146
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.0289687174740471,0.0496667735386921,0,0,0,0,0,0,0,0,0.482249997778713,0,0.187341299070563,0,0,0,0,0,0,0,0,0,0,0,0,0.0474666394252903,0,0,0.0203028335648524,0,0,0,0,0,0.191356449374073,0,0,0.105393892010926,0,0,4.02501438200482e-05,0,0,-0.0719598082567837
X601601.CH.EQUITY,0,0.218604571579263,0,0,0.134620581380689,0,0,-1.73472347597681e-18,0,-0.0907803741500012,0,0.0252117555729335,0.139662171296446,0,0,0,0,0,0,0,0.249040740114531,0,0,0,0,0.0906822179343052,0,0,0.0327407284745325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127506494511966
X601328.CH.EQUITY,0.0384646590954165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48451892411605,0,0,0,0,0,0,0,0,0.104272467300223,0,0,0.100493818240927,0,0,0,0,0.102003351922164,0,0.0230823750711037,0.0322740311751042,0,0,0,0,0,0,0.0889788042716995,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0920798986993181,0,0.0410860609086699,0,0,0,0,0,-1.73472347597681e-18,0,0.0316713324303265,0,0.039745184713305,0,0,0.435870249041872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347504602619994,0,0,0,0,0.0532067332304229,0,0,0,0,0,0.0915603241480897,0,0,0,0.0144876992346798,0,0.0232148329790565
X601066.CH.EQUITY,0,0,0.0917605659714507,0,0,0,0,0,0,0,-0.0310613649585431,0,0,0,0.361165609425779,0,0,0,0,0,0,0,-0.0922885004195717,0,0.00826985839151945,0,0,0,0,0,0,0,0.241927871061818,0.03592872997319,0,0,0,0,0,0,0.176843655084754,-0.0136891098196622,0,0,-0.051777030108884,0,0,0,0.115197600777567,0,0,0.1597025036407
