,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,8.67361737988404e-19,0.402652266194653,0,0,0.0148312804555798,0,0,0,0,0,0,0,0,0.0235832680674201,0.00425125483377053,0,0,0,-0.0281034207389876,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.0461950000719937,0,0,0,0.166500581622992,0,0,0,0.0708706955581658,0,0,0,0,0,0,0,0,0.231301268928589,0.0459960504621548,0,0.0440071902670075,0
X601318.CH.EQUITY,0,0,0,0,0.0150637282987555,0,0,0,0.14759954220463,0,0.0523365619490762,0,0.104721863961134,0,0,0,0,0,0.220277013599556,0.231335721398329,0,0,0,0,0.00603677285639379,0,0,-0.0183221909780454,0,0,0,0.0795293544264636,0,0,0,0,0,0.0496370025632341,0,0,0,0,0,0,0.0138832705330739,0,0,0,0,0,0,0.0807121383591862
X601939.CH.EQUITY,0,0,0,0.302941348468938,0,-0.11845431670596,0.0232932184858078,0,0,0,0.0225878086063608,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.00138004643619123,0,0.748768330935895,0,-0.243644974321678,-0.128286901314387,0,0,0,0,0,0.0658922797075759,0,0,0,0,0,0,0,-0.120029528344974,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,-0.0888039504865555,-2.71050543121376e-20
X601288.CH.EQUITY,0.21290295685019,0,0.0323051624816019,0,0.0558484004747465,0,0.343125133092284,-0.0974163124442414,0,0,0.0487881915069473,0,0,0,0,0.0670619394327307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162888292066021,0,0,0,0,0,-0.107560640078142,0
X601628.CH.EQUITY,0,0,0,0.0739449102913984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221696366836311,0,0,0,0.0786441489633675,0,0,0.154098648863375,-0.183562942570089,0,0,0,0.0505678183068019,0,0,0,0.49140844017463,0.0562529038177386,0,0,0,-0.0156665409016053,0,0,0,0,0,0,0,0.0590970309714039,0,0,0,0,0.0462919927255562
X600036.CH.EQUITY,0,0.194756577998934,0,0,0.104015676749442,0,0.0817587756130646,0,0,0,0,0,0.227369037829442,0,0,0,0,0,0,0,0,0,0,0.307409553545915,0,0,0,0,0,0,0.137364868985788,0,0,0,0,0,0,0,0.0528621403507924,0,0,0,0,0,0,0,0.0207397821689667,0,-0.0624233548242559,0,-0.0100023318781161,-2.16840434497101e-19
X601988.CH.EQUITY,0,0,0,0,0,0.330416378920885,0,0,0,0,0,0,0,0,0,0.505085530376567,0,0,0,0,0.0388640349361645,0,0,0,0,0,0,0,0,0,0.0101386720300424,0.142843685477151,0,-0.0681908345367063,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0140402285922657,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.330158035592831,0,0,0,0,0,0,0.0530190312326163,0,0,0,0,0,0,0,0,0,0.0568066077204359,0.0466777130092868,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0537160100297191,0,0.154163242181503,0,0.119839228811158,0,-0.0373388775481693,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04568667529856,0,0,0,0,0,0.0945555699258225,0,0,0,0,0.595417037213641,0.0500563731869816,0,0,0.0604129156728052,0.0526984566369937,0,0,0,0,0,0,0,0,0.180982645241406,0,-0.106701744381938,0.0979067184403466,0.0519408840756534,0,0,0.120303460701789,0,0.171292267069998,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.113707686545747,0,0,0,0,0,0,0,0,-0.0746778747659889,0,0,0,0,0,0,0,0.488213748563488,0.128811523804894,0.0176192956692792,0,0,0,0.158281610728861,0,0,0.412474231990775,0,0,0,0.184699771952833,0.0100044503368035,0.0547387847571579,0,0,0,-0.434287044340412,0,0,0.0888671955694122,0,0,0,-0.00209753143454501,0
