,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.313806869887534,0,0.000441576058507791,0,0,0.354265575048392,0,0,0,0,0,0,0,0.0209596869044559,0,0,0,0,0,0,0,0,0.173992121586915,0,0.0226155445753255,0,0,0,0,0,0,0,0,0,0,0.105799621078765,0,0,0,0,0,0,0,0,0,0,0,-0.0308010099405271,0,0
X601318.CH.EQUITY,0,0,0.175994156175167,0,0,0,0.0190153464640665,0,0.166962263234852,0,0,0.0173232619148624,0.0931884934478183,0,0.0460137227059188,0,0,0.0334032093955504,0,0,0.198030487733994,0,0,0,0,0,0,0,0,0,0.0127904478731329,0,0.0240460101124034,0,0,0,0,0.0472206743390387,0,0,0,0.0487332567388579,-0.0977774591460415,0,0,0,0,0.0711266011944189,0,0,0,0.086720374489492
X601939.CH.EQUITY,0.448678963535272,0.379570281886575,0,0,0,0,0,0.285813807649254,0,0,0,0,0,0,0,0,0.00926213619104279,0,0,0,0,-0.136129246671139,0,0,0,0,0,0,0.111225185413362,0,0,0,0.0382654606363694,0,0,0,0,0,0,-0.283701491458868,0,0,0,0,0,0,0,0,0,0,-0.0594471226551164,0.0128346718455661
X601288.CH.EQUITY,0,0,0,0,0,0.00344982127323259,0,0.527826015462674,0,0,-0.0785354983594266,0.063107725606776,0,0,0,0,0,0,0,0,0,0,0.0666071451757235,0,0.152156462757949,0,0,0,0.0993794636013593,0,0,0,0.0419471813404661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452841659440207,0,0.0166891167466954,0,0
X600036.CH.EQUITY,0,0.0602080408956394,0,0,0,0,0.228756421263477,0,0,0,0,-0.0563944306658646,0.0881251144026801,0,0,0.118606225147554,0,0.0900000590935296,0,0,0,0,0.045642029793499,0.44667495737249,0,0,0.0734628055099281,0,0.0748369994007597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807771820873503,0.0649418717315671
X601628.CH.EQUITY,0.100498316453593,0,0,0,-0.0562852704700561,0,0,0,0,0,0,0,-0.0463896612889265,0,0,-0.24084723224368,0,0,0,0,0,0.0806794923783908,0,0.0873867887581623,0,0,0,0,0,0,0,0,0,0.168841320913439,0.537566674959627,0,0,0,0,0,0,0,0,0.0979489527877787,0,0,0,0,0.0260879523778298,0.0193080032213469,-0.0746899290308725,0.141394315733913
X1299.HK.EQUITY,0,0,-0.0225024854141039,0,0,0,0,-0.0858567677540652,0,0,0.105959125544122,-0.0160581258486311,0,0,0,0,0,0,0,0,0,0,0.133887527345642,0,0,0,0,0,0,0,0,0,0.0582834044132802,0,0,0,0,0.114954018399896,0,0.101865437620125,0.142313901952881,0.084875239420586,0.122177307116725,0,0,0,0,0,0,0.298531217866883,0,0
X601988.CH.EQUITY,0.171842084054424,0,0.0906800819503563,0.378656236818335,0,0,0,0,0,0,0,0,0.244366694365124,0,0,0,0.0705068873416309,0,8.67361737988404e-19,0,0,0,0.0324965257330279,0,0,0,0,0,0,0,0.119031479157873,0,0,0,0,0,0.017087283001881,0,0,0,0,0,0.0181064134148243,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.107826014540526,0,0,0,0,0,0,0,0,0,0,0,-0.12214434797356,0,0,0,0,0,0,0.228561093562205,0,0.183813062490917,0,0,0.13467239301592,0,0,0,0,-0.00979052129571064,0,0.0800555051917525,0,0,0,0,0,-0.0406120365599395,0.0733603959098982,0.221447806226386,0,0.251979300854883,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.124451720627558,0.0587687211896123,-0.0151920814955134,0,0,0,0.0121920379723941,0.0591434049917766,0.14420534252706,0,0,0.114758873117596,0,0,0,0,0,0,0,0,0,0,0.0878618348368348,0,0.423293070367278,0,0,0,0,0,0.0280382934239247,0,0,0,0,0.0345308492862202,0,0,0,0,0,0,0,0,-0.10532273711959,0,0,-0.0974043350068979
