,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0024261490053454,0,0.223292329049889,0,0,0.110582526243184,0,0.243621810565678,0,0,0,0,0,0.127866092674402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103896027951902,0,0,0,0,0,0,0,0,0,0,0,0,0.0479439608256356,0,0,0.0771548107116777,0,0
X601318.CH.EQUITY,0.136049926404739,0,0,0,0,0,0,0,0.32805039167822,0,0,0,0,0,0.00443429073858951,0,0.334284987419852,0,0,0,0,0.0205245976020023,0,0,0,0.119164569353253,0,0.0216985377393773,0,0,-0.132550908732427,0,0,0.127580339432472,0.0766895345163021,0,0,0,0,-0.0387460916562326,0.0396948276138006,0,0,-0.00713993780158895,0,0,0,0,0,0,0,-0.00557665837739292
X601939.CH.EQUITY,0,0,0,0.285144111541047,0,0.0754643361638128,0,0,0,0,0,0,0,0.423873611885115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562249542400449,0,0,0,0.0735040755943547,0,0,0.0095318682924779,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333434496684027,0,0.0166279506420499,0,0,0.502904828296053,0,0,0,0,0.0138334534655067,0,0,0,0.0434248093970445,0,0,0,0,0,0,-0.0200684439589253,0,0,0,0,0,-0.0139848093094568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104142657288159,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0166653625415495,0,0,0,0,0,0.0704902381616093,0,0,0,0.0681172859151505,0,0,0,0,0.0913417068712032,0.0507259332024848,0,0,0.577838857081463,0,1.73472347597681e-18,-0.0676902503842411,0,0,0,0,0.0483860625628147,0,0,0,0,0,0,0,0,0,0,0,-0.0421260391873089
X601988.CH.EQUITY,0.398454877540383,0,0.00834940797126966,0,0,0,0,0,0,0,0.0633527544033555,0,0,0,0,0,0,0,0.0390813146683502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152108074885229,0.0102524115362305,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.291955505675518,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.218074145625283,0,0,0.294025290420196,-1.38777878078145e-17,0.0334447472977044,0,0,0,0.106034170046719,0,0,0,0,0,0,0,0,0,0,0,0,0.0967650596990303,0,0.110103840218048,0.0699278559170812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024010977169554,0.105976011295891,0,-0.0178360753903131,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601919622681357,0,0,0,0.470733250274056,0,0,0,0.124970178481155,0.106211723181888,0,0,0,0,0,0,0,0,0.268548618207101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00430623371561107,0,0,0,0,0,0.222698609905792,0,0,-0.134629564100206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227775472689558,-0.182131790531701,0,0,0,0,-0.0804896533061741,0,0,0,0,0.739331849801294,0,0,0,0,0.618490371100667,-0.276940482272983,0,-0.479128509250471,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.414078472324221,0.0207985940537695,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.370777632730354,0.0146479590696085,0,0,0,0,0,0,0,0.036321973197092,0,0,0,0,0,0,0,0.185726306394074,-0.0314962655309497,0,0,0,0.0483886032279858
X601328.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.666755869308717,0,0,0,0,0,0,0,0,0,0.154347699430112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942695657959103,0.0410280981719391,0,0,0,0,0,0.00840590738657012,0,0,0
X000002.CH.EQUITY,0.144715893183376,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0553969674514418,0,0,0,0,0,0,0,0,0,0,0,0.021846583396134,0.497220054134963,0.0131091057506513,0,0,0,0,0,0,0.223017139204418,0,0,0,0,-0.152955661668282,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0.00765978594606063,0,0,0.188341930673216,0,0,0,8.67361737988404e-19,0.0810224995508448,0,0,0,0,0,0,0,0.105491919771411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211061679619436,0,0,0,0,0.530641466413705,0,0,0,0.080341157578904,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0348903274147097,0,0,0.0888489130597353,0,0,0,0,0,0,0,0.149944990571827,0,0,0,0,0,0.0766176739084983,0.270761488635394,0,0,0,0,0,0.0710617071618732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344416256027184,0,0,0,0
