,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,6.93889390390723e-18,0.586387045947653,0,0.0163160435737157,0,0.0301419274582026,0,0,0,0,0,0.100990632878391,0,0,0,0,0,0.0914955004522769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645265236020944,0,0,0.0611482642070776,0,0,0,-0.0456826323783965,0,0.0257529967465065,-0.00745838680393118,0.00292517320938907
X601318.CH.EQUITY,0,0,0,0,0,0,0.151648368961879,0,0.0900960757862753,0,0,0,0,0,0,0,0.0700441184312279,-0.00955310344458832,0.248056634952987,0,0,0,0,0,0,0,0,0,0,0,-0.0144064524932614,0,0,0.0469971564318868,0,0,0,0,1.73472347597681e-18,0.182934377657128,0,0.0437581259498794,0,0,0,0,0,0.144407512758696,0,0,0
X601939.CH.EQUITY,0,0,0,0.353102151599284,0,0.279452572758284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023927804910829,0,0,0,0,0.168429526631411,0,0,0,0.0107894905030327,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.00297745862622283
X601288.CH.EQUITY,0.0653933837732693,1.73472347597681e-18,0.241740232255045,0,0,0,0,0,0,0.159728200763846,0,0,0,0,0,0,0,-0.0139151042902945,0.128003240085503,0,0,0,0,0,0.154315474767362,0.0436674722696068,0,0,0,0.12568909214274,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.270460524792987,0,0,0,0,0,0,0,0.230100036092896,0.00962369072354609,0,0,0,0,0,0,0,0,0,0,0,0,0.307498324638371,0,0,0,0,-0.0651860937185849,0,-0.0363735144645063,0,0,0,0,0.206924923828178,0,0,-0.0628470692564218,-0.353828310321208,0,0,0,-0.248679309539641,0
X601988.CH.EQUITY,0.162766544721596,0,0,0,0,0,0,0,0,0,0,0,0.0106503223705322,0,0,0,0,0,0,0,0,0,0.564084283930256,0,0,0,0.00215604734422475,0,0,0.114237013757577,0,0,0,0,0,0,0,0,0,0.0743945445878227,0,0,0,0.0375332144126792,0,0,0,0,0,-0.0887561405580007,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246652502334202,0,0,-0.0226521947184263,0,0,0,0,0,0,0.0726482352339957,0,0,0,0,0,0.716344734064329,-0.00811966097333335,0,0,0.0267704618546253,0.09615594319184,0,0,0,0,0,0,0,0,0,0,-0.0012836339919178,0,0.0667981655177935,0,0.0531894099351553,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.167532547315222,0,0,0,0,0,0.301293855654681,0,0,0.0932125370499881,0.201244844287419,0,0,0.110162048333167,-0.0843564076774027,0,0,0,0,0,0,0.137263114478246,0,0,0.0338492898980143,0,-6.93889390390723e-18,0,0.122481320612237,0,0,0,0,0,0,0,0,0,0,0.0481120564516466,0,0,0,0,0.202708156679068
X601628.CH.EQUITY,0,0.215155143557593,0,0,0,0,0.0307854950582832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504335879263591,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.403582981757256,0.232087696738983,0,0,0,0.0294979772999489,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137045241318784,0,0,0,0.118450294862529,0.00563121972019241,0,0,0,0,0,0.261660077005554,0,0,0,0,0,0,0,0.232392323082202,0,0,0,0,0,0,0.0557841606159432,0,0,0,0,0,0,0,0,0.014927724053504,0,0.203548248402749,0,0,0,0,0,0,0,0,0.0103053395177497,0,0
X601166.CH.EQUITY,0.00742557263793029,0,0.214042165649349,0,0,0,0.174859016888896,0,0.00469887990133787,0.0868588804639947,0,0,0,0.19757141111318,0,0,0,0,0,0,0,0,0,0,0.0766192251384687,0,0,0,0,0,0,0,0,0.0043149475574406,0,0,0,0,0,0,0,0.093272140899836,0,0,0,0,0,0,0,-0.046127349957359,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0784492886678865,-0.200608356197418,0,0,0,-0.105846013992095,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242035686882746,0.205152142546088,0,0,0.14551832748934,0.173582865450026,0.260121425736904,0.362014560636872,0,-0.0971761527072791,0,0,0,0,0,0.0590844096904582,0,0,0,0,0.0594159427025837,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0156309107893195,0,0,0,0,0,0,0,0,0,0,0,0,0.385575636671552,0.0877311875530279,0,0.0102915813954013,0,0,0,0,0,0.227863937702987,0,0,0,0.340926401451798,0,0,0,0,0,0,0,0,0,0,0,0,0.252711099504262,0.0478502430380794,0.0756340349948477,0.00369450573101176,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.205660753129551,0.0626078110518828,0,0,0.301644932207035,0,0.097470400283076,0,0,0,0.0599856341542242,0.0377136860276941,0,0,0,0,0,0,0,0,0,0,0,0.0181882007144737,0,0,0,0,0,0,0,0,0,0.168391668786071,0,0,0,0,0,0,0,0,0,0,0
