,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.307113914908772,0.288346434779416,0,0.0590357086834773,0,-0.0804727740445594,0,0,0.0520424109059352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122060733295909,-0.0178391104783979,0,0,0.0619283447371047,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311119197112231,0,0,-0.117478397794056,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.201918179867628,0,0,0.268957311239908,-0.00207734669224351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601567947993978,0,-0.00964563335748262,0,0,0,0,-0.257311347195738,0.274494571106983,0,0,0.201544822061745,0,0,0,0,0,0.0623065714746434,0,0
X601939.CH.EQUITY,0.460124010587604,0,0,0.0444996365246389,0.101927880218217,-2.77555756156289e-17,0,0.0423029563545983,0,0,0,0,-0.00209875412253258,0.148302493058489,0,0,0,0,0,0.135858886371695,0.0322805970711462,0,0.0124031057003515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300711131910344,0,0,0,0,0,0,-0.136968265089724,0,0,0,0,0
X601288.CH.EQUITY,0.408182782358503,0.0620584695974812,0.0666613252331564,0,0.0394336372435476,0,0,0,0,0,0,0,0,0,0,0,0.0241100422566206,0,0,0.0299625469117884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102907122787359,0,-0.0419146526261776,0,0.14164242115009,0.0984871670842696,0,0,0,0.142125886370643,0.117315543099722,0,0.00302399844881276,0,0,0,0,-0.0425717503971375
X5.HK.EQUITY,0,-0.227324784962071,0,0.128173889026132,0,0,0,0,-0.329052093467694,0,0.191383158259415,0,0,0,0,0,0,0,0,0,0.0704877445555858,0,0.613523491530007,0,0,0,-0.0813264711500158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850310931687535,0,0,0,0,0,0,0,0,-0.279111043276003,0
X601988.CH.EQUITY,0,0,0.239082460068314,0.252256038749105,0,0,0,0,0,0.201191950122277,0.168671411678586,0,0,0,0,-0.0201167633648767,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.00192680611047184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168448723612077,0,0,0,0.0423921061565408,0,-8.67361737988404e-19,0,0,-0.0352265544716372,0.187274033822165
X600036.CH.EQUITY,0,0.23026719254837,0,0,0,0,0,0,0,0,0,0.0684783233805866,0,0.0871878938520414,0.0603659397983177,0,0,0,0.0255631013402862,0.0189075283163028,0,0,0.118411973991534,0,0,-0.00905321406506162,4.33680868994202e-19,0,0,0,0,0.329404976889186,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.116252655019986,0.118678572250821,8.67361737988404e-19,0,0
X601628.CH.EQUITY,0,0.0814751036341421,0,0.534188877055952,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468249444663452,0,0,0,0.0360180618835435,0,0,0,0,0,-0.0340139543488125,0,0.165764813189709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097763420637548
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294961938903985,0,0,0.00774785366620164,0.0106283284357545,0.167344817787266,0.114606571864308,0,0.179934644975083,0,0,0,0,0,0,0.410873287260506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637460334602646,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0296372179049506,0,0,0.160335137292218,0.049191571147884,0.072492185609561,0,0,0,0,0,0,0.157929834903018,0,0,0,0,0,0,0,0,0,0,0.0328682969505896,0,0,0,0,0,0.41382078435957,0,0.189547680373534,0,0,0,0,0,0.0500956311459681,0,0,0,0,0,0,0,0,0,0,-0.120292484957442
