,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.17205823248434,0,0.199222866342268,0,0,0,0,0,0,0,0,0,0,0.0446865181286474,0,0,-0.191364906783389,0,0,0,0,0,-0.292158384690555,0,0.0486823318987851,0,0,0.839089111434246,-0.0998372376885379,-0.156476470929532,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00127750289684267,0,0.21203978659221,0.0166030673749638,0,0,0,0,0.0628711781967745,0,0,0,0,0,0,0.018953174065878,0,0,0,0.027901747237504,0,0,0.0789084399852691,0.0224639702312631,0,0,0,0,0,0.279069136490737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.131471195752867,0,0,0,0,0,0,0,0,0.180382018623205,0,0,0,0,0,0,0,0.146239322421349,0,0,0,0,0,0,0,0,0,0,0,0.100409983339998,0,0,0,-0.257549466636299,-0.220277452622199,0,0,0.510456654162074,0.173757408819396,0,0,0,0.16370578789497,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.522208245491066,0.146310597136673,0.0308114191742991,0.604102504143872,0,0,0,0,0.473895307793305,-0.0729558754929695,0,0,0,0,0,0,0,-0.408074937315766,0,0,0,0,0,0,0,-0.658958086428517,0,0,0,0,-0.199886081213405,0,0,0,0.330346569991552,0,0,0,0,0.314698161231851,0,0,-0.223223062629479,0
X5.HK.EQUITY,-0.0778136393131012,-0.0239153605247842,0,0,0,0,0,0,0,0,0,0,0,0,0.464353571507749,0,0,6.93889390390723e-18,0.449901716076004,0,0,0,0,0.066234035142765,0.012242195706148,0,0,0,-0.130459245207337,0,-0.138668998259921,0,0,0,0,0.129661428613116,0,0,0,0,-0.101757062330737,0,0,0.182199686200584,0,0,0,0,-0.130224183501118,0,0
X601988.CH.EQUITY,-0.367763470505336,0,0,-0.00475881860624989,0.337067799676747,0,0,0,0,0,0,-0.0529245680749614,0,0,0,0,0,0.167596462064768,0,0,0.79277496810771,0,0,0,0,0,0,0,0,-0.545273737547711,0,0,0,0,0,0,0,0,0,-0.000837642638507311,0.0424737177870433,0,0.147354891303927,0,1.73472347597681e-18,0,0,0,0,0,0
X600036.CH.EQUITY,-0.15953720794395,0.543154732918417,-0.0346510452149069,0,0,0,0,-0.0303767420285378,-0.00534756554284797,0.348054832316704,0,0.357872212679287,0,0,0,0,1.73472347597681e-18,0,0,0,-0.131126120479419,-0.174725340521819,0,0,0.232032043564104,0,0,0.0750272170630084,0,0,0.110243474614888,0,0,-0.277553612130852,0,0,0,0,0,0,0,0.215382176037604,0,0.0503232917353502,0,-0.109783481555519,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.110709687358788,0.0114011370423965,0,0,0.133840922919434,0,0,-0.0787810573118725,0,0,0.0291524203636047,0.140018768316705,0,0,0.0599415123184382,0,0,0,0,0,0,0.154577933977204,0,0,0,0,0,0.143379779132077,0,0,0,0,0,0,0,0,0,0,0.0230343879690106,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0249145852217788,0,0,0,0,0,0,0,0.0673476911427606,0,0.35996767639963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400242344983443,0,0,0,0,0.276546658171176,0.0535953067463512,0.0705258954410993,-0.0380840381322792,0,0,0,0.019389003007219,0,0,0,0,0,0,0,-0.142748029138752
X601328.CH.EQUITY,0,0,0,0,0,0,0.357739718334285,0,0,0,0,0.101197916581383,0,0,0,0,0,0,0,0,0,0,0.0273206807210844,0,0.245334971125305,0.168210636162565,0,0,0,0,0,0,0,0,-0.0729473128390477,0,0,0,0,-0.148838641093831,0,0,0,-0.0269740569381853,0.132053026079807,0,0,0,0,0,-0.242291101537288
X601166.CH.EQUITY,0.0198012413915172,0,0.0377830805894827,0.285171464652801,0,0,1.73472347597681e-18,0,0,0,0,0.212452037675168,0,-6.74665880843636e-05,0.0227905615084717,0,0,0,0.0233373350399085,0,0,0.0865724784570625,0,0,0.0398237208202951,0,0,0,0.172832604976082,0,0.0948642598095524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276415058541523,0
X600000.CH.EQUITY,0.0352545728485272,0,0,0,0,0,0.504126133114883,0,0,0,0,0,0,-0.0318552998571874,0,0,0,0,0,0,0,0,0,0,0,0.32862533893002,0,0,0.0497955135635036,0,0.0948404219587561,0,0,0,0,0,0,0,0,-0.0274452642987755,0,0,0,-0.366245576044486,0,0,0,0,-0.0600481527388024,0,0
X601601.CH.EQUITY,0,0,0,-0.099122674223492,-6.93889390390723e-18,-0.0747921278558703,0.0411571204942995,0,0.67641945112988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776166844542118,-0.119618867205696,0,0.193271415525762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038947310291053,0,0,0,0,0,0,0.0934195312969126
X601319.CH.EQUITY,0,0,0,-0.0972642074073927,0,0,0,0,0,0,0,0,0.264185082414569,0,0,0,0,0,-0.0928885646420582,0,0,0,0,0.0473877500824559,0,0,0,0,0,0,0.0012347010919694,-0.100148724733188,0,0,0,0.375660263059212,0,0,0,0,0,0.206664940133748,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.281505828307184,0,0,0,0,0,0,0,0.249006001318461,0,0,0,-0.0493696702560276,0,0,0,0,0,0,0,-0.317678796757394,0,0.44397429983622,0,0,-0.234159571855489,0.473206436025015,-0.137300699816578,0,0,0,0,0,0,0.176536252568623,0,0,0,-0.150575228284327,0.12913955242339,0,0,0,0,0,0,0.0350216444187988
X16.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,-0.0267446297996398,0.0982997302069699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196320223866192,0,0,0.0217904064376588,0.146040867805562,0.167499603615232,0.330699682590805,0,0,0,-0.0709198388697134,0,0,0,0,0.313664885282464,0,0.0690399013003011,0.0738612335308253,0,0,0,0,0,0,0
X11.HK.EQUITY,0.109461896196902,0,0,0,0.238382045703241,0.0990522365813218,0.0558468831895392,0,0,0,0.0619068015577696,0.00252306402493757,0.0327048506061235,0,0,0,0,0,0.226264163728476,0,0,0,0,0,0,0,0,0,-0.0125873329397684,0,0,0,0,0,0,0,0,0,0.192783127368516,-0.0103182756343309,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.241418053444344,0,0,0,0,0,-0.00957715005924742,0,1.0842021724855e-19,0,0,0,0,0,0.267970004846821,0,0.0377528169824739,0,0,0.125607957944546,0.105199620261952,0,0,0,0.237802704183307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112825843427794,0,0,0.0698440655590631
X2388.HK.EQUITY,0,0.0110921817638012,0,0,0,0,0,0,0,0,0,0.0685737587737607,0.000103832559630476,0,0,0,0.399973515329117,0.366813795807065,0,0,0,0.0810719776755548,0,0,0.222686442574634,0,0.0777581134070619,0,0,0.184658036133316,0,0,-0.0312097713318812,0,0,0,0,0,0,0,-0.174959730601545,0,0,0,0,0,0,-0.0783760712661408,0,0,0
X600030.CH.EQUITY,0.0329531351541567,0,0,0,0,0,0,0,0,0,0,0,0,0.0225263047621633,0,0,0,0,0,0,0.0477539740080867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0943975051799155,0,0.444472284300223,0,0,0,0,0.015351931275656,0,0,0,0,0.456912512457149,0,0,0,0
X000001.CH.EQUITY,0,0.0315867253947454,0,0,0,0.0511150417893659,0,0.286186805545085,0,0,0,0,0,0,0,0,0,0,0,0.103607990895186,0,0,0,0,0,-0.14601622357091,0,0,0,0,0,0,0,0.00978161995101282,0,0,0,0.345412020866845,0.0969797684363929,0,0.00691122365765139,0,0,0.0259835440847784,0,0,0,0,0,0,-0.0696283484389368
X688.HK.EQUITY,0,0.114093698649096,0,0,0,0,0,0,0,0,0,0,0,0.00956642260163548,0.0555590580784431,0,0,0,0,0,0.0639245903884019,0,0,0.105595393055139,0,0.121567040723035,0,0,0.185158015571795,0,0.0684685530051642,0,0,0,0,0.0907118620477241,0,0,0,0,0.0885806662527747,0,0,-0.170720577197491,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.104276141697162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501574734819919,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0574343197235103,0,0.106828978274656,0,0.0359154913518817,0,0.108772372563432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0765992651685668,0,0,0,0,0,0,0.0410063511298379,0,0,0,0,0.332326163041125,0,0,0.320851712315062,-0.0476693569939194,-0.0553644466662818
X267.HK.EQUITY,0.0108917386782812,0,0,0,0,0,0.191906905724486,0,-0.0541119631732113,0.0643846597642803,0,0,0,0,0,0.0456816146650094,0,0,0.320261127426956,0,-0.0895835149062225,0,0,0,0,0,0.0162118409204849,0,0.0527718107881546,0,0,0,0,0,0,0,0,-0.13098656386484,0.0507014884676101,0.232332831965389,0,0,0,0,-0.114477955339289,0,0,0,0,0,0
