,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.191136854384042,0,0.204925321686031,0,0,0,0,0,0,0,0,0,0,0.100704164260291,0,0,-0.150131455433802,0,0,0,0,0,-0.279449478604836,0,0,0,-0.0775104953537001,-0.16009261063037,0.880299610998299,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.183026154798524,0,0,0,0,0,0.163691881811322,0,0.100087970684876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469565898764138,0,0,0,0,0.251485975465417,0,0,0,0,0.149902986766533,0,0,0,0,0,0,0,0,0,-0.11735439614042
X601939.CH.EQUITY,0.131581494271173,0,0,0,0.175348441090561,0,0,0,0,0.185018960049604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045644429854177,0,0,0,-0.233252210339075,0,0,0,0,0,0,0.379697376714195,0,0,0.109477373993258,0,0,0,0,0,0,0.0881743593327217
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.485293307403479,0.16167004232786,0.0419209260238118,0.474573098538476,0,0,0,0.0333193518005954,0.389931954945865,0,0,0,0,0,0,0,0,-0.297952220701883,0,0,0,0,0,0,0,-0.650585384000903,0,0,0,0,0,0,0,-0.132583424848698,0.344532179756902,0,0,0,0,0.24062067006853,1.73472347597681e-18,0,-0.156408711471631,0
X5.HK.EQUITY,-0.0641066682986219,-0.0737132312325227,0,0,0,0,0,0,0,0,0,0,0,0,0.528365539548687,0,0,0.00873259001936857,0.406509621538533,0,0,0,0,0.0645767995672551,0.175590279269907,0,0,0,-0.0796437309306648,-0.112574894671737,-0.0888956380598211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23800722622647,0,0,-0.105822209156038,0,0,0
X601988.CH.EQUITY,-0.37180284123355,0,0,-0.0244168917679995,0.484802000677578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768456642439327,0,0,-0.0718955898683005,0,0,0,0,-0.55533397179342,0,0,0,0,0,0,0,0,0.11755533543428,-0.0489702981048228,0,0,0.138368174877289,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.104567216425179,0.462279522254355,-0.0432897389498537,0,0,3.46944695195361e-18,0,-0.0997352028437141,0,0.490291167480399,0,0.140107370571404,0,0,0,0,0,0,0,-0.0876722502207047,0,0,0,0,0.284314167902445,0,0,0.0822510139752803,0,0,0.0836499168070514,0,0,-0.310541090025171,0,0,0,0,0,0,0,0.227513970067274,0,0,0.124789884715271,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.109241660944851,0.0143700795732493,0,0,0.134786354676725,0,0,-0.0735791565147445,-1.73472347597681e-18,0,0.0271102178324928,0.138964127700932,0,0,0.0606505778292134,0,0,0,0,0,0,0.165492600397543,0,0,0,0,0,0.145068546805352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0800749737381379,0.0334086270401939,0,0,0,0,0,0,0.088613691864229,0,0.482428865967198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499212653103748,0,0,0,0,0.220579526213541,0.13276072051033,0,0,-0.0325085877283599,0.0339856238183344,0,0,0,0,-0.045387077527985,0,0,0,0,-0.177439102947805
X601328.CH.EQUITY,0,0,0,0,0,0,0.392454366683808,0,0,0,0,0.100033300116015,0,0,0,0,0,0,0,0,0,0,0.021709234837855,0,0.234862681419604,0.218463971668838,0,0.0797247677488179,0,0,0,0,0,0,-0.234330408912736,0,0,-0.0584310766555699,0,0,0,0,0,0.114107457113821,0,0,0,0,0,-0.042027594887268,-0.254002495962184
