,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00619052523318942,0,0.465774811389884,0,0,0,0,-0.00767308168914735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161442548417703,0,0,0,0,0,0,0,0,0,0.245553304031121,0,0,0,0,0,0,0,0,0,0.0154081829797202,0.231193036142584,0,0.0203745667211536,0
X601318.CH.EQUITY,0,0,0,0.0284263123726816,0,0,0,0.0603559619988408,0.109560910616129,0,0,0,0,0.0543790758900218,0,0,0,0,0.260146795521508,0,0.215281315563523,0,0,0.0242294699460228,0,0.138832562059295,0,0.083947295447081,0,0,0,0,0,0.0261585357777905,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106691973394984
X601939.CH.EQUITY,0,0,0,0,0.33031365548211,0,0,0.113125340506888,0,0,-0.0604122127042346,0,0,0,0.0283103154616172,0,0,0,0,0.0656560043234417,0,0,0,-0.118989886396349,0.393727018636437,0,0.165015949992433,0,0,0,0,0,0,0,0,-0.0990226886404234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207709624799337,0.0199479132017338
X600036.CH.EQUITY,0,0.188933156308418,0,0,0,0.0716297793367004,0,0.0934130084455884,0,0,0,0,0,0.216942620619161,0,0,0,0,0,0,0,0.0322817249754588,0,0,0,0,0,0,0.333292271017937,0.108351009213054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191005029803262
X601288.CH.EQUITY,0.264903379206678,0,0.0618833656302188,0,0,0,-0.118471048257591,0.19642301924331,0.136371364948076,0,0,-0.0508480763272229,0,0,-0.0199014493321397,0.182435931003579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19025521496996,0,0,0,0,-0.113550708297657,0
X601628.CH.EQUITY,0.105788837922061,0,0,0,0,0,0,0,0,0,0.0110844511258486,0,0,0,0,-0.0459048020619183,0.198035465091029,0,0,0,0,0,0,-0.0544981064997325,0,0.0434961399072969,0,0,-0.107335734239107,0,0,0.0269871251437712,0.203013717102603,0,0,0.0833828534415851,0,0.556552856202768,0,-0.041529578913527,0,0.0761411835176854,0.0123863327230287,0,0,0,0,0,0,0,0,0.0212310167441192
X1299.HK.EQUITY,0,0,-0.153876748621241,0,0,0,0,0,0,0,0.17708201340101,0,0,-0.0235131383525954,-0.0465757766047172,0,0,0,0,0,0,0,0.0369234209110399,0.0657456800876328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259309423199319,0.184064943309936,0,0.0322110582181319,0.0630393742474438,0.237239505131243,0,0,0,0.0573168817281678,0,0,-0.0533637078539559,0
X601988.CH.EQUITY,0.0312682225628502,0.0191454672380844,0.047151380294655,0.351799662544575,0.171811868057786,0,0,0,0,0,0,0,0,0,0,0.189673729144466,0,0,1.38777878078145e-17,0,0,-0.00844007485404598,0,0,0,0,0,0.0753857577108728,0,0.017608770173641,0,0,-0.119753159569046,0.281570791262965,0,0,0,0,-0.0865305341843394,0,0,0,0,0,0,0,0,0,0,0,0.0451809527773737,0
X5.HK.EQUITY,0,0.112701347261124,0,0,0,0,0,0,0,0,0,0,0,0,0.00436316214851504,0,0,0,0,0.111254582852293,0,0,0.152677666655402,0.0379219509169517,0,0,0.0281730108465775,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.283167089549243,0,-0.050168913976686,0.261552041797414,0.18481437293226,0,0,0,-8.67361737988404e-19,0,0,0,0,0
X601658.CH.Equity,0,0,0.108263360266938,0,0,0,0,0.0920778810241089,0,0,0,0.0573264547155626,0,0.0665659357703433,0,0.0157791536056852,0,0,0.309856969925066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988504173089946,0,0,0,0,-0.0966452370068436,0,0,0,0,0,-0.0575939456951521,-0.0731091248423832,0,0.113965341424216,0,0,0,0
X388.HK.EQUITY,0,0,-0.196197607643837,0,0,0,0.132961070373706,0,0,0,0,0,0,0.0186979685108394,0,0,0,0.0294898573484442,0,0,0,0,0,0.165422059165282,0,0.434023177434956,0,0,0,0,0,0,0.0230887587953491,0,0,0,0,0,0,0,0.269389570346699,0.0136098138400669,0,0,0.129374262344682,-0.0717284137377992,0,0,0,0,-0.0335717872870528,0
X601166.CH.EQUITY,0,0,0,0.0464763049408907,0,0.0375044292611094,0,0,0,0,0,0,0,0.168898544837325,0,0,0,0,0,0.00828539438422224,0,0.0293364022238151,0,0,0,0,0,0,0.0909799997066342,0,0.339084650189982,0,0,0,0,0,0,0.131897270524822,-1.0842021724855e-19,0,0,0,0,0,0,0,0.10910411370685,0,0,-0.0128059778595928,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614042154357101,0,0,0.235472857547427,0,-0.186948045288233,0,0,0.0989262065959872,0,-0.0494787147805916,0,0,0,0,0,0,0,0.0521506163136908,0.0404338803955981,0,0,-0.0331298119415045,0.046106342045852,0.0230525583642541,0,0.0570499905391562,0,0.0426107187847751,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.661532557413043,0,0.0833631886931693,0,0,0,0,0.103474902576426,0,0,0,-0.0010654474779631,0,0,0,0,0,0,0,0,0.0416987479324656,0,0,0.0186165573227546,-0.263116803424708,0.11949638403755,-0.100552972530598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0486088069620852,0.127936447067701,0,0,0
X000002.CH.EQUITY,0,0,0,0,8.67361737988404e-19,-0.267257998869197,0,0,0.150142898379124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198525698745091,-0.0636761555702377,-0.172332661635188,0.0323913527489845,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.11870843141495,0,0,0,0,0,0,0,0,0,0.0409313273401594
