,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.312320769910978,0,0.349245424352179,0,0,0,0,0,0,0.0766662932687048,0,0,0.022485236298695,0,0,0,0,0,0,0,0,-0.0636277070347895,0,0,0,0,0,0,0,0.10541367563563,0,0,0,0,0,0.014985660121191,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0608042371394256,0,-0.114498587157017,0
X601939.CH.EQUITY,0.396386173104065,0,0,0.221785528429055,0,0,-0.10807138866461,0,0,0.0056739626237364,0.00448000116818759,0,0.20031624269998,0,-0.0625315905484471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00145069776765075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204152372205989,0,0,0.0238124765692982,0
X601318.CH.EQUITY,0.0856221222104746,0,0,0,0.143602156497193,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.0300042356629489,0,0,0,0,0,0,0,0,0,0.182749925678026,0,0,0,0,0.244405416607641,0,0,0,0,0,0,0.0885160936854134,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.292173166115205,0.158937764693602,0,0,0.125012197432917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163537048645808,0,0,0,0,0,0,0,0,0,0,0.0382412694382189,0,1.73472347597681e-18,0.0243341723206668,0,0,0,0.109915183594205,0,0.000712780951105485,0.0761686442518586,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0739599828291948,0,0.43786523358601,0,0,0,0,0,0.268356590508185,0,0,0,0,0,0.0997708474599031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146852998127159,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0177549274305545
X600036.CH.EQUITY,0,0,0.0150977725453818,0,0,0,-2.71050543121376e-20,0,0,0,0,0.351606686846488,0,0.0240579785051101,0,0,0,0,0,0,0,0,0.00661943189975113,0.112363380022723,0,0,0,0,0,0.0324532114570526,0,0,0,0.0498373387403914,0,0,0,0,0,0,0.0531860529671654,0.0682242563387438,0,0,0,0,0,0,0.285736362127535,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.110701049988845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24273911826409,-3.46944695195361e-18,0,0,0.153991185918921,0,0,0.147898824288841,0,0,0,0,0,0,0,0,0,0,0,0.14987348059207,0,0.0294517341807532,0,0,0
X5.HK.EQUITY,0,-0.184575422969895,0,-0.0865554583127563,0,0,0,0,0,-1.73472347597681e-18,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.16658995567238,-1.73472347597681e-18,-0.757538684848276,0,0.492396857021612,0,0,0,0,0,0,0,0,0,0,0,0,0.433967819480309,0,0,0,0,0,0,0,0,0,0,-0.0829528841126674,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.132089430330133,0,0,0,0,0.175486589412796,0,0,0,0,0.035085221236379,0,0,0,0,0,0.181386885875082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209914828544211,0,0,0.029948453622065,0,0.0621858805543494,0,0,-0.0593921858009915,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096872922088261,0.209178031407972,0,0,0,0.0215626394745363,0.504773611446026,0,0,0,0,0,0.161013326007691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
