,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.131967065832412,0,0.126694977295512,0.0496868576476992,0,0,0,0,0,0,0,-0.103407880978784,0,0,0,0,0,0,0,0,0,0.54675716339701,0,0.456456514642378,0,0.228499929532467,0,0,0,-0.107367350340631,0,0,0,0,-0.190956679839565,0,0,-0.131993354870239,-0.00526131273986025,0,-0.727169379643536,0,0,0.104266925096373,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.360466301241329,0,0,0,0,0.029404864905972,0,0,0,0,0.245151841339108,-0.132128032249943,0,-0.0151400180093816,0,0.017974650992656,0,0,0,0,0,0,0.0617534781124571,0,0,-0.183523761618455,0,0,0,0,0,0,0,0,0,0,0,0.0757706168520138,0,0,0,0,0,0.308850786581018,0,0.138765017927634,0,0,0.123475170152768
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0,0
X601288.CH.EQUITY,0,0.410642804488932,0,0,0.123751960467107,0,0,0,0,0,0,0.0453778800984523,0.24925674508221,0,0,0,0,0,0,0,0.140813411923532,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.165943630652852,0,0,0,0,0,0,0,-0.0718247439937948,0,0,0,-0.101598346510993,-0.078080577806237,0,0,0
X601988.CH.EQUITY,0,0,0,0.490628565781872,0,0,0,0,0,0.17291184093627,0,0,0,0,0,0.289600531090071,0,0,0.215395440833517,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496831195061712,0,0,0,0,0.166360909818019,0,0,0,0,0,0,0,0.332093159560953
X600036.CH.EQUITY,0,0.0414555926558879,0,0.0707292086731041,0,0,0.00700538160202464,0.0505598480158313,0,0,0,0,0,0,0,0,0,0,0.0204698842866007,0,0,0.175375218476885,0.0636041126636381,0,0,0,0,0,0,0,0,0,0.0599452154909049,0,0,0,0,0,0,0,0,0.138171225083589,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0764890853821465,0,0,0.0566991333556285,0,0,0.21973016888772,0.0347710089523903,0,0,0,0.0473528023974906,0,0,0,0,0,0,0.0692982810237311,0,0,0,0,0.0833512332411045,0,0,0,0,0,0.144269236592331,0.242532656263061,0,0,0,0,0,0,0.134797607292808,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.35023074437622,0.0566638936311347,0,0,0,-0.114268504032648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761603524731046,-0.0259530999571172,0,0,0,0,0,0,0,0,0.0879008844819577,0,0,0,0,0,0.150283928108693,0.0794502213483799,0,0,0.0619063863788014,0,0,0,0,0,0,0.0193120278449883
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0,0
X601658.CH.Equity,0,0.0971338367645813,0,0.144232167460234,0,0,0,0,0,0,-0.049721482892323,0,0,0,0,0,0,-0.124140098291324,0.129604791660914,0.288490058119486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852226710341312,0.289056919494018,0,-0.022502375898986,0,-0.0230560821387174,0,0,0,0.0419329285620883,0,0,0,0
