,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0886370002224039,0,0.41565165992082,0,0,0.046327602356541,0,0.240241857617228,0,0,0.147164910950253,0,0,0,0,0,0.0265286786321491,0,0.00820732081482909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599643168395923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.393352156083235,0,0,0.121582481637604,0,0,0,-0.0675673820503232,0,0.0180272533788684,0,0,0.400780972352871,-0.0409376272293358,0,0,0,0,0,0,0,0,0,0,0,-0.0978283355697525,0,0,0,0,0,0,0.129496600549255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0052367853123097,0.0205424767038913
X601318.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0572506967390598,0.368567672604103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780533490379365,0,0,0.134056248603541,0,0,0,0,0,0.215011164173467,0,0,0,0,0,0
X601288.CH.EQUITY,0.453231833010438,0.000578454413269257,0,0,0.405375382598761,0,0,0,0,-0.0201017066817151,0.0435379106082981,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0404423515012096,0,-0.0522108801362869,0,0,0,0,0,0,0,0.0673750256576125,0,0,0,0,0,0,0,0,0,0,-0.0283910788804851
X601988.CH.EQUITY,0,0,0,0.279259066654002,0,0,0,0,0,0.00145374851789277,0,0,0,0,0,0,0,0.136281956900994,0.135504345133708,0,0,0,0,0,0,0,0,0,0.00149756016187788,0.0667644549353619,0,0,0,0.0119188243369438,0,0,0.0472425887471092,0,0,0,0,0,0,0.165931501695063,0,0,0.147640749587008,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0548797307471822,0,0,0,0.139011157492117,0.2412713899532,0,0,0,0,0,0.617048038249846,0,0,0.0374497479709483,0,0,0.381341442421577,-0.450538336816103,0,0,0,0,0,0,0,0,0,0,0,-0.0903822753227279,0.10900871905554,0,0,0,0,0,0,0,0,0,-0.0994468383630064,-0.0314100790711059
X600036.CH.EQUITY,0,0,0.00515496044359243,0,0,0,0,0,0,0,0,0.471261234238917,0,0,0,0,0,0,0,0,0,0,0,0.043899980484173,0,0.12776427676939,0,0,0.0293530175808135,0,0,0,0,0,0.106362042180613,0,0,0,0,0,0,0.0534464334689297,0,0,0,0,0,0,0,0.219906843290349,0,0.0253984197346406
X1299.HK.EQUITY,0.000852057179423501,0,0,0,0,0,0.104343777768441,0,0,0,0,0,0,0,0.107416214638865,0,3.46944695195361e-18,0,0,0,0.228742000547928,0,0,0.0995922768855679,0,0,0,0.103626853615651,0,0,0,0,0,0,0,0,0.179011786196288,0,0,0,0.185070435767687,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0342274595464852,0,0,0,0,0,0.166089966300371,0,0,0,0.219617476886185,0.291103821634729,0,0,0,0,0,0,0,0,0,0,0,0,0.056675751238361,0,0,0,0,0.0718387201524304,0,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0299280940274668,0
X601658.CH.Equity,0,0,0,0,0.347999136451548,0,0,0,0,0,0,0,0,0,-0.101953045457635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831016662686485,0,0,0,0,0,0,0,0,0,0,-0.388429473748894,0,0,0,0,0,0.304645749716743,0,0,0,0,-0.120451023588561
