,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.53436243489834,0,0.0436923777729494,0.0373989931492457,0,0.0437882635662473,0,0,0,0,0,0,0,0.0385989623532227,0,0,0.0203393546473727,0.0690314812893708,0,0,0,0,0,0.114237067285405,0,0,0,0,0,0,0.00903144564595293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.33978888134165,0,0,0.144270427595515,0,0.191120470194572,0.000590784963857146,0,0,0.0488925491950904,0.0951969174604689,0,0,0,0,0,0,0,0,0,0,0.0014471116398441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619032444132234,0,0,0,0.011663317737043,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,1.38777878078145e-17,0,0,0,0,0.0792567398794577,0,0,0.0386845026513128,0,0,0,0,0,0,0,0.202450364208862,0.0288185367654904,0,0,0,0,0,0,0.057547831849947,0.0992626311507618,0,0,0,0,0,0,0,0,0,0.129089712661208,0,0,0.315120707869314,0,0,0,0.0328740022966978,0,0.0210267370195107,0,0,0,0,0
X601288.CH.EQUITY,0.439551857762503,0,0,0,0,0,0,0,0,0.17506062747008,0,0,0,0,0,0,0,0.127427737245413,0,0,0,0,0,0,0.0563331329280444,0.0425354102145491,0,0,0.0866239097060623,0.117679640256824,0,0,0,0,0,0,0,0,-0.0461306083836413,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.58609438058514,0,0.0633225122719502,0,0,0,0,0,0,0,0,0.484770415639301,-0.280757267157478,-0.331655223818152,0,0,0,0,0,0,0.285630150416018,0,0,0,0.0830265637982806,-0.397883784346032,-0.208751477178769,0,0,0,0,0.441426244762655,0,0,0,0,0,0,0,0,-0.122396373748903,0,0,0,-0.255239477405494,0
X601988.CH.EQUITY,0,0.331759767486888,0,0,0,0,0,0,0.0420708465811099,0,0,0,0,0,0.0537666881397317,0,0,0.0548530506628492,0,0,0,0,0.488582780766543,0,0,0,0,0,0,0,0,0,0,0,0.0178576780311045,0,0,0,0,0,0,0,0.062044480307299,0,0,0,-4.33680868994202e-19,0,0,-0.03635030517775,0
X600036.CH.EQUITY,0,0,0.100415421917069,0,0,0,0,0,0,0,0.10068170494865,0,0.290792154790866,0,0,0,-0.0546057476812408,0.00587347015339842,0.0966641846173867,0,0,0,0,0,0.35249438440575,0,0,0,0,0.0365141605361123,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347244287366002,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0369291203364955,0,0,-0.0789428820129753,0,0,0,0,0.192645992120297,0,0,0,-0.0161509362182045,0,0,0.269613107269888,0,0,0.0557128311658055,0.0460616339330489,0,0,0,0,0.0375729795203848,0,0,0,0,0,0,0,0,0,0,0,0,-0.0739044173244668,0,0,0.229379535064154,0,0,0,0.165309834391663
X601628.CH.EQUITY,0,0,0,0.00611152230422942,0,0,0,0,0,0,0.0250171410090164,0.0143744993023238,0.176625780968102,0,0,0.0257076610336327,0.00454809419568764,0,0,0,0,0,0,0,0,0,0.216199258276976,0,0,0,0,0,0,0,0.242294618298931,0,0,0,0,0,0,0.153495821133463,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0457690244355533,0,0,0,0.0982785397143281,0,0,0,0,0,0.111543210231044,0,0.00519307256454378,0,0,0,0,0,0.179333693454434,0,0,0,0,0,0,0,0,0,0,0.0555650956121926,0,0,0,0,0.02602361692264,0,0,0.192554595618011,0.251784887950886,0,0,0,0,0,0,0,0,0,0
