,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0354376979407545,0.175821429618467,0,0,0.0110885826675279,0,0,0,0,0,0,0,0.011159940884525,0,0,0.190331228167735,0,0,0,0,0.0569501213115406,0,0.0500680552211344,0,0,0,0,0,0,0,0,0,0.0323363696564538,0,0,0,0,0,0,0,0.0753584454250161,0.0304377199889847,0,0.0301476090445566,0,0,0.0529656229206467,0,0,0
X601318.CH.EQUITY,0,0,0.0977031816848981,0,0.100649612000261,0,0,0,0.120772887640145,0,0.0981788078233287,0,0.0381949090814739,0,0,0,0,0.0680536099064052,0,0.190394721713679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436345111170764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146882517526969
X601939.CH.EQUITY,0,0,0,0.0764875480652962,0,0,0,0,0,0,0.109032591273456,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.640808127006719,0,0.150099232114993,0,0,0,0.0821506691382611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.108549245425059,0.118301319612383,0.0374585321788958,0,0,0.133346128167164,0,0.377075239396978,0,0,0.0618023002698457,0,0,0,0.0267145356318576,0,0,0,0,0,0,0,0,0,0,0,0,0.0883316581714084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00362053740323512,0,0,0,0,0,0,0,-0.036252214453603,-0.0753610158423183
X600036.CH.EQUITY,0.0346752731278503,0.0419557075589357,0,0,0,0,0.257082377714139,0.0462401214587571,0,0,0,0,0.220220424619464,0,0,0.148319315763552,0,0,0,0,0,0,0.181707088297235,0.232995208040149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112184426875141,0,0.0225481325165395,0.0423405006814297,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.05586949025373,0,0,0,-0.132683053406147,0,0,0,0,-0.0428931391464779,0.107376729345884,0,-0.0502137962719477,0,0,0,0,0,0,0,0,0,0,0.670345359289056,0,0,0,0,0,0,0,0.0739933454122432,0,0,0,0,0.190495814935955,0,0,-0.017283004264333,0.14387483351812
X1299.HK.EQUITY,0,0,-0.0956101504156461,0,0.114032564504095,0,0,0,0,0,0,0.192419369157029,0,0,0,0,0,0,0,0,0.138974641626786,0,0,0,0,0,0.164636871329796,0,0,0,0,0,0.0493335529668756,0,0,0,0,0,0,0.0329835114856438,0.132619858045059,0,0.0862663026381788,0,0.0489745277839852,0.118283411790912,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.66336957394686,0.158381725435307,0,0,0,0,0,-0.00367634391512678,0,0,0,0,0,0,0,0,0,0.0842267672206866,0,0,0.237462486540984,0,0,0.00780481757038103,0,-0.0239356759382325,0,0.100484695636999,0,0.132660237059059,-0.0108022408945736,0,0,0,0,0,0,0,0,-0.0188458097284047,0,-0.0324769527612863,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00851346136456225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130264353952229,0,0,0,0,0,0.0852851365828034,0.179397055654596,0,0.0145124384094675,0,0,0,0,0,0,0,0,0,0,0.345845334974736,0,0,0,0,0,0.15217792529695,-8.67361737988404e-19,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850497163674949,0,0.0419116488502083,0.0376637710546505,0,0,0,0,0.0348506168318681,0,0.123162782515947,0,0,0.0439815992778025,0,0,0,0,0,0,0,0.158185744915401,0,0,0,0.391089545300922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
